"naics","employment_march","establishments","payroll_quarter1","year"
"424820",66248,1865,957138000,2004
"424910",75642,7602,733385000,2004
"424920",76343,3133,668733000,2004
"424930",60347,4547,364776000,2004
"424940",58755,1521,554146000,2004
"424950",22777,2207,244622000,2004
"424990",95520,13324,784217000,2004
"425110",4561,948,39590000,2004
"425120",289173,45502,2753087000,2004
"441110",1179394,26490,11473558000,2004
"441120",121108,25768,825528000,2004
"441210",41997,3055,335023000,2004
"441221",60975,5453,409458000,2004
"441222",42230,5625,272231000,2004
"441229",15351,2331,107612000,2004
"441310",325817,39992,1736087000,2004
"441320",172510,19064,1235529000,2004
"442110",274172,28760,1860941000,2004
"442210",100343,15003,737799000,2004
"442291",9249,2484,50673000,2004
"442299",192969,19481,782323000,2004
"443111",76386,10141,468116000,2004
"443112",280369,25346,1496454000,2004
"443120",83585,11071,531389000,2004
"443130",17479,2462,98085000,2004
"444110",456440,5870,2590107000,2004
"444120",40325,7664,276222000,2004
"444130",143124,14373,651446000,2004
"444190",407329,38152,3339342000,2004
"444210",26425,4264,151380000,2004
"444220",149610,16391,729076000,2004
"445110",2511498,67219,11028069000,2004
"445120",149306,28911,472324000,2004
"445210",39747,5989,152831000,2004
"445220",10714,2151,42768000,2004
"445230",20211,3210,74762000,2004
"445291",28514,5079,127406000,2004
"445292",18771,3467,53703000,2004
"445299",36181,7136,106279000,2004
"445310",142294,29359,547686000,2004
"446110",771475,40115,4416613000,2004
"446120",96979,12454,333171000,2004
"446130",73338,12615,417760000,2004
"446191",51230,9623,202602000,2004
"446199",56460,9317,470879000,2004
"447110",734466,92611,2538902000,2004
"447190",200528,25476,877432000,2004
"448110",64793,8758,319006000,2004
"448120",326320,33791,1053021000,2004
"448130",73991,6520,204808000,2004
"448140",589397,24050,1973321000,2004
"448150",34199,6646,145878000,2004
"448190",106804,12606,404537000,2004
"448210",194147,27253,710920000,2004
"448310",157288,28772,952586000,2004
"448320",8159,1435,47980000,2004
"451110",202210,22902,838905000,2004
"451120",129544,10345,432889000,2004
"451130",47486,5677,140932000,2004
"451140",34560,4484,197196000,2004
"451211",141542,11218,450517000,2004
"451212",9103,1709,37598000,2004
"451220",56953,5898,161693000,2004
"452111",593716,3819,2500901000,2004
"452112",848675,5541,3372913000,2004
"452910",922605,2988,4399341000,2004
"452990",291595,31787,963284000,2004
"453110",109915,21667,356097000,2004
"453210",119881,9207,658278000,2004
"453220",205245,33956,593067000,2004
"453310",128499,18103,458686000,2004
"453910",82534,8142,283356000,2004
"453920",22049,6508,151313000,2004
"453930",27027,4930,200079000,2004
"453991",27753,6098,100117000,2004
"453998",100780,20308,496455000,2004
"454111",NA,6916,NA,2004
"454112",NA,225,NA,2004
"454113",197940,8485,1759165000,2004
"454210",54848,5516,331222000,2004
"454311",50548,4488,476097000,2004
"454312",46586,5806,366025000,2004
"454319",636,235,3114000,2004
"454390",121498,19088,863059000,2004
"481111",427962,2794,5426313000,2004
"481112",22070,515,180311000,2004
"481211",28925,1627,345234000,2004
"481212",5377,298,64692000,2004
"481219",4739,488,48146000,2004
"483111",11314,435,175450000,2004
"483112",12017,83,186941000,2004
"483113",21928,579,287160000,2004
"483114",1950,134,15447000,2004
"483211",13552,360,164053000,2004
"483212",6064,263,54754000,2004
"484110",187607,24760,1391187000,2004
"484121",547772,30298,4310096000,2004
"484122",246733,7277,2486378000,2004
"484210",108701,8516,724221000,2004
"484220",194217,31485,1331733000,2004
"484230",143428,11590,1199808000,2004
"485111",1650,53,10167000,2004
"485112",392,18,2878000,2004
"485113",43073,809,318673000,2004
"485119",1053,39,7882000,2004
"485210",18332,491,116911000,2004
"485310",29253,3025,129770000,2004
"485320",36369,3935,177117000,2004
"485410",183477,4353,724170000,2004
"485510",29871,1265,146110000,2004
"485991",43440,2102,210513000,2004
"485999",14124,1042,65313000,2004
"486110",7089,307,189317000,2004
"486210",24787,1595,570627000,2004
"486910",6965,617,134002000,2004
"486990",745,78,12250000,2004
"487110",8748,639,44304000,2004
"487210",11287,1841,57952000,2004
"487990",2040,171,15159000,2004
"488111",1770,165,21648000,2004
"488119",64080,1432,367032000,2004
"488190",79516,3519,784739000,2004
"488210",25953,908,228824000,2004
"488310",6888,234,70776000,2004
"488320",58618,551,702825000,2004
"488330",11881,804,148140000,2004
"488390",12529,800,126020000,2004
"488410",49996,7390,322011000,2004
"488490",17138,1532,100214000,2004
"488510",174920,16597,1816038000,2004
"488991",17960,1402,124118000,2004
"488999",5624,152,71573000,2004
"492110",501618,9000,3977298000,2004
"492210",48151,5195,256062000,2004
"493110",404500,8897,3449915000,2004
"493120",43172,1178,378845000,2004
"493130",8479,663,72791000,2004
"493190",119026,2577,963899000,2004
"511110",383134,8435,3404811000,2004
"511120",154373,7602,2483860000,2004
"511130",84997,3377,1212896000,2004
"511140",56283,1740,758128000,2004
"511191",13057,120,144366000,2004
"511199",13048,1169,125307000,2004
"511210",328623,9085,8480406000,2004
"512110",122215,11751,1888979000,2004
"512120",3449,452,48573000,2004
"512131",133492,4756,299944000,2004
"512132",1419,273,3776000,2004
"512191",17440,1784,275316000,2004
"512199",4697,332,79384000,2004
"512210",1424,353,18639000,2004
"512220",9749,415,334591000,2004
"512230",4732,606,77872000,2004
"512240",5444,1513,48514000,2004
"512290",3752,518,36764000,2004
"515111",11882,729,166466000,2004
"515112",115136,6763,1181578000,2004
"515120",120645,1974,1726027000,2004
"515210",40381,633,1141534000,2004
"516110",37049,2133,616307000,2004
"517110",781411,27596,13788979000,2004
"517211",11453,1224,129285000,2004
"517212",250609,11959,3756076000,2004
"517310",46555,2886,585191000,2004
"517410",18379,649,319530000,2004
"517510",210727,4844,2360834000,2004
"517910",8269,628,146720000,2004
"518111",49215,4851,790484000,2004
"518112",11234,571,380243000,2004
"518210",365919,14067,5509851000,2004
"519110",11224,559,175499000,2004
"519120",31692,2677,171429000,2004
"519190",9319,657,110284000,2004
"521110",20960,79,311469000,2004
"522110",1631328,83030,24842127000,2004
"522120",248962,16399,3174570000,2004
"522130",229213,16043,1933872000,2004
"522190",5153,184,139519000,2004
"522210",60387,788,1049812000,2004
"522220",128340,5711,2519710000,2004
"522291",102074,14324,1166393000,2004
"522292",360951,24863,6263416000,2004
"522293",5908,394,251737000,2004
"522294",20798,329,699552000,2004
"522298",54181,7600,639610000,2004
"522310",138328,20838,1556994000,2004
"522320",119177,3448,1509742000,2004
"522390",85342,14609,808437000,2004
"523110",136876,5950,14981391000,2004
"523120",355572,33906,14669930000,2004
"523130",9096,1123,487022000,2004
"523140",15244,1547,438848000,2004
"523210",6877,108,225817000,2004
"523910",34464,6191,1289643000,2004
"523920",159090,13234,8730682000,2004
"523930",89351,19806,2312743000,2004
"523991",46753,2488,837664000,2004
"523999",9402,626,273043000,2004
"524113",372613,8868,7598416000,2004
"524114",425957,3883,7197314000,2004
"524126",586177,13442,9619366000,2004
"524127",75702,6229,1339769000,2004
"524128",11412,452,117520000,2004
"524130",22615,703,729366000,2004
"524210",689081,127747,8118861000,2004
"524291",39094,5113,456245000,2004
"524292",130562,4876,1537767000,2004
"524298",22435,2368,282504000,2004
"525910",2078,331,95623000,2004
"525930",24412,1993,531825000,2004
"525990",5339,1004,98367000,2004
"531110",299321,61635,1758682000,2004
"531120",160288,31286,1626666000,2004
"531130",32952,10909,166550000,2004
"531190",34385,10225,185094000,2004
"531210",323045,93920,3329261000,2004
"531311",337823,29191,2462014000,2004
"531312",132102,13230,1633351000,2004
"531320",45021,15922,375598000,2004
"531390",67274,15814,966767000,2004
"532111",110912,4687,757505000,2004
"532112",9942,668,126031000,2004
"532120",51581,6035,481908000,2004
"532210",24730,4535,203445000,2004
"532220",13997,2497,57938000,2004
"532230",154405,19117,447505000,2004
"532291",29893,2880,263860000,2004
"532292",7335,1761,29242000,2004
"532299",33613,3451,208381000,2004
"532310",33333,5169,224465000,2004
"532411",5188,795,101228000,2004
"532412",57410,4606,610951000,2004
"532420",7720,1013,117868000,2004
"532490",84720,7078,803898000,2004
"533110",29095,2288,510581000,2004
"541110",1122723,173044,15783239000,2004
"541191",79819,9769,779369000,2004
"541199",15808,2573,154229000,2004
"541211",401884,57171,4651587000,2004
"541213",197834,21511,692642000,2004
"541214",587969,4413,4080063000,2004
"541219",202590,33874,1627385000,2004
"541310",180818,23836,2218548000,2004
"541320",39267,6534,305353000,2004
"541330",858459,55019,12952089000,2004
"541340",9383,2696,86763000,2004
"541350",15300,4886,119628000,2004
"541360",6510,810,77649000,2004
"541370",61623,9274,506370000,2004
"541380",93485,5980,1000522000,2004
"541410",40842,12003,345483000,2004
"541420",10547,1772,133437000,2004
"541430",60172,16013,617690000,2004
"541490",7303,1839,69857000,2004
"541511",434637,46622,7529465000,2004
"541512",457618,42777,7650718000,2004
"541513",116094,3792,1976146000,2004
"541519",96749,12550,1425600000,2004
"541611",375729,52256,6152398000,2004
"541612",170572,15786,2539605000,2004
"541613",125207,21868,1461585000,2004
"541614",62956,6773,789821000,2004
"541618",20197,5946,279698000,2004
"541620",60029,8581,672175000,2004
"541690",65063,17710,910793000,2004
"541710",587016,13780,12543023000,2004
"541720",53920,2352,899833000,2004
"541810",139255,12998,2250488000,2004
"541820",38424,6950,611044000,2004
"541830",7119,902,109236000,2004
"541840",21074,2563,241793000,2004
"541850",26971,2379,244584000,2004
"541860",71220,3522,645734000,2004
"541870",12296,718,87265000,2004
"541890",73959,8488,442960000,2004
"541910",118533,5178,1073901000,2004
"541921",65262,14484,253787000,2004
"541922",14451,4132,119541000,2004
"541930",9550,1655,76369000,2004
"541940",267389,26659,1493182000,2004
"541990",86355,20131,753133000,2004
"551111",24233,1414,635175000,2004
"551112",145670,8261,3164528000,2004
"551114",2654884,36653,56870311000,2004
"561110",441416,25909,4784041000,2004
"561210",146001,3309,1359364000,2004
"561310",182560,8288,1048054000,2004
"561320",2325501,27232,12228897000,2004
"561330",1519585,5178,10482076000,2004
"561410",41932,5243,261009000,2004
"561421",60241,2131,351656000,2004
"561422",332028,3281,1632246000,2004
"561431",22863,4867,92539000,2004
"561439",74458,5738,510946000,2004
"561440",140836,5204,1009972000,2004
"561450",25555,1161,425266000,2004
"561491",6568,1064,43715000,2004
"561492",13904,3455,110654000,2004
"561499",55850,3231,437169000,2004
"561510",132246,17592,1101079000,2004
"561520",29460,2985,232889000,2004
"561591",10445,1061,75311000,2004
"561599",97936,2718,1032096000,2004
"561611",46892,4959,295841000,2004
"561612",561024,7707,2646271000,2004
"561613",28446,724,207498000,2004
"561621",98373,6021,873370000,2004
"561622",19779,3782,121374000,2004
"561710",95437,11821,651090000,2004
"561720",903229,51560,3246518000,2004
"561730",497403,83030,2414160000,2004
"561740",47344,8720,216828000,2004
"561790",60322,10520,327909000,2004
"561910",52804,1955,291195000,2004
"561920",86425,4364,585762000,2004
"561990",207589,14961,1391009000,2004
"562111",165243,7540,1505126000,2004
"562112",8590,473,86946000,2004
"562119",5652,736,42994000,2004
"562211",23043,687,278254000,2004
"562212",25203,1581,234909000,2004
"562213",3725,122,61836000,2004
"562219",3374,219,36747000,2004
"562910",63263,2912,552152000,2004
"562920",14673,895,107969000,2004
"562991",20975,3125,149099000,2004
"562998",9859,841,87162000,2004
"611110",808572,20472,5031614000,2004
"611210",96090,933,764709000,2004
"611310",1497201,3382,10535271000,2004
"611410",10238,482,61464000,2004
"611420",25119,2651,255017000,2004
"611430",32043,4464,333166000,2004
"611511",13632,1631,73411000,2004
"611512",14069,1036,134139000,2004
"611513",13856,1333,78021000,2004
"611519",64037,3594,455741000,2004
"611610",69372,10184,227043000,2004
"611620",65968,10439,217913000,2004
"611630",14929,1130,56443000,2004
"611691",66616,5409,239011000,2004
"611692",13390,2208,49017000,2004
"611699",29627,3460,188769000,2004
"611710",58587,5952,474151000,2004
"621111",2008482,200372,26585020000,2004
"621112",40843,10567,390133000,2004
"621210",803136,121172,6436396000,2004
"621310",122935,36412,665096000,2004
"621320",100280,19240,646488000,2004
"621330",58383,13806,372879000,2004
"621340",191559,23557,1410146000,2004
"621391",36293,8646,251235000,2004
"621399",39037,10477,271704000,2004
"621410",18535,1905,128901000,2004
"621420",174175,7998,1196238000,2004
"621491",34802,565,429495000,2004
"621492",78583,3121,692687000,2004
"621493",72658,3681,680567000,2004
"621498",275975,8886,2858024000,2004
"621511",129498,4927,1433715000,2004
"621512",86303,6380,1026644000,2004
"621610",860054,19006,4328779000,2004
"621910",126819,4047,803652000,2004
"621991",56275,1202,523852000,2004
"621999",49828,3522,462330000,2004
"622110",4884357,5585,48448061000,2004
"622210",216218,725,2078832000,2004
"622310",202900,918,2036041000,2004
"623110",1627773,16732,9126007000,2004
"623210",395881,22793,1810429000,2004
"623220",132830,6154,752174000,2004
"623311",329639,4222,1657495000,2004
"623312",274734,14290,1123511000,2004
"623990",157076,6398,904407000,2004
"624110",150580,9561,877345000,2004
"624120",436928,16252,1767454000,2004
"624190",389369,26212,2140699000,2004
"624210",30535,3851,140882000,2004
"624221",62762,3497,331027000,2004
"624229",36994,3368,243269000,2004
"624230",21295,1898,147862000,2004
"624310",321790,8265,1246771000,2004
"624410",778698,71707,2759622000,2004
"711110",67003,3607,379874000,2004
"711120",9264,566,50477000,2004
"711130",42569,4561,259787000,2004
"711190",7048,550,44105000,2004
"711211",44690,770,2228586000,2004
"711212",49746,747,274155000,2004
"711219",18072,2833,150919000,2004
"711310",74567,1995,341374000,2004
"711320",24125,3547,193706000,2004
"711410",16365,3410,283367000,2004
"711510",44618,17878,845180000,2004
"712110",78675,4714,482407000,2004
"712120",9681,995,44658000,2004
"712130",25379,611,153540000,2004
"712190",5118,614,29349000,2004
"713110",111780,563,494080000,2004
"713120",27069,2401,74439000,2004
"713210",124562,459,798402000,2004
"713290",54476,1846,315285000,2004
"713910",303705,12070,1395107000,2004
"713920",73128,383,251250000,2004
"713930",28100,4092,158797000,2004
"713940",479202,30624,1362183000,2004
"713950",85301,4747,248382000,2004
"713990",84801,14244,324114000,2004
"721110",1406751,47579,6352297000,2004
"721120",364591,340,2530288000,2004
"721191",18354,3534,51388000,2004
"721199",4123,1015,14861000,2004
"721211",18896,4068,71511000,2004
"721214",18774,3112,83792000,2004
"721310",13561,2434,50059000,2004
"722110",4263277,206289,13060645000,2004
"722211",3264987,195133,8023875000,2004
"722212",125330,6534,367929000,2004
"722213",381664,40650,971993000,2004
"722310",380530,20491,1523281000,2004
"722320",118002,9496,346754000,2004
"722330",9928,2363,30338000,2004
"722410",361043,47984,932777000,2004
"811111",336602,79265,2193221000,2004
"811112",14359,3628,88144000,2004
"811113",28901,6800,206786000,2004
"811118",30126,6768,189483000,2004
"811121",227489,36296,1733020000,2004
"811122",34378,7215,252921000,2004
"811191",70638,8508,312010000,2004
"811192",141643,14659,422572000,2004
"811198",20380,3193,122403000,2004
"811211",19058,3029,147791000,2004
"811212",56205,5709,742256000,2004
"811213",16732,1665,149517000,2004
"811219",35473,3316,432563000,2004
"811310",178873,24394,1551831000,2004
"811411",7459,2347,37208000,2004
"811412",37561,5267,283296000,2004
"811420",18652,5386,93356000,2004
"811430",2970,1260,12100000,2004
"811490",42157,10624,229224000,2004
"812111",13099,4018,53694000,2004
"812112",444548,75542,1792548000,2004
"812113",27716,10371,80063000,2004
"812191",28852,3222,99860000,2004
"812199",65752,12490,173458000,2004
"812210",95654,14881,610903000,2004
"812220",30511,5344,209259000,2004
"812310",47316,11853,160225000,2004
"812320",189814,27139,671402000,2004
"812331",49873,1053,280764000,2004
"812332",103082,3117,613804000,2004
"812910",40089,9225,133222000,2004
"812921",28772,2128,211072000,2004
"812922",9199,2342,35845000,2004
"812930",104157,12507,406063000,2004
"812990",54936,12787,269611000,2004
"813110",1649492,170778,6446674000,2004
"813211",63339,8518,620252000,2004
"813212",48527,4049,473330000,2004
"813219",28553,2943,261694000,2004
"813311",25979,2384,215641000,2004
"813312",46388,5206,324685000,2004
"813319",43007,5702,319055000,2004
"813410",322880,31596,1113084000,2004
"813910",124917,17307,1467947000,2004
"813920",75694,7418,903476000,2004
"813930",178819,16169,1111166000,2004
"813940",15112,2919,116745000,2004
"813990",140460,22169,920205000,2004
"113110",4524,472,52242000,2005
"113210",1791,219,17270000,2005
"113310",63226,10357,462988000,2005
"114111",3491,1142,43968000,2005
"114112",NA,895,NA,2005
"114119",NA,10,NA,2005
"114210",1730,368,11415000,2005
"115111",2946,288,20259000,2005
"115112",11182,2047,71566000,2005
"115113",2877,322,11850000,2005
"115114",31576,1026,192215000,2005
"115115",6618,478,25767000,2005
"115116",3694,504,27423000,2005
"115210",18848,4273,112076000,2005
"115310",14260,1701,93541000,2005
"211111",72350,6948,1702082000,2005
"211112",13212,442,325419000,2005
"212111",33252,587,480880000,2005
"212112",39699,479,587031000,2005
"212113",1309,66,14592000,2005
"212210",5109,27,95597000,2005
"212221",8231,143,123003000,2005
"212222",628,11,8078000,2005
"212231",1371,18,22439000,2005
"212234",7570,34,103079000,2005
"212291",481,28,4949000,2005
"212299",3029,40,44422000,2005
"212311",4321,401,31394000,2005
"212312",28791,1415,302613000,2005
"212313",8012,356,92952000,2005
"212319",8199,513,81196000,2005
"212321",26338,2410,245588000,2005
"212322",2760,136,33146000,2005
"212324",2985,38,51607000,2005
"212325",3526,113,37358000,2005
"212391",3366,18,49127000,2005
"212392",1388,15,21891000,2005
"212393",1858,45,22225000,2005
"212399",4717,237,49029000,2005
"213111",66084,2145,811336000,2005
"213112",136038,7206,1817211000,2005
"213113",6022,339,63368000,2005
"213114",2332,193,37208000,2005
"213115",4294,293,39614000,2005
"221111",5784,386,103717000,2005
"221112",74703,1285,1624562000,2005
"221113",28287,68,782064000,2005
"221119",11992,363,257724000,2005
"221121",5613,102,136348000,2005
"221122",386468,7333,8166343000,2005
"221210",78273,2477,1537501000,2005
"221310",34403,4473,344667000,2005
"221320",6062,750,55608000,2005
"221330",1521,89,23284000,2005
"236115",464408,111872,3863716000,2005
"236116",46357,4621,497964000,2005
"236117",166375,13213,2829079000,2005
"236118",242077,71120,1736125000,2005
"236210",75990,2085,793988000,2005
"236220",617856,40656,7128998000,2005
"237110",192512,13701,1772414000,2005
"237120",86321,1717,937552000,2005
"237130",167148,5527,1815309000,2005
"237210",68915,12448,789216000,2005
"237310",310985,11940,2991337000,2005
"237990",82341,5494,872021000,2005
"238110",283429,26646,2000745000,2005
"238120",65250,3524,600841000,2005
"238130",168549,18732,1076989000,2005
"238140",228672,26997,1520258000,2005
"238150",48105,5328,414038000,2005
"238160",185158,19344,1281806000,2005
"238170",49293,10425,323540000,2005
"238190",36514,4723,293284000,2005
"238210",759687,75325,7366668000,2005
"238220",936445,95478,8881112000,2005
"238290",109757,6513,1326247000,2005
"238310",304185,21368,2417809000,2005
"238320",224563,41172,1428479000,2005
"238330",84811,16354,671523000,2005
"238340",65502,10971,485942000,2005
"238350",156296,32921,1149555000,2005
"238390",58883,6321,475017000,2005
"238910",288723,37749,2331215000,2005
"238990",206220,33387,1512739000,2005
"311111",16070,244,187542000,2005
"311119",31604,1532,284939000,2005
"311211",11468,317,112028000,2005
"311212",3721,73,32440000,2005
"311213",963,24,11142000,2005
"311221",8738,66,126322000,2005
"311222",7067,118,73093000,2005
"311223",1591,41,15682000,2005
"311225",7599,112,77927000,2005
"311230",12893,65,197633000,2005
"311311",4236,34,47457000,2005
"311312",3100,19,40437000,2005
"311313",6355,34,61208000,2005
"311320",7797,147,85488000,2005
"311330",30921,1051,254963000,2005
"311340",21389,477,199476000,2005
"311411",35402,244,237126000,2005
"311412",54471,437,437291000,2005
"311421",47600,739,411496000,2005
"311422",13274,123,124352000,2005
"311423",13017,181,102886000,2005
"311511",56193,498,598696000,2005
"311512",1442,28,12987000,2005
"311513",41188,495,375415000,2005
"311514",13933,200,159434000,2005
"311520",19531,375,168702000,2005
"311611",159530,1724,1067294000,2005
"311612",100136,1390,755243000,2005
"311613",8234,220,77422000,2005
"311615",239047,554,1294971000,2005
"311711",4261,136,35017000,2005
"311712",33423,581,250614000,2005
"311811",60075,6446,215698000,2005
"311812",146557,2502,1197081000,2005
"311813",22085,257,172424000,2005
"311821",32295,348,285019000,2005
"311822",12940,231,113844000,2005
"311823",3397,170,32247000,2005
"311830",13964,337,82818000,2005
"311911",12822,177,103409000,2005
"311919",28772,346,227766000,2005
"311920",12351,311,130365000,2005
"311930",5992,163,78884000,2005
"311941",14897,302,143383000,2005
"311942",15872,320,191680000,2005
"311991",36890,684,246537000,2005
"311999",34627,912,302743000,2005
"312111",60104,507,582940000,2005
"312112",7414,285,70091000,2005
"312113",4842,492,29093000,2005
"312120",26265,381,339611000,2005
"312130",28772,1637,288017000,2005
"312140",5461,74,66523000,2005
"312210",2128,13,16067000,2005
"312221",12566,34,231078000,2005
"312229",6681,93,85200000,2005
"313111",31995,301,219699000,2005
"313112",18073,130,127691000,2005
"313113",2106,74,12909000,2005
"313210",55571,578,412373000,2005
"313221",9939,221,72305000,2005
"313222",1716,113,9904000,2005
"313230",20062,240,228923000,2005
"313241",10923,143,79652000,2005
"313249",7687,162,58575000,2005
"313311",23990,806,183180000,2005
"313312",17472,441,128355000,2005
"313320",9434,202,90028000,2005
"314110",41944,370,329365000,2005
"314121",13584,1691,75536000,2005
"314129",31452,657,193657000,2005
"314911",6049,256,33378000,2005
"314912",20251,1519,131681000,2005
"314991",4400,154,32540000,2005
"314992",3934,23,35653000,2005
"314999",42061,2221,271028000,2005
"315111",5856,69,31917000,2005
"315119",17858,232,108606000,2005
"315191",8037,251,45923000,2005
"315192",1432,24,10054000,2005
"315211",16541,979,70362000,2005
"315212",65347,5760,241949000,2005
"315221",867,24,5981000,2005
"315222",9105,202,54613000,2005
"315223",7486,169,47931000,2005
"315224",7240,66,38967000,2005
"315225",10260,134,49499000,2005
"315228",5904,160,31531000,2005
"315231",5210,121,39134000,2005
"315232",12385,256,106509000,2005
"315233",10021,449,82561000,2005
"315234",3206,129,32087000,2005
"315239",23224,568,126969000,2005
"315291",717,41,4004000,2005
"315292",1219,144,8656000,2005
"315299",11704,383,63473000,2005
"315991",6004,201,34137000,2005
"315992",2112,76,9355000,2005
"315993",2355,59,17258000,2005
"315999",9326,668,63937000,2005
"316110",6925,248,54592000,2005
"316211",2808,60,22193000,2005
"316212",66,3,244000,2005
"316213",8846,114,61680000,2005
"316214",4356,71,21241000,2005
"316219",1337,70,7483000,2005
"316991",5361,191,36649000,2005
"316992",2415,111,22320000,2005
"316993",1979,151,13669000,2005
"316999",6458,395,36624000,2005
"321113",104721,3775,846654000,2005
"321114",12625,496,100400000,2005
"321211",18979,311,133392000,2005
"321212",22646,143,207848000,2005
"321213",7675,146,70605000,2005
"321214",45495,1043,322741000,2005
"321219",21570,260,241201000,2005
"321911",78179,1385,657271000,2005
"321912",33194,1123,223046000,2005
"321918",46058,2120,323486000,2005
"321920",52190,2837,288243000,2005
"321991",46520,384,320393000,2005
"321992",27449,758,206803000,2005
"321999",38641,1926,251268000,2005
"322110",7731,43,136299000,2005
"322121",95382,346,1415936000,2005
"322122",4999,22,85289000,2005
"322130",38821,210,591809000,2005
"322211",114209,1636,1166537000,2005
"322212",36434,438,364249000,2005
"322213",4214,106,32790000,2005
"322214",8501,247,77991000,2005
"322215",11092,60,96482000,2005
"322221",4587,108,47567000,2005
"322222",33503,519,403764000,2005
"322223",3074,53,31656000,2005
"322224",12554,117,101521000,2005
"322225",4162,46,47006000,2005
"322226",2775,70,30930000,2005
"322231",10203,222,87842000,2005
"322232",19476,228,181138000,2005
"322233",4371,115,34166000,2005
"322291",17956,138,197893000,2005
"322299",19922,549,175688000,2005
"323110",328108,13570,3172695000,2005
"323111",20262,336,188146000,2005
"323112",30807,905,322373000,2005
"323113",64635,4449,435638000,2005
"323114",41294,7096,283302000,2005
"323115",22141,1465,208023000,2005
"323116",28767,676,252951000,2005
"323117",36505,549,344594000,2005
"323118",9448,207,78967000,2005
"323119",24142,2306,201531000,2005
"323121",24903,1109,173834000,2005
"323122",26747,1717,310011000,2005
"324110",61341,301,1564774000,2005
"324121",14403,1402,137099000,2005
"324122",12461,223,167456000,2005
"324191",10392,346,139673000,2005
"324199",2908,90,36596000,2005
"325110",7362,45,157867000,2005
"325120",10463,558,143551000,2005
"325131",7971,89,116565000,2005
"325132",5581,111,75884000,2005
"325181",7784,47,159857000,2005
"325182",1533,25,23386000,2005
"325188",44573,607,770677000,2005
"325191",2141,55,21391000,2005
"325192",3482,28,63563000,2005
"325193",3763,127,41597000,2005
"325199",68134,675,1230541000,2005
"325211",63993,817,1007880000,2005
"325212",8760,159,122801000,2005
"325221",2251,14,26950000,2005
"325222",18098,93,196655000,2005
"325311",4069,149,65970000,2005
"325312",6277,44,97645000,2005
"325314",9199,466,78111000,2005
"325320",11739,305,147030000,2005
"325411",25346,365,461002000,2005
"325412",165673,916,2914121000,2005
"325413",26834,236,503489000,2005
"325414",29994,319,688786000,2005
"325510",43243,1365,510478000,2005
"325520",20677,564,256567000,2005
"325611",24985,720,283224000,2005
"325612",18037,582,201285000,2005
"325613",6195,153,93922000,2005
"325620",56619,840,629591000,2005
"325910",12114,513,146540000,2005
"325920",5226,82,62683000,2005
"325991",21133,599,244367000,2005
"325992",31951,386,381336000,2005
"325998",35168,1166,439141000,2005
"326111",32443,402,285416000,2005
"326112",24691,289,259840000,2005
"326113",43818,720,486319000,2005
"326121",29644,624,276567000,2005
"326122",21554,424,193930000,2005
"326130",10622,284,111016000,2005
"326140",30711,522,253198000,2005
"326150",36609,628,303532000,2005
"326160",32507,407,294461000,2005
"326191",27229,535,190890000,2005
"326192",4631,57,56343000,2005
"326199",445403,7563,3630058000,2005
"326211",54323,138,700167000,2005
"326212",8298,518,60598000,2005
"326220",21713,277,199978000,2005
"326291",42912,544,373367000,2005
"326299",35001,775,309990000,2005
"327111",6957,43,64743000,2005
"327112",9953,758,57593000,2005
"327113",6357,138,67409000,2005
"327121",12862,194,112008000,2005
"327122",6830,189,54068000,2005
"327123",1739,53,13552000,2005
"327124",4496,125,43656000,2005
"327125",5691,104,67673000,2005
"327211",10472,86,120168000,2005
"327212",21380,525,214650000,2005
"327213",14316,70,180092000,2005
"327215",56981,1476,497054000,2005
"327310",17140,238,238833000,2005
"327320",101412,5806,891390000,2005
"327331",21325,922,195818000,2005
"327332",13815,389,122852000,2005
"327390",62692,2245,526949000,2005
"327410",4282,78,53683000,2005
"327420",13752,285,143027000,2005
"327910",14440,340,167126000,2005
"327991",27517,1806,196714000,2005
"327992",6681,267,77341000,2005
"327993",18236,307,229141000,2005
"327999",9825,464,92731000,2005
"331111",107474,814,1724309000,2005
"331112",2483,25,31631000,2005
"331210",20571,229,243918000,2005
"331221",10322,189,130770000,2005
"331222",15300,298,143035000,2005
"331311",1683,13,27496000,2005
"331312",8731,60,116363000,2005
"331314",7450,149,80504000,2005
"331315",18061,102,257797000,2005
"331316",28081,202,259845000,2005
"331319",3358,78,30453000,2005
"331411",1381,14,17469000,2005
"331419",7200,167,97947000,2005
"331421",14479,118,162415000,2005
"331422",9697,103,101750000,2005
"331423",1285,31,15864000,2005
"331491",16349,291,206762000,2005
"331492",10315,213,108928000,2005
"331511",60892,572,698134000,2005
"331512",15847,128,156895000,2005
"331513",16964,213,174922000,2005
"331521",23152,277,223438000,2005
"331522",13087,213,120603000,2005
"331524",26256,482,225235000,2005
"331525",6118,256,47434000,2005
"331528",4275,125,48040000,2005
"332111",23280,386,243540000,2005
"332112",8609,79,113367000,2005
"332114",17849,424,171402000,2005
"332115",3295,56,34621000,2005
"332116",63867,1652,614224000,2005
"332117",8964,132,82041000,2005
"332211",6151,146,66316000,2005
"332212",36995,1178,367133000,2005
"332213",7445,144,82275000,2005
"332214",4147,82,41623000,2005
"332311",27369,769,232927000,2005
"332312",98450,3558,911727000,2005
"332313",27197,1080,255489000,2005
"332321",72650,1307,569911000,2005
