"naics","employment_march","establishments","payroll_quarter1","year"
"327420",14464,280,139237000,2001
"327910",19598,352,224487000,2001
"327991",18587,1269,131144000,2001
"327992",9948,370,94432000,2001
"327993",21209,290,223644000,2001
"327999",11767,522,96375000,2001
"331111",144938,1345,1821979000,2001
"331112",3443,29,41689000,2001
"331210",27490,281,260812000,2001
"331221",14349,295,160996000,2001
"331222",23758,363,203365000,2001
"331311",2177,11,27956000,2001
"331312",13208,38,160668000,2001
"331314",6807,178,65334000,2001
"331315",22016,111,266834000,2001
"331316",29336,214,244023000,2001
"331319",4674,107,40873000,2001
"331411",3268,13,36280000,2001
"331419",8808,158,104876000,2001
"331421",18792,146,199833000,2001
"331422",4264,61,38200000,2001
"331423",2094,37,21600000,2001
"331491",23176,268,253842000,2001
"331492",11893,256,130157000,2001
"331511",75053,747,791016000,2001
"331512",20260,156,174314000,2001
"331513",21205,309,189025000,2001
"331521",28149,294,261649000,2001
"331522",15432,250,123716000,2001
"331524",32426,590,265662000,2001
"331525",7945,296,62067000,2001
"331528",7551,131,70740000,2001
"332111",26970,395,265235000,2001
"332112",9149,74,93027000,2001
"332114",16180,377,141748000,2001
"332115",4077,62,40296000,2001
"332116",91643,2030,820909000,2001
"332117",10014,172,99196000,2001
"332211",9847,159,96513000,2001
"332212",46479,1204,425397000,2001
"332213",8422,161,79638000,2001
"332214",6307,74,52330000,2001
"332311",28203,628,229169000,2001
"332312",106161,3033,961943000,2001
"332313",25460,987,221783000,2001
"332321",78479,1367,573098000,2001
"332322",142604,4479,1204308000,2001
"332323",37226,1869,299863000,2001
"332410",23298,413,224807000,2001
"332420",31781,608,295271000,2001
"332431",22770,240,271021000,2001
"332439",13327,441,111095000,2001
"332510",68884,939,590196000,2001
"332611",5466,128,51847000,2001
"332612",18584,385,146994000,2001
"332618",46234,1262,342605000,2001
"332710",292720,22756,2590543000,2001
"332721",74358,2487,670945000,2001
"332722",51124,973,501560000,2001
"332811",20966,748,209073000,2001
"332812",58442,2127,471588000,2001
"332813",73536,3241,546434000,2001
"332911",47905,544,484186000,2001
"332912",38353,464,396724000,2001
"332913",16252,172,150470000,2001
"332919",16421,239,144842000,2001
"332991",33416,198,362860000,2001
"332992",6717,111,63023000,2001
"332993",6385,56,71144000,2001
"332994",9643,213,85701000,2001
"332995",7434,57,95418000,2001
"332996",33248,934,274240000,2001
"332997",7866,647,75833000,2001
"332998",9945,97,87988000,2001
"332999",79062,3240,664908000,2001
"333111",59091,1243,559730000,2001
"333112",26704,134,1.95e+08,2001
"333120",70016,793,754245000,2001
"333131",11613,284,117184000,2001
"333132",26460,510,311424000,2001
"333210",8208,302,79239000,2001
"333220",20820,524,226511000,2001
"333291",13169,319,159383000,2001
"333292",10635,440,94776000,2001
"333293",18204,499,219349000,2001
"333294",17939,577,186698000,2001
"333295",40049,257,733245000,2001
"333298",48411,1490,529928000,2001
"333311",7361,106,54416000,2001
"333312",3246,63,28898000,2001
"333313",19134,144,207762000,2001
"333314",22840,496,287734000,2001
"333315",15533,377,167492000,2001
"333319",57198,1271,573552000,2001
"333411",16948,370,130245000,2001
"333412",11854,177,105756000,2001
"333414",23061,419,204485000,2001
"333415",127348,848,1104602000,2001
"333511",44499,2263,497500000,2001
"333512",24888,519,307867000,2001
"333513",12126,287,137434000,2001
"333514",73670,4237,767395000,2001
"333515",44165,1837,420202000,2001
"333516",2934,88,35906000,2001
"333518",17924,460,223224000,2001
"333611",17721,110,253576000,2001
"333612",13991,248,147444000,2001
"333613",21103,292,203273000,2001
"333618",51710,299,671252000,2001
"333911",34073,458,392740000,2001
"333912",23093,312,256116000,2001
"333913",5827,67,58795000,2001
"333921",10921,197,94146000,2001
"333922",38126,841,421694000,2001
"333923",18292,307,176800000,2001
"333924",26193,454,256003000,2001
"333991",16025,220,139622000,2001
"333992",18484,291,222744000,2001
"333993",26673,643,316015000,2001
"333994",14716,378,153421000,2001
"333995",22908,303,253063000,2001
"333996",15156,164,162427000,2001
"333997",5012,121,50648000,2001
"333999",56782,1883,579106000,2001
"334111",72507,546,1176668000,2001
"334112",33357,193,490154000,2001
"334113",10411,133,115072000,2001
"334119",83362,1044,1282938000,2001
"334210",86964,574,1601870000,2001
"334220",153962,1158,2282302000,2001
"334290",28572,468,367068000,2001
"334310",28686,561,252862000,2001
"334411",16524,147,168064000,2001
"334412",80070,1314,739638000,2001
"334413",225078,1177,4470724000,2001
"334414",18236,119,151942000,2001
"334415",10629,99,87670000,2001
"334416",17278,408,123551000,2001
"334417",37235,330,385871000,2001
"334418",105810,716,1131067000,2001
"334419",92300,1663,904714000,2001
"334510",50808,475,739689000,2001
"334511",176444,668,2771021000,2001
"334512",19781,329,179841000,2001
"334513",41114,994,505608000,2001
"334514",15561,203,160297000,2001
"334515",62447,769,1115084000,2001
"334516",34877,595,539891000,2001
"334517",12572,160,196501000,2001
"334518",5393,128,48359000,2001
"334519",34499,830,413816000,2001
"334611",2859,143,42990000,2001
"334612",24483,567,212313000,2001
"334613",11488,253,152815000,2001
"335110",13220,95,137051000,2001
"335121",16204,520,111297000,2001
"335122",22503,370,183740000,2001
"335129",20125,322,176063000,2001
"335211",10990,149,80676000,2001
"335212",10301,41,84242000,2001
"335221",17164,100,117384000,2001
"335222",26797,33,238088000,2001
"335224",16721,24,129700000,2001
"335228",12437,41,109511000,2001
"335311",25893,296,239824000,2001
"335312",62164,659,522081000,2001
"335313",44506,580,437335000,2001
"335314",60675,1216,662443000,2001
"335911",22995,138,214247000,2001
"335912",7929,46,73887000,2001
"335921",13560,84,167595000,2001
"335929",52429,363,515708000,2001
"335931",43665,508,378552000,2001
"335932",22680,235,210694000,2001
"335991",9909,141,105279000,2001
"335999",42546,979,470203000,2001
"336111",97321,221,1411197000,2001
"336112",90392,100,1447114000,2001
"336120",27419,89,328706000,2001
"336211",48089,811,392295000,2001
"336212",28261,393,208246000,2001
"336213",18301,93,144754000,2001
"336214",38114,765,263797000,2001
"336311",18345,138,192534000,2001
"336312",79837,846,1070748000,2001
"336321",16126,100,177980000,2001
"336322",88643,934,841301000,2001
"336330",44251,204,530771000,2001
"336340",39484,260,370503000,2001
"336350",105316,507,1525536000,2001
"336360",50433,338,436441000,2001
"336370",115931,740,1358692000,2001
"336391",19406,69,254737000,2001
"336399",161895,1390,1490912000,2001
"336411",182564,259,2637794000,2001
"336412",80242,392,1237134000,2001
"336413",118205,1058,1562926000,2001
"336414",47207,18,880051000,2001
"336415",15405,24,250125000,2001
"336419",5760,41,75485000,2001
"336510",35423,218,401502000,2001
"336611",88578,675,938582000,2001
"336612",50384,1140,347669000,2001
"336991",14960,390,170466000,2001
"336992",5804,48,79044000,2001
"336999",21349,366,182041000,2001
"337110",122015,8176,793188000,2001
"337121",87444,1585,565793000,2001
"337122",123706,3913,724579000,2001
"337124",23388,419,151151000,2001
"337125",4464,214,24448000,2001
"337127",36978,912,278454000,2001
"337129",3546,152,21659000,2001
"337211",29255,603,215425000,2001
"337212",24867,1165,214302000,2001
"337214",44742,317,508827000,2001
"337215",72293,2028,552484000,2001
"337910",25500,639,191551000,2001
"337920",20999,470,139601000,2001
"339111",20185,369,216556000,2001
"339112",104167,1433,1246369000,2001
"339113",90045,1599,934689000,2001
"339114",17989,831,174269000,2001
"339115",26753,515,256655000,2001
"339116",45296,7404,322567000,2001
"339911",34686,2168,262614000,2001
"339912",5750,152,51410000,2001
"339913",5377,371,37034000,2001
"339914",9540,814,60063000,2001
"339920",66132,2433,521157000,2001
"339931",2271,179,12779000,2001
"339932",21644,779,155309000,2001
"339941",7969,108,62674000,2001
"339942",5926,166,40694000,2001
"339943",6444,551,42778000,2001
"339944",4196,93,33301000,2001
"339950",88034,6041,717633000,2001
"339991",37889,616,331162000,2001
"339992",15838,622,119808000,2001
"339993",5967,216,47050000,2001
"339994",16520,334,121305000,2001
"339995",6856,160,52840000,2001
"339999",67691,2764,505310000,2001
"421110",153814,7617,1429924000,2001
"421120",165975,12083,1560398000,2001
"421130",24907,2005,235704000,2001
"421140",42600,5867,260064000,2001
"421210",72519,6521,762020000,2001
"421220",93616,8024,862219000,2001
"421310",101631,7220,1006632000,2001
"421320",31621,3502,290312000,2001
"421330",22287,1835,223139000,2001
"421390",29852,2922,270026000,2001
"421410",22533,1293,318540000,2001
"421420",147160,6779,1612849000,2001
"421430",347834,16524,6548945000,2001
"421440",53002,5071,503523000,2001
"421450",139657,9212,2024856000,2001
"421460",27990,1582,245477000,2001
"421490",38536,2615,452736000,2001
"421510",162222,11250,1760877000,2001
"421520",4143,649,64764000,2001
"421610",168091,13878,2058142000,2001
"421620",52655,3541,627029000,2001
"421690",338488,20397,6593318000,2001
"421710",122386,9387,1240162000,2001
"421720",54353,4912,555636000,2001
"421730",57478,5579,670921000,2001
"421740",13742,1445,147709000,2001
"421810",93168,5050,1076303000,2001
"421820",99387,9086,754777000,2001
"421830",352561,33098,4090573000,2001
"421840",144668,14723,1480833000,2001
"421850",61700,6426,538801000,2001
"421860",45520,3730,524687000,2001
"421910",57716,6085,525723000,2001
"421920",36890,3025,381331000,2001
"421930",99109,8002,776470000,2001
"421940",54408,8215,507059000,2001
"421990",99261,14285,979583000,2001
"422110",31024,2018,447372000,2001
"422120",123458,7323,993382000,2001
"422130",71412,5089,811448000,2001
"422210",234917,7189,3565839000,2001
"422310",46755,5668,452543000,2001
"422320",59912,4465,581600000,2001
"422330",79595,7583,813554000,2001
"422340",26170,1755,382409000,2001
"422410",172432,3993,1737078000,2001
"422420",87251,3390,804936000,2001
"422430",50239,2741,481002000,2001
"422440",17975,960,138268000,2001
"422450",46929,2381,431021000,2001
"422460",28405,2980,202585000,2001
"422470",53407,3305,440369000,2001
"422480",113100,5753,886123000,2001
"422490",301333,13703,2883975000,2001
"422510",54945,5890,416337000,2001
"422520",22736,1879,65530000,2001
"422590",12866,1517,101251000,2001
"422610",43116,3908,498316000,2001
"422690",121143,11911,1640946000,2001
"422710",94034,7020,974818000,2001
"422720",34866,3355,583078000,2001
"422810",97580,2713,892228000,2001
"422820",63050,1853,824754000,2001
"422910",74868,6885,717112000,2001
"422920",95795,3883,883317000,2001
"422930",60890,4598,376132000,2001
"422940",57261,1520,482213000,2001
"422950",19970,2093,191903000,2001
"422990",111175,16168,959135000,2001
"441110",1112471,26444,10496238000,2001
"441120",112948,25188,754729000,2001
"441210",34829,3134,253783000,2001
"441221",43249,4271,284945000,2001
"441222",39405,5301,242154000,2001
"441229",13951,2216,91563000,2001
"441310",328832,40766,1890415000,2001
"441320",164533,18408,1111711000,2001
"442110",278231,29920,1842087000,2001
"442210",105106,16127,770972000,2001
"442291",9955,2335,54432000,2001
"442299",174026,17384,646851000,2001
"443111",62372,9872,369084000,2001
"443112",232233,21724,1406980000,2001
"443120",109025,13069,1005867000,2001
"443130",22106,3082,107786000,2001
"444110",368798,4841,2073398000,2001
"444120",44442,8445,298606000,2001
"444130",139468,14837,572912000,2001
"444190",509692,43728,4240191000,2001
"444210",28436,4514,157164000,2001
"444220",158290,17770,775983000,2001
"445110",2487338,68797,10391167000,2001
"445120",178466,30560,534014000,2001
"445210",41924,6599,162130000,2001
"445220",8990,1940,33331000,2001
"445230",20615,3382,79929000,2001
"445291",34380,5728,153028000,2001
"445292",22140,3839,58379000,2001
"445299",33736,6721,95330000,2001
"445310",136212,28695,505391000,2001
"446110",699160,40026,3679408000,2001
"446120",75658,10630,245161000,2001
"446130",74617,14006,414653000,2001
"446191",58868,9027,188204000,2001
"446199",49769,8209,377229000,2001
"447110",655433,81171,2174673000,2001
"447190",271851,37721,1073999000,2001
"448110",86192,10732,370948000,2001
"448120",304645,35564,973351000,2001
"448130",57076,5724,174089000,2001
"448140",469949,21774,1572836000,2001
"448150",28860,5860,116651000,2001
"448190",86530,12057,312806000,2001
"448210",187624,28175,662841000,2001
"448310",159314,29780,937402000,2001
"448320",12436,2002,60310000,2001
"451110",189494,22468,730701000,2001
"451120",137147,10783,446544000,2001
"451130",47960,5543,146508000,2001
"451140",34142,4358,185408000,2001
"451211",134432,11559,453196000,2001
"451212",9553,2040,38813000,2001
"451220",69533,7702,219229000,2001
"452110",1727333,10374,6876175000,2001
"452910",495230,2051,2201360000,2001
"452990",303411,28744,986132000,2001
"453110",125116,23870,402305000,2001
"453210",127922,8787,681125000,2001
"453220",210627,33678,595167000,2001
"453310",115719,17436,408596000,2001
"453910",72120,7945,227952000,2001
"453920",22988,6162,140988000,2001
"453930",35519,5865,248391000,2001
"453991",23713,5313,85114000,2001
"453998",107870,20255,514745000,2001
"454110",280912,11086,2787524000,2001
"454210",64266,6004,369105000,2001
"454311",53761,5110,463154000,2001
"454312",50593,6210,376174000,2001
"454319",997,280,6557000,2001
"454390",115750,14232,763137000,2001
"481111",533467,2825,6521563000,2001
"481112",28636,506,228335000,2001
"481211",21115,1425,231183000,2001
"481212",21481,304,290555000,2001
"481219",4287,391,39269000,2001
"483111",11964,456,162003000,2001
"483112",13101,95,137933000,2001
"483113",24126,544,286997000,2001
"483114",1526,132,10633000,2001
"483211",15994,395,173123000,2001
"483212",3751,249,26220000,2001
"484110",149788,20726,1035052000,2001
"484121",499153,29073,3898303000,2001
"484122",266028,6579,2691419000,2001
"484210",128222,8913,857951000,2001
"484220",196163,32099,1267887000,2001
"484230",158511,12424,1294692000,2001
"485111",5523,164,33750000,2001
"485112",NA,15,NA,2001
"485113",31635,496,235682000,2001
"485119",NA,40,NA,2001
"485210",24672,460,183486000,2001
"485310",30281,3086,122896000,2001
"485320",39165,3756,192641000,2001
"485410",168940,4287,630259000,2001
"485510",33406,1395,153168000,2001
"485991",35862,1887,165700000,2001
"485999",17019,880,80642000,2001
"486110",5995,229,125097000,2001
"486210",38189,2017,1000943000,2001
"486910",6004,482,118015000,2001
"486990",735,57,13081000,2001
"487110",8605,521,41620000,2001
"487210",12921,1699,62115000,2001
"487990",1888,160,12773000,2001
"488111",796,151,9431000,2001
"488119",65080,1660,354274000,2001
"488190",61709,2606,553167000,2001
"488210",22954,831,188354000,2001
"488310",7304,201,67175000,2001
"488320",50273,612,603873000,2001
"488330",11957,830,122922000,2001
"488390",9168,853,81014000,2001
"488410",43742,6294,249940000,2001
"488490",17541,1031,107354000,2001
"488510",168159,15334,1659110000,2001
"488991",13187,1246,82570000,2001
"488999",12741,227,158016000,2001
"492110",513567,7105,4091633000,2001
"492210",64008,5750,340598000,2001
"493110",89356,4500,669235000,2001
"493120",28231,942,204607000,2001
"493130",5459,552,33936000,2001
"493190",22220,1191,178828000,2001
"511110",413951,8540,3861685000,2001
"511120",133245,6248,2055730000,2001
"511130",89676,2698,1306144000,2001
"511140",45096,1394,609421000,2001
"511191",17432,102,220214000,2001
"511199",48187,2776,497821000,2001
"511210",353344,10353,10022230000,2001
"512110",96892,10595,1666644000,2001
"512120",5870,537,72107000,2001
"512131",130938,5050,277409000,2001
"512132",1723,303,4422000,2001
"512191",30161,2702,392146000,2001
"512199",4553,345,64947000,2001
"512210",1225,270,16829000,2001
"512220",8794,305,287684000,2001
"512230",5050,645,64728000,2001
"512240",8449,1621,77711000,2001
"512290",3488,409,29168000,2001
"513111",12168,359,117491000,2001
"513112",130482,6938,1318413000,2001
"513120",126734,1937,1865369000,2001
"513210",41022,887,934108000,2001
"513220",204426,5805,2324235000,2001
"513310",905518,27509,13669447000,2001
"513321",72452,3900,912537000,2001
"513322",184106,7710,2670375000,2001
"513330",59941,2475,869054000,2001
"513340",21259,737,429738000,2001
"513390",18907,1418,318711000,2001
"514110",12205,540,165912000,2001
"514120",36129,2725,239798000,2001
"514191",202142,9608,4277026000,2001
"514199",11592,564,182045000,2001
"514210",317541,9288,4250059000,2001
"521110",23552,74,308846000,2001
"522110",1603194,75768,21088209000,2001
"522120",253111,15743,2452661000,2001
"522130",200406,15543,1475464000,2001
"522190",5809,177,144376000,2001
"522210",72133,830,896146000,2001
"522220",160546,7493,2766262000,2001
"522291",95462,13399,1070018000,2001
"522292",251485,19799,3532122000,2001
"522293",4537,376,133672000,2001
"522294",10846,277,403682000,2001
"522298",51360,7659,577421000,2001
"522310",70314,12236,776721000,2001
"522320",67064,1570,897586000,2001
"522390",71358,9894,611242000,2001
"523110",172729,6995,17762353000,2001
"523120",381118,30262,18832471000,2001
"523130",6603,802,219521000,2001
"523140",14854,1531,350605000,2001
"523210",6531,86,197893000,2001
"523910",39454,6575,1051262000,2001
"523920",171452,11258,7870083000,2001
"523930",83371,16023,2333242000,2001
"523991",64776,2906,1181681000,2001
"523999",6172,480,161337000,2001
"524113",500045,10563,8348533000,2001
"524114",321824,2976,4164343000,2001
"524126",592629,12194,8484787000,2001
"524127",72001,4309,1009526000,2001
"524128",3990,248,42032000,2001
"524130",14518,562,340878000,2001
"524210",613024,120891,6643849000,2001
"524291",44995,4447,515724000,2001
"524292",118941,5882,1262876000,2001
"524298",44166,2760,518255000,2001
"525910",1768,266,68776000,2001
"525930",27739,1507,432588000,2001
"525990",4121,656,101830000,2001
"531110",281375,57342,1537479000,2001
"531120",160832,30198,1453425000,2001
"531130",29727,8574,141872000,2001
"531190",41278,11884,226437000,2001
"531210",283959,68948,2721693000,2001
"531311",308898,27586,2256552000,2001
"531312",128531,11610,1455768000,2001
"531320",38742,12478,318691000,2001
"531390",61956,12495,756902000,2001
"532111",126296,4695,754632000,2001
"532112",9625,792,105614000,2001
"532120",53326,6584,456329000,2001
"532210",18777,2771,120192000,2001
"532220",16306,2715,60406000,2001
"532230",150330,18590,366010000,2001
"532291",28468,2846,232470000,2001
"532292",9908,1768,40089000,2001
"532299",32387,3609,203640000,2001
"532310",41355,6406,269931000,2001
"532411",6967,792,114735000,2001
