"state_fips","naics","employment_march","establishments","payroll_quarter1","year"
13,"314",32227,412,260758000,2008
13,"315",2716,95,13024000,2008
13,"316",NA,16,NA,2008
13,"321",20187,550,153164000,2008
13,"322",18412,165,272605000,2008
13,"323",17207,965,184298000,2008
13,"324",1155,82,15321000,2008
13,"325",21868,472,277023000,2008
13,"326",28150,417,283978000,2008
13,"327",20574,732,213176000,2008
13,"331",4199,80,47347000,2008
13,"332",31154,1221,301889000,2008
13,"333",22972,501,254818000,2008
13,"334",8201,201,123614000,2008
13,"335",12720,122,136718000,2008
13,"336",39034,265,531771000,2008
13,"337",13729,693,110769000,2008
13,"339",13394,773,133697000,2008
13,"423",122167,8061,1834803000,2008
13,"424",70823,3551,1007936000,2008
13,"425",12140,2276,132748000,2008
13,"441",60926,4155,562775000,2008
13,"442",17085,2148,108968000,2008
13,"443",14264,1543,79555000,2008
13,"444",44050,2700,301740000,2008
13,"445",81700,3679,361931000,2008
13,"446",29014,2911,218514000,2008
13,"447",30064,5232,122389000,2008
13,"448",52074,5004,188923000,2008
13,"451",14539,1465,56980000,2008
13,"452",98661,1782,468586000,2008
13,"453",20831,3106,91133000,2008
13,"454",12753,1646,106811000,2008
13,"481",33222,136,463839000,2008
13,"483",238,25,4270000,2008
13,"484",49246,3360,460478000,2008
13,"485",4511,317,24153000,2008
13,"486",NA,49,NA,2008
13,"487",318,29,992000,2008
13,"488",21356,1299,211337000,2008
13,"492",19531,388,164421000,2008
13,"493",33936,632,296156000,2008
13,"511",30565,843,501201000,2008
13,"512",6591,598,46987000,2008
13,"515",13614,358,273953000,2008
13,"517",51881,1780,1070722000,2008
13,"518",16689,544,326588000,2008
13,"519",NA,134,NA,2008
13,"521",NA,1,NA,2008
13,"522",89372,7774,1357316000,2008
13,"523",14934,2209,668313000,2008
13,"524",69913,5742,1347008000,2008
13,"525",NA,14,NA,2008
13,"531",41649,9443,514594000,2008
13,"532",20082,2139,159564000,2008
13,"533",NA,81,NA,2008
13,"541",229494,27908,3393866000,2008
13,"551",115303,1687,2936984000,2008
13,"561",338946,11846,2312085000,2008
13,"562",9491,649,97485000,2008
13,"611",75869,2602,635777000,2008
13,"621",150883,15288,1817959000,2008
13,"622",150368,201,1640493000,2008
13,"623",59449,1456,346941000,2008
13,"624",65579,4261,274128000,2008
13,"711",8645,892,147706000,2008
13,"712",3088,137,20301000,2008
13,"713",31392,1728,128156000,2008
13,"721",44970,1986,239361000,2008
13,"722",325589,16784,1000560000,2008
13,"811",44581,6261,366783000,2008
13,"812",40602,5955,201121000,2008
13,"813",81746,8653,474213000,2008
15,"113",NA,2,NA,2008
15,"114",NA,19,NA,2008
15,"115",263,20,1169000,2008
15,"211",NA,1,NA,2008
15,"212",231,7,5434000,2008
15,"213",NA,2,NA,2008
15,"221",3054,51,55543000,2008
15,"236",10490,998,151655000,2008
15,"237",3520,156,60805000,2008
15,"238",20021,1768,272832000,2008
15,"311",5402,257,36501000,2008
15,"312",890,33,7622000,2008
15,"313",NA,2,NA,2008
15,"314",216,35,1258000,2008
15,"315",705,56,3859000,2008
15,"316",NA,2,NA,2008
15,"321",373,27,2578000,2008
15,"322",NA,4,NA,2008
15,"323",1351,130,11734000,2008
15,"324",NA,3,NA,2008
15,"325",256,26,2543000,2008
15,"326",279,19,2691000,2008
15,"327",1023,50,13917000,2008
15,"332",649,50,7017000,2008
15,"333",NA,8,NA,2008
15,"334",NA,9,2284000,2008
15,"335",NA,3,NA,2008
15,"336",NA,22,NA,2008
15,"337",440,63,4100000,2008
15,"339",1054,142,7619000,2008
15,"423",8117,846,95503000,2008
15,"424",11685,831,113026000,2008
15,"425",765,152,7031000,2008
15,"441",7301,331,75412000,2008
15,"442",1575,184,12444000,2008
15,"443",1821,161,10790000,2008
15,"444",4886,294,38322000,2008
15,"445",13085,667,74669000,2008
15,"446",4502,348,32871000,2008
15,"447",3012,281,16112000,2008
15,"448",12835,1346,64121000,2008
15,"451",3208,312,14074000,2008
15,"452",13262,98,81609000,2008
15,"453",5073,701,26050000,2008
15,"454",813,168,5781000,2008
15,"481",9607,65,96022000,2008
15,"483",NA,11,NA,2008
15,"484",3446,227,31269000,2008
15,"485",3725,113,29922000,2008
15,"486",NA,7,NA,2008
15,"487",4008,178,26593000,2008
15,"488",4141,191,53026000,2008
15,"492",1612,60,12385000,2008
15,"493",765,39,6468000,2008
15,"511",2350,104,30028000,2008
15,"512",1342,125,4596000,2008
15,"515",1184,55,14705000,2008
15,"517",4192,246,76400000,2008
15,"518",770,70,11393000,2008
15,"519",138,20,1211000,2008
15,"522",11014,827,155637000,2008
15,"523",1270,247,30860000,2008
15,"524",7075,525,113496000,2008
15,"525",NA,3,NA,2008
15,"531",10556,1618,126133000,2008
15,"532",5140,413,35944000,2008
15,"533",31,6,494000,2008
15,"541",24064,3297,297864000,2008
15,"551",6469,250,114572000,2008
15,"561",45835,1766,297034000,2008
15,"562",1719,124,19706000,2008
15,"611",19159,551,146421000,2008
15,"621",25942,2699,303523000,2008
15,"622",20321,29,300415000,2008
15,"623",6989,134,52272000,2008
15,"624",11549,622,58276000,2008
15,"711",2188,161,11514000,2008
15,"712",2011,53,12275000,2008
15,"713",6694,280,36983000,2008
15,"721",41205,312,368857000,2008
15,"722",58651,3227,242219000,2008
15,"811",3664,726,32013000,2008
15,"812",7817,864,39334000,2008
15,"813",14838,1932,97550000,2008
16,"113",1343,291,12498000,2008
16,"114",NA,11,45000,2008
16,"115",1888,192,9244000,2008
16,"211",NA,4,344000,2008
16,"212",2346,100,30821000,2008
16,"213",549,39,7894000,2008
16,"221",3688,188,NA,2008
16,"236",10745,2440,88191000,2008
16,"237",4349,444,45438000,2008
16,"238",28415,5101,206381000,2008
16,"311",15430,216,127665000,2008
16,"312",233,24,899000,2008
16,"313",NA,6,NA,2008
16,"314",290,42,1476000,2008
16,"315",199,19,1097000,2008
16,"316",92,19,789000,2008
16,"321",8046,235,66772000,2008
16,"322",NA,11,NA,2008
16,"323",1818,127,12841000,2008
16,"324",41,3,91000,2008
16,"325",2026,68,27655000,2008
16,"326",2044,61,15016000,2008
16,"327",1445,92,12123000,2008
16,"331",356,28,2689000,2008
16,"332",5021,305,45128000,2008
16,"333",2810,125,27571000,2008
16,"334",14250,58,256317000,2008
16,"335",1123,29,12519000,2008
16,"336",2296,77,19410000,2008
16,"337",2303,179,17154000,2008
16,"339",1892,210,14070000,2008
16,"423",13265,1233,156342000,2008
16,"424",11649,699,110013000,2008
16,"425",969,162,6698000,2008
16,"441",12426,905,108479000,2008
16,"442",3006,364,21020000,2008
16,"443",2213,308,13051000,2008
16,"444",8790,698,57680000,2008
16,"445",11494,527,61832000,2008
16,"446",3510,347,24534000,2008
16,"447",6387,674,23401000,2008
16,"448",4911,603,17122000,2008
16,"451",4785,465,17654000,2008
16,"452",17579,237,82696000,2008
16,"453",4237,710,16518000,2008
16,"454",2308,387,17645000,2008
16,"481",1242,51,10112000,2008
16,"483",NA,1,NA,2008
16,"484",9092,1170,74023000,2008
16,"485",2321,80,7770000,2008
16,"486",NA,4,NA,2008
16,"487",NA,10,180000,2008
16,"488",1015,203,7586000,2008
16,"492",2036,123,17224000,2008
16,"493",1197,73,9713000,2008
16,"511",3339,164,33577000,2008
16,"512",819,80,2088000,2008
16,"515",1373,84,11903000,2008
16,"517",6817,321,70301000,2008
16,"518",1879,78,19843000,2008
16,"519",NA,38,1736000,2008
16,"522",14091,1406,148070000,2008
16,"523",1688,482,38623000,2008
16,"524",7454,1116,91246000,2008
16,"525",NA,11,NA,2008
16,"531",5872,2043,46077000,2008
16,"532",2189,340,11976000,2008
16,"533",45,12,735000,2008
16,"541",32256,4243,375845000,2008
16,"551",8695,236,275824000,2008
16,"561",36419,2087,187781000,2008
16,"562",1775,134,19313000,2008
16,"611",9724,406,45685000,2008
16,"621",26298,3162,250688000,2008
16,"622",24313,56,237576000,2008
16,"623",13422,357,68342000,2008
16,"624",12702,1034,47933000,2008
16,"711",1133,159,5280000,2008
16,"712",190,42,791000,2008
16,"713",7462,502,25773000,2008
16,"721",11618,492,48876000,2008
16,"722",45064,3015,122755000,2008
16,"811",6473,1389,44333000,2008
16,"812",4408,724,18702000,2008
16,"813",8768,1217,42452000,2008
17,"113",81,26,376000,2008
17,"114",NA,11,NA,2008
17,"115",1523,283,14081000,2008
17,"211",947,160,12141000,2008
17,"212",6387,219,88260000,2008
17,"213",1401,194,16607000,2008
17,"221",27267,466,877802000,2008
17,"236",57343,10090,768276000,2008
17,"237",22419,1634,329087000,2008
17,"238",165321,20202,2044160000,2008
17,"311",76879,1159,801403000,2008
17,"312",3292,99,33574000,2008
17,"313",1027,65,9853000,2008
17,"314",3670,243,25145000,2008
17,"315",3524,136,22391000,2008
17,"316",1494,33,11978000,2008
17,"321",9477,457,77272000,2008
17,"322",17828,286,216474000,2008
17,"323",42507,1778,479083000,2008
17,"324",4654,88,102963000,2008
17,"325",54590,729,1121252000,2008
17,"326",48413,701,523230000,2008
17,"327",14709,676,168536000,2008
17,"331",25166,298,372214000,2008
17,"332",100880,3369,1120561000,2008
17,"333",89812,1811,1125203000,2008
17,"334",35207,625,524215000,2008
17,"335",23226,369,306382000,2008
17,"336",44237,429,569261000,2008
17,"337",15958,779,146305000,2008
17,"339",28428,1248,343331000,2008
17,"423",180287,11231,2851364000,2008
17,"424",124659,5990,1886788000,2008
17,"425",12877,2535,173253000,2008
17,"441",72313,4132,684932000,2008
17,"442",21517,2312,139875000,2008
17,"443",22407,2088,137433000,2008
17,"444",53120,3250,352079000,2008
17,"445",112589,5838,539752000,2008
17,"446",65941,3549,476691000,2008
17,"447",29423,3792,119494000,2008
17,"448",67167,6085,273049000,2008
17,"451",23743,2083,91318000,2008
17,"452",123697,1817,578689000,2008
17,"453",32524,4534,133736000,2008
17,"454",28254,2263,331006000,2008
17,"481",31230,208,488874000,2008
17,"483",NA,47,14957000,2008
17,"484",66265,7250,680138000,2008
17,"485",26243,922,116678000,2008
17,"486",NA,106,31841000,2008
17,"487",1128,37,4131000,2008
17,"488",39001,2145,438140000,2008
17,"492",33082,583,270484000,2008
17,"493",37765,675,394983000,2008
17,"511",43390,1286,787649000,2008
17,"512",9467,832,76838000,2008
17,"515",8708,359,158588000,2008
17,"517",46482,2281,846739000,2008
17,"518",17122,638,328851000,2008
17,"519",6539,271,119601000,2008
17,"521",NA,2,NA,2008
17,"522",152183,10286,3094573000,2008
17,"523",64991,5133,4724530000,2008
17,"524",128650,8812,2779642000,2008
17,"525",NA,37,1120000,2008
17,"531",57560,10409,903835000,2008
17,"532",27334,2619,275500000,2008
17,"533",899,71,17771000,2008
17,"541",375470,38988,6430370000,2008
17,"551",180539,2246,5212317000,2008
17,"561",508029,16296,3271613000,2008
17,"562",15167,844,197245000,2008
17,"611",144164,3672,1218586000,2008
17,"621",226284,22783,2626415000,2008
17,"622",247766,231,2965260000,2008
17,"623",131740,2581,790312000,2008
17,"624",121265,5716,568873000,2008
17,"711",16403,1490,208359000,2008
17,"712",6202,197,50717000,2008
17,"713",55696,2882,223742000,2008
17,"721",59212,1722,359834000,2008
17,"722",419807,24858,1388140000,2008
17,"811",63359,9818,523069000,2008
17,"812",61475,8966,315745000,2008
17,"813",131493,13188,949253000,2008
18,"113",737,80,5520000,2008
18,"114",NA,6,74000,2008
18,"115",NA,178,12174000,2008
18,"211",169,43,1497000,2008
18,"212",5526,223,79374000,2008
18,"213",404,51,4193000,2008
18,"221",15940,567,313377000,2008
18,"236",34669,4662,353005000,2008
18,"237",14525,938,179254000,2008
18,"238",90443,9726,917813000,2008
18,"311",33819,483,301770000,2008
18,"312",NA,57,NA,2008
18,"313",284,17,1976000,2008
18,"314",3416,178,23417000,2008
18,"315",721,39,4836000,2008
18,"316",NA,20,NA,2008
18,"321",17456,547,136133000,2008
18,"322",11671,161,130972000,2008
18,"323",20257,701,191659000,2008
18,"324",3311,79,48980000,2008
18,"325",22201,316,354548000,2008
18,"326",43266,553,405448000,2008
18,"327",14246,463,155485000,2008
18,"331",45220,254,690067000,2008
18,"332",60740,1892,612563000,2008
18,"333",39299,893,490123000,2008
18,"334",17795,212,245314000,2008
18,"335",10780,147,117358000,2008
18,"336",125827,659,1738020000,2008
18,"337",24306,546,1.98e+08,2008
18,"339",25959,650,296504000,2008
18,"423",73245,4918,875193000,2008
18,"424",38108,2182,402492000,2008
18,"425",5724,934,52413000,2008
18,"441",42142,3074,342737000,2008
18,"442",9001,1197,56680000,2008
18,"443",9098,1069,49900000,2008
18,"444",31604,2202,212827000,2008
18,"445",50676,2463,206677000,2008
18,"446",21281,1623,163285000,2008
18,"447",22105,2631,85010000,2008
18,"448",27609,2592,95582000,2008
18,"451",12218,1170,43627000,2008
18,"452",74935,1157,340039000,2008
18,"453",19032,2627,71885000,2008
18,"454",11169,1131,89229000,2008
18,"481",NA,63,53870000,2008
18,"483",NA,8,NA,2008
18,"484",52624,3491,495184000,2008
18,"485",6824,264,22532000,2008
18,"486",490,55,11565000,2008
18,"487",148,11,617000,2008
18,"488",10314,728,94749000,2008
18,"492",14746,271,108333000,2008
18,"493",24637,365,183646000,2008
18,"511",14513,438,169678000,2008
18,"512",3758,310,12385000,2008
18,"515",4614,189,47821000,2008
18,"517",17858,1045,264355000,2008
18,"518",4272,241,65415000,2008
18,"519",NA,53,NA,2008
18,"522",52070,4721,599142000,2008
18,"523",8509,1551,217434000,2008
18,"524",45333,4071,751409000,2008
18,"525",2,3,NA,2008
18,"531",22783,4721,194387000,2008
18,"532",11403,1397,80796000,2008
18,"533",468,17,5342000,2008
18,"541",103335,12997,1311698000,2008
18,"551",50022,928,1649691000,2008
18,"561",163630,6982,1006740000,2008
18,"562",7773,437,82441000,2008
18,"611",57226,1563,348984000,2008
18,"621",119652,9763,1313036000,2008
18,"622",127158,171,1344541000,2008
18,"623",80352,1864,444926000,2008
18,"624",48619,3209,212350000,2008
18,"711",7595,552,132646000,2008
18,"712",2281,143,14620000,2008
18,"713",24983,1473,100401000,2008
18,"721",34879,1197,194233000,2008
18,"722",225531,11573,613069000,2008
18,"811",30120,4910,231752000,2008
18,"812",26596,3866,125215000,2008
18,"813",70714,8033,349927000,2008
19,"113",76,26,548000,2008
19,"114",NA,4,95000,2008
19,"115",1595,244,18442000,2008
19,"211",NA,2,NA,2008
19,"212",1664,164,14580000,2008
19,"213",NA,8,NA,2008
19,"221",NA,266,NA,2008
19,"236",15494,2588,159964000,2008
19,"237",5878,595,61647000,2008
19,"238",41297,5595,387985000,2008
19,"311",50013,511,498103000,2008
19,"312",828,31,7979000,2008
19,"313",153,10,912000,2008
19,"314",1910,55,16668000,2008
19,"315",2044,38,11108000,2008
19,"316",220,7,2089000,2008
19,"321",10838,181,119912000,2008
19,"322",4512,55,52159000,2008
19,"323",8673,348,78277000,2008
19,"324",NA,12,NA,2008
19,"325",9740,178,148513000,2008
19,"326",13537,172,129337000,2008
19,"327",5955,335,57215000,2008
19,"331",8854,76,112893000,2008
19,"332",24330,628,251359000,2008
19,"333",38281,440,472157000,2008
19,"334",NA,73,NA,2008
19,"335",8134,42,85799000,2008
19,"336",15658,168,148790000,2008
19,"337",8308,210,71532000,2008
19,"339",4606,256,42419000,2008
19,"423",35664,2570,394719000,2008
19,"424",27629,1910,281232000,2008
19,"425",2687,449,21603000,2008
19,"441",21738,1801,175522000,2008
19,"442",4741,635,29286000,2008
19,"443",4531,590,23155000,2008
19,"444",16035,1475,107523000,2008
19,"445",37015,989,149605000,2008
19,"446",9851,870,64031000,2008
19,"447",17512,1847,62491000,2008
19,"448",12843,1336,43239000,2008
19,"451",6638,632,24964000,2008
19,"452",35622,587,161868000,2008
19,"453",8324,1385,28972000,2008
19,"454",5414,633,43052000,2008
19,"481",387,39,3138000,2008
19,"483",106,7,844000,2008
19,"484",33098,2749,274633000,2008
19,"485",1786,115,8354000,2008
19,"486",NA,55,7546000,2008
19,"487",NA,6,NA,2008
19,"488",4121,362,38333000,2008
19,"492",5026,189,42210000,2008
19,"493",9105,207,79365000,2008
19,"511",11380,434,120374000,2008
19,"512",1770,180,6239000,2008
19,"515",2548,147,22907000,2008
19,"517",10762,655,132917000,2008
19,"518",7956,125,96705000,2008
19,"519",194,32,2368000,2008
19,"521",NA,1,NA,2008
19,"522",44252,2483,566700000,2008
19,"523",3762,896,95043000,2008
19,"524",46360,2780,850047000,2008
19,"525",NA,2,NA,2008
19,"531",9219,2258,90096000,2008
19,"532",5256,599,36743000,2008
19,"533",206,14,4934000,2008
19,"541",46566,6263,523410000,2008
19,"551",21091,466,431536000,2008
19,"561",72577,3277,402185000,2008
19,"562",3410,347,30309000,2008
19,"611",35686,741,194175000,2008
19,"621",48351,4659,553901000,2008
19,"622",68423,132,661364000,2008
19,"623",54918,1191,277468000,2008
19,"624",29084,1911,110522000,2008
19,"711",5784,301,26950000,2008
19,"712",927,116,4122000,2008
19,"713",16113,1068,54630000,2008
19,"721",19107,757,84893000,2008
19,"722",95962,6146,241488000,2008
19,"811",12352,2714,78687000,2008
19,"812",11564,2060,54858000,2008
19,"813",29181,4434,133531000,2008
20,"113",NA,3,NA,2008
20,"114",NA,6,71000,2008
20,"115",692,188,4519000,2008
20,"211",3214,421,52513000,2008
20,"212",1384,94,20429000,2008
20,"213",6472,532,77819000,2008
20,"221",7314,244,151736000,2008
20,"236",13068,2228,127623000,2008
20,"237",11345,524,114298000,2008
20,"238",43657,5079,412620000,2008
20,"311",29615,272,241520000,2008
20,"312",615,25,6014000,2008
20,"313",NA,12,NA,2008
20,"314",987,52,6343000,2008
20,"315",NA,22,2900000,2008
20,"316",132,10,968000,2008
20,"321",2173,114,16265000,2008
20,"322",2628,28,27786000,2008
20,"323",9784,355,88743000,2008
20,"324",1894,28,36759000,2008
20,"325",8053,149,122717000,2008
20,"326",12099,143,128590000,2008
20,"327",5764,222,57031000,2008
20,"331",2511,40,25174000,2008
20,"332",18431,614,175305000,2008
20,"333",19442,334,218968000,2008
20,"334",7470,94,103611000,2008
20,"335",4073,59,44899000,2008
20,"336",47633,192,756231000,2008
20,"337",4679,171,35789000,2008
20,"339",4520,235,37322000,2008
20,"423",33221,2414,405683000,2008
20,"424",24069,1519,348687000,2008
20,"425",3241,568,31161000,2008
20,"441",18606,1484,160676000,2008
20,"442",5971,561,37989000,2008
20,"443",4389,524,23637000,2008
20,"444",13013,1151,80841000,2008
20,"445",26460,1394,99892000,2008
20,"446",8098,798,56403000,2008
20,"447",10540,1193,40128000,2008
20,"448",11992,1163,41654000,2008
20,"451",6174,487,21937000,2008
20,"452",32807,486,156312000,2008
20,"453",7573,1138,28114000,2008
20,"454",5694,599,41759000,2008
20,"481",363,41,2438000,2008
20,"483",NA,1,NA,2008
20,"484",19154,1729,180235000,2008
20,"485",7584,139,31244000,2008
20,"486",1123,123,27564000,2008
20,"487",NA,6,NA,2008
20,"488",5125,336,58513000,2008
20,"492",7006,168,60905000,2008
20,"493",7236,132,58243000,2008
20,"511",9371,338,104393000,2008
20,"512",1768,137,5195000,2008
20,"515",2682,140,26427000,2008
20,"517",31246,646,654177000,2008
20,"518",3687,144,49637000,2008
20,"519",1371,63,9009000,2008
20,"522",30412,2477,378260000,2008
20,"523",6067,1017,187216000,2008
20,"524",24727,2513,371868000,2008
20,"525",5,3,NA,2008
20,"531",10397,2583,77603000,2008
20,"532",4968,628,36604000,2008
20,"533",168,28,2048000,2008
20,"541",57164,7133,694398000,2008
20,"551",21899,553,566848000,2008
20,"561",70574,3342,464144000,2008
20,"562",3698,245,33479000,2008
20,"611",19286,692,113682000,2008
20,"621",55537,4750,594041000,2008
20,"622",57021,156,591578000,2008
20,"623",39169,980,203879000,2008
20,"624",27945,1765,115079000,2008
20,"711",1888,233,9581000,2008
20,"712",808,133,2984000,2008
20,"713",12291,696,40497000,2008
20,"721",11981,708,47868000,2008
20,"722",96105,5135,259499000,2008
20,"811",11214,2364,79838000,2008
20,"812",12106,1806,57841000,2008
20,"813",30066,3934,150420000,2008
21,"113",339,101,1444000,2008
21,"114",NA,3,NA,2008
21,"115",1510,174,12748000,2008
21,"211",967,105,15018000,2008
21,"212",18028,366,266060000,2008
21,"213",3364,210,41069000,2008
21,"221",7958,332,168325000,2008
21,"236",17003,2288,161497000,2008
21,"237",11060,648,107624000,2008
21,"238",50815,5826,431439000,2008
21,"311",24427,263,234088000,2008
21,"312",4151,56,51652000,2008
21,"313",NA,20,NA,2008
21,"314",1974,73,14299000,2008
21,"315",1838,30,9498000,2008
21,"316",346,11,2135000,2008
21,"321",12737,409,85391000,2008
21,"322",9864,86,117726000,2008
21,"323",12901,377,123516000,2008
21,"324",NA,49,NA,2008
21,"325",13473,195,231687000,2008
21,"326",18649,207,160092000,2008
21,"327",9038,288,99560000,2008
21,"331",15552,91,212804000,2008
21,"332",25740,761,272387000,2008
21,"333",18326,323,207524000,2008
21,"334",3280,65,33641000,2008
21,"335",7707,65,90352000,2008
21,"336",54120,242,656170000,2008
21,"337",5477,211,41258000,2008
21,"339",5649,285,53587000,2008
21,"423",45057,2678,583100000,2008
21,"424",26761,1244,275762000,2008
21,"425",3064,506,28044000,2008
21,"441",25737,2132,203842000,2008
21,"442",5905,770,34845000,2008
21,"443",4787,628,25163000,2008
21,"444",20353,1556,141848000,2008
21,"445",32903,1658,140373000,2008
21,"446",28803,1290,248111000,2008
21,"447",18926,2186,65913000,2008
21,"448",17094,1726,55803000,2008
21,"451",5881,654,21126000,2008
21,"452",51748,957,239007000,2008
21,"453",10812,1793,45802000,2008
21,"454",7534,674,49077000,2008
21,"481",NA,54,NA,2008
21,"483",2305,27,29539000,2008
21,"484",22602,1930,207779000,2008
21,"485",1792,102,8579000,2008
21,"486",1035,52,24918000,2008
21,"487",NA,10,NA,2008
21,"488",7406,450,67201000,2008
21,"492",NA,236,NA,2008
21,"493",14132,213,122117000,2008
21,"511",7434,312,66514000,2008
21,"512",1848,165,6484000,2008
21,"515",3172,204,30365000,2008
21,"517",11988,651,146713000,2008
21,"518",NA,178,69821000,2008
21,"519",993,48,13138000,2008
21,"521",NA,1,NA,2008
21,"522",40205,3510,417680000,2008
21,"523",5022,733,165400000,2008
21,"524",23110,2390,340658000,2008
21,"525",NA,4,NA,2008
21,"531",11375,2810,102444000,2008
21,"532",8093,984,54660000,2008
21,"533",200,21,3028000,2008
21,"541",65732,8184,692319000,2008
21,"551",26820,680,593972000,2008
21,"561",92384,3752,456573000,2008
21,"562",4893,287,51585000,2008
21,"611",26551,881,146040000,2008
21,"621",75900,7227,837809000,2008
21,"622",84381,135,856386000,2008
21,"623",45352,1064,249832000,2008
21,"624",33815,2254,132029000,2008
21,"711",4693,367,35992000,2008
21,"712",1216,92,6056000,2008
21,"713",12482,879,41999000,2008
21,"721",15074,801,57372000,2008
21,"722",141594,6565,393514000,2008
21,"811",17635,2720,126312000,2008
21,"812",15854,2264,82148000,2008
21,"813",34515,4633,162565000,2008
22,"113",3210,396,26931000,2008
22,"114",72,39,395000,2008
22,"115",1033,216,7765000,2008
22,"211",10214,423,271497000,2008
22,"212",1393,61,20344000,2008
22,"213",40445,1080,657479000,2008
22,"221",NA,537,NA,2008
22,"236",19057,2518,192917000,2008
22,"237",46027,824,572916000,2008
22,"238",70067,5797,687737000,2008
22,"311",15458,341,122819000,2008
22,"312",1181,31,11216000,2008
22,"313",258,12,2463000,2008
22,"314",790,80,5099000,2008
22,"315",472,37,3015000,2008
22,"316",NA,7,1089000,2008
22,"321",8116,204,74471000,2008
22,"322",7733,52,108467000,2008
22,"323",3257,300,25061000,2008
22,"324",NA,49,NA,2008
22,"325",20951,205,438006000,2008
22,"326",5195,118,52789000,2008
22,"327",5837,242,53118000,2008
22,"331",2609,28,33766000,2008
22,"332",23964,760,279037000,2008
22,"333",9493,239,115053000,2008
22,"334",1746,61,20638000,2008
22,"335",1647,47,20714000,2008
22,"336",19844,185,249441000,2008
22,"337",1769,186,11985000,2008
22,"339",3771,301,28904000,2008
22,"423",45490,3561,579630000,2008
22,"424",29662,1629,328836000,2008
22,"425",2184,389,20021000,2008
22,"441",29160,1946,257405000,2008
22,"442",7626,849,52408000,2008
22,"443",5927,629,34665000,2008
22,"444",21700,1469,156988000,2008
22,"445",36467,1961,152884000,2008
22,"446",15329,1526,116483000,2008
22,"447",19212,2284,73501000,2008
22,"448",22962,2456,80631000,2008
22,"451",7495,605,29455000,2008
22,"452",NA,980,NA,2008
22,"453",10220,1608,50021000,2008
22,"454",4143,553,28039000,2008
22,"481",4752,101,65649000,2008
22,"483",12317,311,232584000,2008
22,"484",18502,1710,160501000,2008
22,"485",3123,150,19149000,2008
22,"486",3268,225,69094000,2008
22,"487",490,37,3834000,2008
22,"488",14230,863,173582000,2008
22,"492",4874,163,43484000,2008
22,"493",6955,211,71813000,2008
22,"511",5309,232,53622000,2008
22,"512",1800,153,6757000,2008
22,"515",3397,150,36622000,2008
22,"517",16204,789,226811000,2008
22,"518",1511,136,18104000,2008
22,"519",255,34,2182000,2008
22,"521",NA,1,NA,2008
22,"522",36330,4113,402996000,2008
22,"523",4153,1014,114387000,2008
22,"524",23675,2697,328176000,2008
22,"525",26,8,217000,2008
22,"531",13017,3086,95157000,2008
22,"532",17997,1436,211385000,2008
22,"533",351,40,5900000,2008
22,"541",88290,11354,1040515000,2008
22,"551",17284,583,538017000,2008
22,"561",102315,4117,669553000,2008
22,"562",9064,374,92614000,2008
22,"611",32116,1051,234862000,2008
22,"621",82805,7946,794912000,2008
22,"622",99351,228,1034862000,2008
22,"623",43679,904,207162000,2008
22,"624",43349,2555,175840000,2008
22,"711",7872,291,99135000,2008
22,"712",1720,89,9392000,2008
22,"713",15823,985,72910000,2008
22,"721",36565,899,227174000,2008
22,"722",149217,7317,4.69e+08,2008
22,"811",20773,3100,182903000,2008
22,"812",15002,2208,71747000,2008
22,"813",39325,4412,181199000,2008
23,"113",2937,429,27388000,2008
23,"114",422,273,4387000,2008
23,"115",283,61,2463000,2008
23,"212",NA,26,806000,2008
23,"213",NA,3,NA,2008
23,"221",NA,85,NA,2008
23,"236",7314,1651,64779000,2008
23,"237",3009,293,32674000,2008
23,"238",17388,3431,156091000,2008
23,"311",6670,178,48486000,2008
23,"312",NA,29,NA,2008
23,"313",619,22,5146000,2008
23,"314",NA,75,NA,2008
23,"315",NA,3,23000,2008
23,"316",NA,20,NA,2008
23,"321",5566,208,47370000,2008
23,"322",8235,26,125942000,2008
23,"323",2540,163,23549000,2008
23,"324",243,18,1597000,2008
23,"325",1527,54,16720000,2008
23,"326",2578,49,25187000,2008
23,"327",1071,85,9014000,2008
23,"331",NA,10,NA,2008
23,"332",5573,265,57972000,2008
23,"333",2362,82,26890000,2008
23,"334",4033,49,49163000,2008
23,"335",305,14,2732000,2008
23,"336",9236,121,110455000,2008
23,"337",1452,128,12779000,2008
23,"339",2482,174,20594000,2008
23,"423",9939,881,119019000,2008
23,"424",8376,573,85551000,2008
23,"425",646,152,5794000,2008
23,"441",10397,861,85192000,2008
23,"442",2509,358,13764000,2008
23,"443",1775,230,10280000,2008
23,"444",8128,628,54497000,2008
23,"445",18222,792,80364000,2008
23,"446",3375,322,26497000,2008
23,"447",7641,875,29158000,2008
23,"448",6361,635,24140000,2008
23,"451",3215,380,12863000,2008
23,"452",NA,252,NA,2008
23,"453",3959,872,16461000,2008
23,"454",6837,570,53087000,2008
23,"481",273,27,1742000,2008
23,"483",65,17,438000,2008
23,"484",6440,758,56634000,2008
23,"485",1481,83,5920000,2008
23,"486",83,13,2258000,2008
23,"487",NA,51,475000,2008
23,"488",1635,168,16910000,2008
23,"492",1794,65,15548000,2008
23,"493",NA,56,NA,2008
23,"511",4337,179,40909000,2008
23,"512",643,86,2525000,2008
23,"515",1159,61,11575000,2008
23,"517",4823,308,59414000,2008
23,"518",1238,58,12283000,2008
