"state_fips","county_fips","employment_march","establishments","payroll_quarter1","year"
20,11,5119,372,36735000,2010
20,13,3497,247,22054000,2010
20,15,13277,1286,92736000,2010
20,17,455,74,2503000,2010
20,19,543,89,2516000,2010
20,21,5309,359,43034000,2010
20,23,578,102,3760000,2010
20,25,NA,63,NA,2010
20,27,2550,276,17008000,2010
20,29,3014,314,20896000,2010
20,31,NA,240,NA,2010
20,33,481,85,2409000,2010
20,35,10904,774,77268000,2010
20,37,13473,931,85247000,2010
20,39,675,104,3654000,2010
20,41,5171,487,33187000,2010
20,43,1162,163,8689000,2010
20,45,37409,2628,246759000,2010
20,47,632,99,4511000,2010
20,49,346,76,1497000,2010
20,51,12514,1117,84844000,2010
20,53,1607,180,10889000,2010
20,55,18581,1003,128571000,2010
20,57,15505,784,113903000,2010
20,59,9433,566,73572000,2010
20,61,7917,595,51165000,2010
20,63,840,130,4868000,2010
20,65,683,115,4033000,2010
20,67,2200,212,19967000,2010
20,69,1421,216,9174000,2010
20,71,352,41,2426000,2010
20,73,1128,190,6897000,2010
20,75,562,72,3402000,2010
20,77,1659,199,11524000,2010
20,79,12517,815,95102000,2010
20,81,819,124,6059000,2010
20,83,276,52,1474000,2010
20,85,2956,270,18313000,2010
20,87,2365,321,17171000,2010
20,89,551,85,2970000,2010
20,91,294278,16873,3338689000,2010
20,93,809,83,9459000,2010
20,95,1953,217,13234000,2010
20,97,807,89,5425000,2010
20,99,8863,485,54451000,2010
20,101,410,77,3145000,2010
20,103,13312,1186,100944000,2010
20,105,607,99,3501000,2010
20,107,1152,179,NA,2010
20,109,785,120,5323000,2010
20,111,11551,854,74313000,2010
20,113,13558,904,111799000,2010
20,115,2776,302,14354000,2010
20,117,3755,379,25166000,2010
20,119,976,130,6461000,2010
20,121,6529,718,42691000,2010
20,123,2625,261,16951000,2010
20,125,13301,891,99458000,2010
20,127,1272,142,7630000,2010
20,129,913,103,7320000,2010
20,131,3990,374,27802000,2010
20,133,5643,475,36243000,2010
20,135,1006,147,6983000,2010
20,137,1765,179,11599000,2010
20,139,3289,270,13572000,2010
20,141,1253,152,7667000,2010
20,143,888,132,5221000,2010
20,145,2269,177,18942000,2010
20,147,1616,231,12562000,2010
20,149,7458,571,55697000,2010
20,151,3457,375,24042000,2010
20,153,611,104,3805000,2010
20,155,22741,1685,164388000,2010
20,157,1414,193,7904000,2010
20,159,2566,281,17752000,2010
20,161,21356,1543,126368000,2010
20,163,1359,191,8963000,2010
20,165,800,101,5449000,2010
20,167,1865,278,11209000,2010
20,169,26897,1614,196427000,2010
20,171,1326,193,10074000,2010
20,173,225261,12119,2189288000,2010
20,175,9532,591,71312000,2010
20,177,76520,4413,679999000,2010
20,179,609,114,3890000,2010
20,181,1927,258,11641000,2010
20,183,1025,140,5573000,2010
20,185,724,135,4221000,2010
20,187,444,69,3358000,2010
20,189,985,135,7999000,2010
20,191,4561,492,29902000,2010
20,193,2975,343,18948000,2010
20,195,856,133,5041000,2010
20,197,950,125,5193000,2010
20,199,321,62,1937000,2010
20,201,1613,217,7716000,2010
20,203,504,97,3309000,2010
20,205,3396,238,26599000,2010
20,207,532,100,2929000,2010
20,209,63326,2995,614410000,2010
20,999,12455,167,125817000,2010
21,1,4155,319,22509000,2010
21,3,2828,237,17460000,2010
21,5,3281,324,23240000,2010
21,7,2357,137,31132000,2010
21,9,13328,891,90869000,2010
21,11,1028,130,6160000,2010
21,13,7514,549,51492000,2010
21,15,61688,2820,507816000,2010
21,17,6013,390,51389000,2010
21,19,24229,1403,223016000,2010
21,21,13501,752,99885000,2010
21,23,853,98,5955000,2010
21,25,2339,211,15084000,2010
21,27,2178,286,12217000,2010
21,29,13948,1065,93568000,2010
21,31,1672,189,9901000,2010
21,33,3482,281,22800000,2010
21,35,13088,815,80852000,2010
21,37,23908,1618,176011000,2010
21,39,479,68,2484000,2010
21,41,5083,234,64446000,2010
21,43,5599,406,30727000,2010
21,45,2687,212,14702000,2010
21,47,24184,1348,184176000,2010
21,49,10675,762,84621000,2010
21,51,2584,253,15624000,2010
21,53,3105,190,19918000,2010
21,55,1585,160,8577000,2010
21,57,1088,109,6117000,2010
21,59,40223,2269,298484000,2010
21,61,786,132,4057000,2010
21,63,290,44,1482000,2010
21,65,1715,188,8816000,2010
21,67,143310,8247,1325933000,2010
21,69,2218,243,13479000,2010
21,71,8809,861,65747000,2010
21,73,14293,1158,109229000,2010
21,75,2032,138,15620000,2010
21,77,778,89,3956000,2010
21,79,1548,235,9153000,2010
21,81,4007,393,24169000,2010
21,83,9000,705,57589000,2010
21,85,5648,481,34394000,2010
21,87,1138,150,6350000,2010
21,89,4947,498,33165000,2010
21,91,3225,132,39746000,2010
21,93,32318,2238,234377000,2010
21,95,6451,480,57801000,2010
21,97,3756,289,32130000,2010
21,99,3603,266,21870000,2010
21,101,16255,1037,129561000,2010
21,103,1844,218,13423000,2010
21,105,1183,74,8435000,2010
21,107,13928,970,123711000,2010
21,109,1201,111,7471000,2010
21,111,380915,19628,3800966000,2010
21,113,13927,1031,98277000,2010
21,115,4384,428,26716000,2010
21,117,68711,3118,646162000,2010
21,119,2096,189,16795000,2010
21,121,7136,472,41538000,2010
21,123,2152,231,10760000,2010
21,125,21791,1185,156256000,2010
21,127,2427,222,17114000,2010
21,129,1536,98,7022000,2010
21,131,1144,113,7545000,2010
21,133,4505,355,37487000,2010
21,135,1269,130,8416000,2010
21,137,3558,298,21132000,2010
21,139,1765,150,10964000,2010
21,141,7054,501,63727000,2010
21,143,1115,154,5702000,2010
21,145,33689,2128,274898000,2010
21,147,1513,168,7791000,2010
21,149,1103,165,7009000,2010
21,151,21278,1559,141870000,2010
21,153,1421,165,9868000,2010
21,155,6470,353,43320000,2010
21,157,8316,639,76488000,2010
21,159,2628,176,27898000,2010
21,161,7147,466,51245000,2010
21,163,3161,338,21446000,2010
21,165,545,63,2955000,2010
21,167,5099,373,48774000,2010
21,169,1340,118,7887000,2010
21,171,2394,206,12978000,2010
21,173,8670,529,64838000,2010
21,175,2000,175,11446000,2010
21,177,6447,550,42293000,2010
21,179,11916,919,86672000,2010
21,181,574,78,2931000,2010
21,183,5608,348,31596000,2010
21,185,10262,1231,74657000,2010
21,187,1273,132,10822000,2010
21,189,367,44,1985000,2010
21,191,1598,185,10790000,2010
21,193,10702,702,99137000,2010
21,195,20218,1402,177632000,2010
21,197,1381,171,7650000,2010
21,199,20116,1436,135681000,2010
21,201,134,25,649000,2010
21,203,2564,228,18720000,2010
21,205,6778,456,43710000,2010
21,207,4599,379,27532000,2010
21,209,19059,841,193174000,2010
21,211,11335,895,81528000,2010
21,213,7823,383,57610000,2010
21,215,1104,209,5245000,2010
21,217,9742,613,52648000,2010
21,219,1402,182,7211000,2010
21,221,2349,244,14896000,2010
21,223,615,84,6334000,2010
21,225,4539,288,44419000,2010
21,227,46325,2698,371575000,2010
21,229,2644,244,16973000,2010
21,231,3938,300,21298000,2010
21,233,2471,237,21542000,2010
21,235,10368,665,68079000,2010
21,237,642,84,3469000,2010
21,239,6959,538,54544000,2010
21,999,5714,153,72802000,2010
22,1,12708,1109,87765000,2010
22,3,3847,348,24852000,2010
22,5,30367,1972,308763000,2010
22,7,2560,251,18342000,2010
22,9,8681,730,50399000,2010
22,11,6678,591,54058000,2010
22,13,3241,239,25150000,2010
22,15,35239,2405,236845000,2010
22,17,106704,6357,887137000,2010
22,19,67061,4240,582981000,2010
22,21,2001,187,10797000,2010
22,23,1577,149,15799000,2010
22,25,1633,178,9905000,2010
22,27,2789,254,19866000,2010
22,29,4312,375,26367000,2010
22,31,4416,399,42708000,2010
22,33,230086,12185,2239486000,2010
22,35,1224,125,9367000,2010
22,37,3700,265,27795000,2010
22,39,5862,522,38065000,2010
22,41,4288,414,22610000,2010
22,43,1663,188,9790000,2010
22,45,28522,1735,274544000,2010
22,47,9276,531,125931000,2010
22,49,2900,252,26619000,2010
22,51,178959,11805,1702874000,2010
22,53,6646,602,46294000,2010
22,55,116362,7920,1071695000,2010
22,57,27330,1923,267274000,2010
22,59,3032,306,20440000,2010
22,61,14292,999,102991000,2010
22,63,17393,1601,117601000,2010
22,65,2365,208,12744000,2010
22,67,5223,497,29598000,2010
22,69,10538,826,66628000,2010
22,71,149038,8436,1737306000,2010
22,73,61434,4200,454542000,2010
22,75,10074,697,129491000,2010
22,77,4287,383,40514000,2010
22,79,47220,3261,370620000,2010
22,81,1914,139,15479000,2010
22,83,4988,399,32169000,2010
22,85,4277,474,27497000,2010
22,87,6736,638,64617000,2010
22,89,20015,953,298553000,2010
22,91,1134,120,8057000,2010
22,93,6851,317,107602000,2010
22,95,14065,733,146168000,2010
22,97,21537,1604,153537000,2010
22,99,10969,884,87774000,2010
22,101,25557,1400,265848000,2010
22,103,67200,5833,577219000,2010
22,105,31878,2244,209414000,2010
22,107,542,86,4104000,2010
22,109,48991,2910,466226000,2010
22,111,4030,338,23076000,2010
22,113,10053,1024,76508000,2010
22,115,8965,714,63281000,2010
22,117,7685,651,54991000,2010
22,119,10835,822,85285000,2010
22,121,10588,500,103420000,2010
22,123,1793,175,10357000,2010
22,125,2489,194,NA,2010
22,127,4378,317,30418000,2010
22,999,36553,231,475860000,2010
23,1,43808,2767,345286000,2010
23,3,21896,2025,150002000,2010
23,5,154313,10900,1509845000,2010
23,7,9021,798,61895000,2010
23,9,16427,2162,128441000,2010
23,11,43645,3323,343671000,2010
23,13,13737,1719,95323000,2010
23,15,8491,1409,57619000,2010
23,17,14041,1335,99705000,2010
23,19,57599,4193,453559000,2010
23,21,4435,435,27473000,2010
23,23,13362,949,138172000,2010
23,25,13563,1167,108368000,2010
23,27,8451,972,62664000,2010
23,29,6919,862,48936000,2010
23,31,50480,5482,361297000,2010
23,999,744,73,12081000,2010
24,1,23745,1671,160275000,2010
24,3,200134,13523,2140418000,2010
24,5,310646,19805,3215806000,2010
24,9,17161,1720,159871000,2010
24,11,6469,647,46837000,2010
24,13,47373,4258,362763000,2010
24,15,23573,1783,211968000,2010
24,17,31435,2668,247310000,2010
24,19,8804,739,64330000,2010
24,21,80958,5796,760883000,2010
24,23,10957,939,76873000,2010
24,25,65678,5318,548410000,2010
24,27,150997,8581,2041480000,2010
24,29,6739,660,47009000,2010
24,31,400239,26430,5706450000,2010
24,33,237908,14250,2357436000,2010
24,35,10705,1365,74560000,2010
24,37,28996,1910,286942000,2010
24,39,3757,383,29611000,2010
24,41,16554,1505,127870000,2010
24,43,55216,3489,433068000,2010
24,45,35484,2528,276929000,2010
24,47,16683,2123,95005000,2010
24,510,274077,12319,3479045000,2010
24,999,11219,169,183366000,2010
25,1,68819,8214,560148000,2010
25,3,53706,4029,456682000,2010
25,5,192766,12804,1769263000,2010
25,7,4827,1007,44701000,2010
25,9,263022,17877,2789622000,2010
25,11,19387,1590,160618000,2010
25,13,163812,9709,1522527000,2010
25,15,55180,3541,391439000,2010
25,17,791554,42001,12059953000,2010
25,19,3633,887,35973000,2010
25,21,307860,19033,3588105000,2010
25,23,145545,11786,1350204000,2010
25,25,556104,19525,10410724000,2010
25,27,267175,17625,2642564000,2010
25,999,35155,162,339435000,2010
26,1,998,198,5441000,2010
26,3,1646,241,12570000,2010
26,5,30696,2258,270079000,2010
26,7,9703,830,68327000,2010
26,9,3430,551,19997000,2010
26,11,2817,327,1.6e+07,2010
26,13,1818,209,10406000,2010
26,15,8970,892,65419000,2010
26,17,29340,2291,254157000,2010
26,19,3129,430,16007000,2010
26,21,49517,3675,381907000,2010
26,23,10283,821,79326000,2010
26,25,47280,2681,497408000,2010
26,27,6882,762,45657000,2010
26,29,7441,835,59779000,2010
26,31,4675,784,28046000,2010
26,33,8406,812,50354000,2010
26,35,5410,523,32737000,2010
26,37,14995,1245,103781000,2010
26,39,3204,326,23075000,2010
26,41,12114,1130,84068000,2010
26,43,12333,930,113504000,2010
26,45,37482,2062,329960000,2010
26,47,12904,1505,98683000,2010
26,49,110395,7904,915291000,2010
26,51,3551,419,22675000,2010
26,53,4350,417,24518000,2010
26,55,39219,3333,314875000,2010
26,57,10238,759,71696000,2010
26,59,10364,812,72770000,2010
26,61,8930,927,52902000,2010
26,63,9707,966,66430000,2010
26,65,98957,6248,924995000,2010
26,67,9737,882,65404000,2010
26,69,5420,634,35014000,2010
26,71,2561,390,16164000,2010
26,73,19675,1438,120656000,2010
26,75,44688,3018,406433000,2010
26,77,102770,5627,958734000,2010
26,79,3133,319,23919000,2010
26,81,290955,15353,2769836000,2010
26,83,165,59,577000,2010
26,85,868,167,4017000,2010
26,87,14670,1577,97285000,2010
26,89,4072,720,23836000,2010
26,91,23816,1895,174454000,2010
26,93,43503,4028,324605000,2010
26,95,1246,165,8984000,2010
26,97,1961,434,10986000,2010
26,99,252508,17753,2422144000,2010
26,101,5238,569,37962000,2010
26,103,21156,1681,180417000,2010
26,105,8493,754,58425000,2010
26,107,9147,776,56089000,2010
26,109,4872,467,31210000,2010
26,111,33750,1824,535823000,2010
26,113,1761,268,10669000,2010
26,115,34678,2383,306821000,2010
26,117,11645,1039,79963000,2010
26,119,1572,217,9684000,2010
26,121,47700,3378,374614000,2010
26,123,8705,816,68125000,2010
26,125,584159,38128,7251863000,2010
26,127,4389,516,23969000,2010
26,129,5635,587,32743000,2010
26,131,1355,208,7710000,2010
26,133,5707,430,47842000,2010
26,135,1346,198,6920000,2010
26,137,8324,797,55694000,2010
26,139,86972,5686,716413000,2010
26,141,2194,344,12444000,2010
26,143,4504,585,24157000,2010
26,145,74032,4494,591316000,2010
26,147,38339,3169,298018000,2010
26,149,17881,1213,133016000,2010
26,151,8064,872,51449000,2010
26,153,1888,234,13986000,2010
26,155,12371,1191,78632000,2010
26,157,8694,901,60095000,2010
26,159,16061,1327,131197000,2010
26,161,132543,7905,1508991000,2010
26,163,567799,32556,6276840000,2010
26,165,12604,832,85649000,2010
26,999,61946,212,338074000,2010
27,1,3161,425,18253000,2010
27,3,102847,7309,1082174000,2010
27,5,11779,949,72268000,2010
27,7,13859,1127,92369000,2010
27,9,13981,905,100941000,2010
27,11,1612,177,8020000,2010
27,13,34040,1903,246754000,2010
27,15,12235,751,78246000,2010
27,17,8022,715,60048000,2010
27,19,33298,2333,328797000,2010
27,21,6227,830,32370000,2010
27,23,5293,443,34583000,2010
27,25,12921,1242,90985000,2010
27,27,16773,1275,91916000,2010
27,29,2181,193,12849000,2010
27,31,1952,273,11094000,2010
27,33,4650,360,29729000,2010
27,35,24734,2037,171109000,2010
27,37,160483,9885,1688747000,2010
27,39,4059,421,32175000,2010
27,41,15772,1324,115970000,2010
27,43,4144,453,28396000,2010
27,45,4959,624,27847000,2010
27,47,11224,817,79390000,2010
27,49,19164,1337,158167000,2010
27,51,1693,211,10236000,2010
27,53,786394,38946,10930458000,2010
27,55,4027,451,22464000,2010
27,57,4315,563,26058000,2010
27,59,8238,770,63431000,2010
27,61,13260,1162,98294000,2010
27,63,5079,315,35159000,2010
27,65,2932,296,18748000,2010
27,67,19148,1398,126843000,2010
27,69,1058,143,6313000,2010
27,71,4296,410,33087000,2010
27,73,2051,206,11673000,2010
27,75,2924,289,20638000,2010
27,77,1201,155,6570000,2010
27,79,6093,691,42552000,2010
27,81,1588,209,8692000,2010
27,83,12837,812,106131000,2010
27,85,16338,1025,135165000,2010
27,87,1572,98,10114000,2010
27,89,1659,275,10894000,2010
27,91,8182,623,82045000,2010
27,93,5855,582,40268000,2010
27,95,7691,652,46734000,2010
27,97,8332,891,51893000,2010
27,99,13474,859,100547000,2010
27,101,2293,313,13617000,2010
27,103,11275,644,95030000,2010
27,105,9614,632,65533000,2010
27,107,1375,198,9340000,2010
27,109,76039,3397,788542000,2010
27,111,18115,1708,121130000,2010
27,113,7669,393,57490000,2010
27,115,6825,594,35510000,2010
27,117,3912,331,23058000,2010
27,119,9735,771,65966000,2010
27,121,3506,389,25240000,2010
27,123,284332,13216,3492776000,2010
27,125,666,100,4069000,2010
27,127,5388,527,33187000,2010
27,129,4902,497,33306000,2010
27,131,22336,1487,157942000,2010
27,133,2414,257,15459000,2010
27,135,7153,416,45616000,2010
27,137,83692,5509,646247000,2010
27,139,37580,3074,335337000,2010
27,141,19341,1898,145113000,2010
27,143,3206,373,22108000,2010
27,145,75379,4331,634360000,2010
27,147,18379,1001,178966000,2010
27,149,3983,338,26070000,2010
27,151,3377,312,22343000,2010
27,153,4821,556,29275000,2010
27,155,810,128,4686000,2010
27,157,5734,582,39326000,2010
27,159,5382,412,33837000,2010
27,161,6129,501,39161000,2010
27,163,65736,5315,564830000,2010
27,165,3493,307,20627000,2010
27,167,2078,169,13068000,2010
27,169,21471,1204,157233000,2010
27,171,30974,2995,230261000,2010
27,173,3743,325,27766000,2010
27,999,15507,124,221612000,2010
28,1,10067,829,68593000,2010
28,3,11031,800,78574000,2010
28,5,1194,177,7262000,2010
28,7,5724,346,34728000,2010
28,9,850,59,5652000,2010
28,11,8104,712,54243000,2010
28,13,2725,271,15850000,2010
28,15,542,96,2997000,2010
28,17,5136,356,33901000,2010
28,19,1134,110,9937000,2010
28,21,NA,120,NA,2010
28,23,2268,251,13598000,2010
28,25,4077,365,29378000,2010
28,27,7012,575,47217000,2010
28,29,5858,421,34281000,2010
28,31,3941,320,25710000,2010
28,33,40717,2521,275213000,2010
28,35,31123,1850,243697000,2010
28,37,1152,114,7861000,2010
28,39,3115,318,21814000,2010
28,41,756,119,4712000,2010
28,43,7764,565,50735000,2010
28,45,10083,708,91945000,2010
28,47,69211,4205,560069000,2010
28,49,95129,5769,902060000,2010
28,51,2043,261,11456000,2010
28,53,2179,151,12770000,2010
28,55,111,10,576000,2010
28,57,4188,349,28553000,2010
28,59,48306,2285,486309000,2010
28,61,3075,223,21395000,2010
28,63,615,63,4661000,2010
28,65,1330,155,8492000,2010
28,67,25130,1375,193083000,2010
28,69,1155,118,6002000,2010
28,71,12157,1056,80972000,2010
28,73,16015,1307,97132000,2010
28,75,30244,1994,221580000,2010
28,77,1880,193,16164000,2010
28,79,4881,302,24934000,2010
28,81,44525,2395,351512000,2010
28,83,11775,756,83614000,2010
28,85,9979,771,77104000,2010
28,87,20914,1526,160701000,2010
28,89,42557,2821,375728000,2010
28,91,6480,616,43514000,2010
28,93,6214,427,35036000,2010
28,95,7887,684,57498000,2010
28,97,2566,232,13411000,2010
28,99,7371,520,72807000,2010
28,101,3623,315,23164000,2010
28,103,1700,197,9952000,2010
28,105,10859,835,64213000,2010
28,107,9119,622,60675000,2010
28,109,7233,841,42766000,2010
28,111,1679,159,17567000,2010
28,113,12970,1019,80928000,2010
28,115,9586,472,59232000,2010
28,117,6423,506,35811000,2010
28,119,808,117,4985000,2010
28,121,49637,3422,391229000,2010
28,123,9564,494,61042000,2010
28,125,797,115,4756000,2010
28,127,5612,413,31084000,2010
28,129,2483,185,17970000,2010
28,131,2810,282,18535000,2010
28,133,5431,458,33743000,2010
28,135,1830,182,11544000,2010
28,137,3882,375,24982000,2010
28,139,4905,343,30683000,2010
28,141,4044,346,24789000,2010
28,143,11306,218,73784000,2010
28,145,7897,493,53206000,2010
28,147,2134,239,12392000,2010
28,149,19580,1046,141941000,2010
28,151,15178,1219,101875000,2010
28,153,4515,389,32691000,2010
28,155,1620,174,10074000,2010
28,157,1569,150,9849000,2010
28,159,4382,391,29573000,2010
28,161,2246,192,15418000,2010
28,163,3823,407,26008000,2010
28,999,8764,117,60245000,2010
29,1,8649,651,49018000,2010
29,3,1759,342,10700000,2010
29,5,1246,214,7371000,2010
29,7,6882,574,48028000,2010
29,9,13209,751,100948000,2010
29,11,2676,276,17898000,2010
29,13,2834,351,16429000,2010
29,15,2247,378,10808000,2010
29,17,1391,206,6775000,2010
29,19,66916,4336,508197000,2010
29,21,43945,2524,346117000,2010
29,23,14359,1374,95451000,2010
29,25,786,165,5154000,2010
29,27,11195,761,95688000,2010
29,29,12185,1449,74872000,2010
29,31,38134,2797,274397000,2010
29,33,1822,237,10412000,2010
29,35,1009,198,3924000,2010
29,37,17788,1856,111327000,2010
29,39,2217,279,12160000,2010
29,41,1229,198,7198000,2010
29,43,12388,1605,70315000,2010
29,45,977,146,4799000,2010
29,47,82696,4751,810428000,2010
29,49,3086,381,19041000,2010
29,51,33408,2236,267323000,2010
29,53,4345,417,24123000,2010
29,55,4987,531,33428000,2010
29,57,1313,141,7687000,2010
29,59,2466,253,9471000,2010
29,61,815,173,4420000,2010
29,63,1880,230,11536000,2010
29,65,3479,357,23814000,2010
29,67,2263,207,10448000,2010
29,69,8402,813,40849000,2010
29,71,30761,2625,216496000,2010
29,73,4456,415,23587000,2010
29,75,1789,210,9772000,2010
29,77,136859,8141,1074694000,2010
29,79,2647,248,16029000,2010
29,81,1962,224,9739000,2010
29,83,6431,618,47329000,2010
29,85,671,143,2787000,2010
29,87,914,138,6146000,2010
29,89,1807,193,8841000,2010
29,91,12773,1145,79387000,2010
29,93,2102,375,13090000,2010
29,95,317355,16800,3409543000,2010
29,97,54436,2971,434460000,2010
29,99,39509,4065,267485000,2010
29,101,9672,1033,55434000,2010
29,103,629,105,3519000,2010
29,105,11128,816,69201000,2010
29,107,6254,730,34482000,2010
29,109,7144,698,46570000,2010
29,111,2003,193,9952000,2010
29,113,7831,900,51564000,2010
29,115,3206,305,23204000,2010
29,117,5417,425,33622000,2010
29,119,5242,315,29964000,2010
29,121,3282,357,20111000,2010
29,123,2796,291,15005000,2010
29,125,1073,135,6421000,2010
29,127,11158,828,74779000,2010
29,129,436,71,2438000,2010
29,131,5868,710,35080000,2010
29,133,2679,286,15106000,2010
29,135,2622,333,16997000,2010
29,137,1311,188,6394000,2010
29,139,2083,277,12080000,2010
29,141,2717,480,13652000,2010
29,143,5641,416,50174000,2010
29,145,18657,1274,136558000,2010
29,147,7623,492,49321000,2010
29,149,1579,223,6654000,2010
29,151,2805,269,17376000,2010
29,153,896,177,4040000,2010
29,155,4776,398,28926000,2010
29,157,9019,508,60164000,2010
29,159,17500,1060,116678000,2010
29,161,13111,1146,83858000,2010
29,163,3760,393,23813000,2010
29,165,38897,2191,319874000,2010
29,167,6836,575,41226000,2010
29,169,8581,771,53256000,2010
29,171,606,100,3705000,2010
29,173,2524,195,23900000,2010
29,175,7793,580,54669000,2010
29,177,2914,387,17820000,2010
29,179,1406,172,12326000,2010
29,181,2496,501,10283000,2010
29,183,112751,7960,1014235000,2010
29,185,1378,174,7457000,2010
29,186,5200,411,39663000,2010
29,187,17802,1488,110614000,2010
29,189,544168,29730,6357238000,2010
29,195,7097,537,45011000,2010
29,197,323,84,1702000,2010
29,199,769,123,4164000,2010
29,201,14072,1138,89275000,2010
29,203,994,185,4032000,2010
29,205,1174,169,6725000,2010
29,207,8304,756,51480000,2010
29,209,4973,688,23810000,2010
29,211,2077,108,15429000,2010
29,213,22343,1823,117688000,2010
29,215,4521,495,23706000,2010
29,217,5712,514,36032000,2010
29,219,5810,567,38693000,2010
29,221,2923,370,16611000,2010
29,223,1937,301,9889000,2010
29,225,4873,645,28119000,2010
29,227,186,52,909000,2010
29,229,3145,421,17509000,2010
29,510,229150,9235,2801172000,2010
29,999,9443,156,114793000,2010
30,1,2324,362,12714000,2010
30,3,2293,206,28306000,2010
30,5,1017,143,8566000,2010
30,7,913,139,5680000,2010
30,9,2129,391,10971000,2010
30,11,134,34,704000,2010
30,13,30287,2454,209939000,2010
30,15,655,152,3673000,2010
30,17,3968,397,25886000,2010
30,19,NA,74,NA,2010
30,21,2746,315,18172000,2010
30,23,2857,253,19480000,2010
30,25,952,137,9242000,2010
30,27,3263,448,21540000,2010
30,29,30792,3927,208392000,2010
30,31,37337,4759,266213000,2010
30,33,137,26,506000,2010
30,35,2055,252,14913000,2010
30,37,NA,15,379000,2010
30,39,486,100,2618000,2010
30,41,5240,546,33832000,2010
30,43,1576,251,10794000,2010
30,45,157,54,790000,2010
30,47,5231,807,30681000,2010
30,49,24466,2179,183944000,2010
30,51,305,59,1466000,2010
30,53,3843,639,22126000,2010
30,55,354,54,2353000,2010
30,57,1366,367,8129000,2010
30,59,263,67,1171000,2010
30,61,805,115,4141000,2010
30,63,46219,4171,311873000,2010
30,65,807,121,5018000,2010
30,67,4403,752,26322000,2010
30,69,41,13,97000,2010
30,71,915,145,5105000,2010
30,73,1446,178,8674000,2010
30,75,280,71,1154000,2010
30,77,1093,163,5851000,2010
30,79,162,34,798000,2010
30,81,8334,1385,51388000,2010
30,83,4227,476,34841000,2010
30,85,1775,191,9957000,2010
30,87,2557,188,24249000,2010
30,89,2062,349,10508000,2010
30,91,910,149,4742000,2010
30,93,13203,1142,103079000,2010
30,95,2196,252,38593000,2010
30,97,909,156,10297000,2010
30,99,1156,188,7217000,2010
30,101,1650,198,11750000,2010
30,103,66,21,397000,2010
30,105,2124,263,12910000,2010
30,107,323,58,1914000,2010
30,109,210,35,1356000,2010
30,111,67183,5507,567739000,2010
30,999,NA,83,NA,2010
31,1,13406,960,91351000,2010
31,3,1438,230,8307000,2010
31,5,60,12,309000,2010
31,7,29,7,207000,2010
31,9,NA,9,NA,2010
31,11,1556,196,10756000,2010
31,13,2951,320,19286000,2010
31,15,393,77,1843000,2010
31,17,908,144,4479000,2010
31,19,20975,1477,146089000,2010
31,21,1232,199,7701000,2010
31,23,2078,199,16348000,2010
31,25,3316,532,20979000,2010
31,27,1790,316,9667000,2010
31,29,1074,149,7135000,2010
31,31,1733,225,8357000,2010
31,33,4532,295,55625000,2010
31,35,1278,194,11771000,2010
31,37,3614,251,24427000,2010
31,39,2721,355,16946000,2010
31,41,2675,384,16838000,2010
31,43,10078,431,79119000,2010
31,45,2209,294,10646000,2010
31,47,9506,704,64239000,2010
31,49,437,60,2473000,2010
31,51,1053,113,7325000,2010
31,53,14141,1029,102763000,2010
31,55,310438,14962,3265720000,2010
31,57,357,63,2369000,2010
31,59,1624,224,10568000,2010
31,61,513,81,2467000,2010
31,63,488,74,3055000,2010
31,65,1319,178,9252000,2010
31,67,7258,652,45875000,2010
31,69,421,54,1976000,2010
31,71,638,96,2790000,2010
31,73,238,66,1333000,2010
31,75,94,28,377000,2010
31,77,380,68,2222000,2010
31,79,29821,1827,222850000,2010
31,81,2592,301,18960000,2010
31,83,593,99,3078000,2010
31,85,51,23,231000,2010
31,87,423,65,2561000,2010
31,89,3507,421,19256000,2010
31,91,NA,30,452000,2010
31,93,916,142,4602000,2010
31,95,2421,234,15586000,2010
31,97,1283,124,9717000,2010
31,99,2057,174,12232000,2010
31,101,2517,341,16263000,2010
31,103,50,22,176000,2010
31,105,988,127,6844000,2010
31,107,1585,254,7675000,2010
31,109,125217,7780,1035119000,2010
31,111,11438,1052,76014000,2010
31,113,83,22,405000,2010
31,115,NA,10,NA,2010
31,117,NA,8,NA,2010
31,119,17969,1288,126693000,2010
31,121,1634,230,10238000,2010
31,123,677,114,4241000,2010
31,125,470,100,2235000,2010
31,127,1524,199,10362000,2010
31,129,1149,182,6115000,2010
31,131,5186,484,32695000,2010
31,133,556,70,3642000,2010
31,135,819,122,5509000,2010
31,137,3948,332,28789000,2010
31,139,1408,211,8316000,2010
31,141,15529,1033,116660000,2010
31,143,853,144,4802000,2010
31,145,3998,422,24305000,2010
31,147,1775,263,9665000,2010
31,149,NA,46,1622000,2010
31,151,6253,301,47153000,2010
31,153,39612,3125,322631000,2010
31,155,3483,499,21233000,2010
31,157,12442,1116,86440000,2010
31,159,5070,442,32620000,2010
31,161,1037,169,4737000,2010
31,163,573,82,2896000,2010
31,165,NA,19,204000,2010
31,167,NA,115,NA,2010
31,169,1747,202,11263000,2010
31,171,195,26,NA,2010
31,173,1322,111,10650000,2010
31,175,1322,181,7219000,2010
31,177,6113,537,53642000,2010
31,179,3143,253,16124000,2010
31,181,595,80,3413000,2010
31,183,105,18,367000,2010
31,185,5813,508,38337000,2010
31,999,7122,98,54638000,2010
