"state_fips","county_fips","employment_march","establishments","payroll_quarter1","year"
31,153,35259,2597,244264000,2003
31,155,3332,455,17188000,2003
31,157,13179,1199,77948000,2003
31,159,5245,446,28590000,2003
31,161,1194,189,4931000,2003
31,163,490,82,1754000,2003
31,165,NA,16,NA,2003
31,167,465,90,2082000,2003
31,169,1873,219,9643000,2003
31,171,176,33,1249000,2003
31,173,1269,120,7586000,2003
31,175,1290,173,5593000,2003
31,177,5583,517,38134000,2003
31,179,2882,263,15379000,2003
31,181,704,96,2913000,2003
31,183,NA,19,NA,2003
31,185,6734,514,36709000,2003
31,999,NA,35,NA,2003
32,1,5072,479,30804000,2003
32,3,700032,34233,5329602000,2003
32,5,19129,1460,131271000,2003
32,7,15644,992,126639000,2003
32,9,NA,14,NA,2003
32,11,503,33,7098000,2003
32,13,4819,358,38954000,2003
32,15,865,93,6751000,2003
32,17,571,89,2642000,2003
32,19,8208,587,50379000,2003
32,21,1106,73,7583000,2003
32,23,6947,612,46979000,2003
32,27,1264,84,9786000,2003
32,29,NA,76,NA,2003
32,31,173306,11546,1348458000,2003
32,33,1781,193,11598000,2003
32,510,25001,2373,175590000,2003
32,999,6256,40,102909000,2003
33,1,21049,1924,142256000,2003
33,3,21298,1962,113136000,2003
33,5,30035,1993,219228000,2003
33,7,NA,983,NA,2003
33,9,45085,3009,367061000,2003
33,11,171040,10962,1596854000,2003
33,13,58038,4169,427324000,2003
33,15,123968,9628,1075933000,2003
33,17,37564,2560,300186000,2003
33,19,11836,1085,79719000,2003
33,999,NA,19,NA,2003
34,1,126049,6513,925694000,2003
34,3,463096,33038,5355275000,2003
34,5,177384,10485,1559068000,2003
34,7,179310,12505,1494985000,2003
34,9,25502,4128,155378000,2003
34,11,46577,3136,338656000,2003
34,13,325848,20155,3678938000,2003
34,15,82019,5815,621196000,2003
34,17,226879,13618,3109275000,2003
34,19,44328,4071,531894000,2003
34,21,186010,10359,2120681000,2003
34,23,376949,21207,4186254000,2003
34,25,219029,19130,2023218000,2003
34,27,289385,17355,4019673000,2003
34,29,119420,11920,810251000,2003
34,31,166886,12299,1484639000,2003
34,33,18362,1324,172396000,2003
34,35,174628,9707,2748719000,2003
34,37,31982,3647,225767000,2003
34,39,232792,14549,2612477000,2003
34,41,31020,2818,310840000,2003
34,999,35621,63,251159000,2003
35,1,251291,15776,1824555000,2003
35,3,284,73,1154000,2003
35,5,14699,1452,79487000,2003
35,6,6724,363,37251000,2003
35,7,4337,530,20134000,2003
35,9,11916,1052,62929000,2003
35,11,323,55,1479000,2003
35,13,40955,3331,216917000,2003
35,15,15576,1172,109868000,2003
35,17,7317,706,36237000,2003
35,19,1122,97,5048000,2003
35,21,35,15,154000,2003
35,23,914,109,3633000,2003
35,25,16431,1388,98084000,2003
35,27,5245,750,24464000,2003
35,28,8246,431,71233000,2003
35,29,4096,413,18224000,2003
35,31,15654,1009,86135000,2003
35,33,391,60,1975000,2003
35,35,11424,1032,56232000,2003
35,37,1944,260,8279000,2003
35,39,8010,698,40382000,2003
35,41,3596,368,16365000,2003
35,43,21350,1352,169017000,2003
35,45,33996,2592,238478000,2003
35,47,6371,498,56593000,2003
35,49,47567,4928,309583000,2003
35,51,2071,249,7938000,2003
35,53,2697,267,15675000,2003
35,55,9149,1189,42859000,2003
35,57,2062,227,9035000,2003
35,59,825,120,3675000,2003
35,61,11038,901,53673000,2003
35,999,3725,105,44888000,2003
36,1,167845,9097,1416796000,2003
36,3,12533,821,60335000,2003
36,5,279466,15253,1744778000,2003
36,7,80331,4324,562613000,2003
36,9,24343,1781,147357000,2003
36,11,19192,1588,119554000,2003
36,13,46003,3117,281848000,2003
36,15,33335,1929,219898000,2003
36,17,12072,988,81603000,2003
36,19,26257,1903,169700000,2003
36,21,15682,1709,101053000,2003
36,23,16123,1097,88260000,2003
36,25,12949,1187,89854000,2003
36,27,101111,7217,931276000,2003
36,29,409252,22684,3150211000,2003
36,31,9494,1165,57744000,2003
36,33,10280,1076,54821000,2003
36,35,15772,1178,89884000,2003
36,37,17286,1339,105524000,2003
36,39,10162,1146,54396000,2003
36,41,807,205,3795000,2003
36,43,14170,1186,77253000,2003
36,45,26522,2367,156198000,2003
36,47,451114,41241,3593650000,2003
36,49,4390,525,26557000,2003
36,51,12249,1287,68363000,2003
36,53,20282,1442,124365000,2003
36,55,352085,16964,3118559000,2003
36,57,14600,1083,88291000,2003
36,59,549527,47026,5220153000,2003
36,61,2022669,103313,46346394000,2003
36,63,62771,4550,426519000,2003
36,65,91165,5036,593405000,2003
36,67,219738,11875,1722472000,2003
36,69,40004,2758,279970000,2003
36,71,101803,8595,714810000,2003
36,73,7284,679,39137000,2003
36,75,25251,2081,180003000,2003
36,77,18647,1392,121864000,2003
36,79,20766,2856,158995000,2003
36,81,473450,39418,4098948000,2003
36,83,42346,2825,299991000,2003
36,85,88167,7801,629185000,2003
36,87,101670,8867,874016000,2003
36,89,28240,2149,181789000,2003
36,91,58092,4558,409497000,2003
36,93,51744,2999,434908000,2003
36,95,5757,590,31844000,2003
36,97,3275,324,15810000,2003
36,99,7664,673,47776000,2003
36,101,27572,1831,231646000,2003
36,103,549278,46103,4815914000,2003
36,105,18495,2006,107371000,2003
36,107,12108,769,115490000,2003
36,109,44410,2187,287505000,2003
36,111,48528,4669,303604000,2003
36,113,32272,2308,215482000,2003
36,115,10487,1072,68857000,2003
36,117,19669,1796,130841000,2003
36,119,386244,31523,4659299000,2003
36,121,8890,829,56148000,2003
36,123,5350,528,25672000,2003
36,999,17640,63,217428000,2003
37,1,57857,3303,394216000,2003
37,3,7827,583,45182000,2003
37,5,2640,297,12290000,2003
37,7,5547,454,32708000,2003
37,9,5890,575,31465000,2003
37,11,5760,548,26288000,2003
37,13,12940,1159,80365000,2003
37,15,5075,378,24030000,2003
37,17,10332,506,54764000,2003
37,19,18814,1953,124513000,2003
37,21,97770,6555,640427000,2003
37,23,27424,1567,180645000,2003
37,25,53049,3513,394721000,2003
37,27,26013,1522,166581000,2003
37,29,554,114,2670000,2003
37,31,17711,1919,86968000,2003
37,33,1761,237,7689000,2003
37,35,89295,4382,596333000,2003
37,37,12246,974,73949000,2003
37,39,6469,628,34224000,2003
37,41,4333,371,23604000,2003
37,43,1441,237,6889000,2003
37,45,32435,2148,215919000,2003
37,47,13638,1165,80379000,2003
37,49,28064,2165,184172000,2003
37,51,85092,5306,520507000,2003
37,53,3885,566,19511000,2003
37,55,13820,1938,68655000,2003
37,57,40711,2821,256410000,2003
37,59,8459,727,48852000,2003
37,61,12023,892,59913000,2003
37,63,156517,5998,1968983000,2003
37,65,21310,980,144909000,2003
37,67,169629,8500,1553428000,2003
37,69,8074,832,54236000,2003
37,71,62730,3981,415585000,2003
37,73,974,134,4997000,2003
37,75,1758,163,9759000,2003
37,77,14366,799,104952000,2003
37,79,1911,229,8421000,2003
37,81,250838,13598,2064428000,2003
37,83,14180,1147,79158000,2003
37,85,19014,1523,100938000,2003
37,87,15599,1464,87860000,2003
37,89,32692,2428,215810000,2003
37,91,7827,533,43773000,2003
37,93,5151,318,24160000,2003
37,95,901,168,3897000,2003
37,97,54374,3661,362678000,2003
37,99,8984,944,44987000,2003
37,101,31670,2771,186545000,2003
37,103,1122,148,6248000,2003
37,105,23351,1391,154962000,2003
37,107,22683,1466,134100000,2003
37,109,18070,1449,108962000,2003
37,111,14224,748,82478000,2003
37,113,9659,1159,53181000,2003
37,115,3292,322,15405000,2003
37,117,6133,509,30915000,2003
37,119,522978,24953,5693342000,2003
37,121,5182,383,29661000,2003
37,123,8368,526,49350000,2003
37,125,25911,2122,158397000,2003
37,127,34075,2225,222466000,2003
37,129,79031,6304,549702000,2003
37,131,3483,320,17127000,2003
37,133,29695,2553,136387000,2003
37,135,37980,3001,291840000,2003
37,137,1768,209,8275000,2003
37,139,10766,929,59377000,2003
37,141,6136,801,29771000,2003
37,143,1490,182,6411000,2003
37,145,10324,781,67504000,2003
37,147,51498,3274,321613000,2003
37,149,3882,453,20134000,2003
37,151,42500,2691,257759000,2003
37,153,13556,962,68185000,2003
37,155,31435,1967,169052000,2003
37,157,27045,1818,173945000,2003
37,159,44526,2571,300295000,2003
37,161,19612,1351,108800000,2003
37,163,13001,1027,74363000,2003
37,165,13811,678,80584000,2003
37,167,18093,1398,104484000,2003
37,169,5345,629,28972000,2003
37,171,31232,1807,198478000,2003
37,173,5640,422,27715000,2003
37,175,7306,767,38706000,2003
37,177,381,71,1600000,2003
37,179,42614,3419,291029000,2003
37,181,13377,887,77897000,2003
37,183,340802,21530,2895713000,2003
37,185,2434,252,11104000,2003
37,187,3755,270,31320000,2003
37,189,16052,1577,78371000,2003
37,191,38791,2295,232601000,2003
37,193,22684,1300,193043000,2003
37,195,33719,1793,236653000,2003
37,197,7922,628,41733000,2003
37,199,3420,330,17088000,2003
37,999,20703,65,128673000,2003
38,1,664,97,3681000,2003
38,3,4136,391,18341000,2003
38,5,978,119,4873000,2003
38,7,150,27,444000,2003
38,9,1691,259,6937000,2003
38,11,925,159,4299000,2003
38,13,296,86,1608000,2003
38,15,35740,2398,241390000,2003
38,17,77493,4423,560253000,2003
38,19,1207,174,5791000,2003
38,21,1679,210,7135000,2003
38,23,627,82,2572000,2003
38,25,562,74,2379000,2003
38,27,575,79,2646000,2003
38,29,1152,132,7008000,2003
38,31,1406,153,7152000,2003
38,33,510,72,2007000,2003
38,35,27096,1755,166069000,2003
38,37,448,75,2033000,2003
38,39,781,106,3515000,2003
38,41,419,105,1767000,2003
38,43,417,66,1772000,2003
38,45,945,142,4724000,2003
38,47,345,77,1449000,2003
38,49,653,122,3360000,2003
38,51,1002,129,4493000,2003
38,53,980,149,5431000,2003
38,55,1840,233,13434000,2003
38,57,3628,234,36121000,2003
38,59,7430,688,47913000,2003
38,61,1396,194,6386000,2003
38,63,731,131,3161000,2003
38,65,403,42,4797000,2003
38,67,3027,324,17831000,2003
38,69,1561,160,8073000,2003
38,71,4352,426,19985000,2003
38,73,1555,216,7835000,2003
38,75,510,96,2511000,2003
38,77,6792,524,41066000,2003
38,79,2601,212,14205000,2003
38,81,1913,138,15080000,2003
38,83,159,51,626000,2003
38,85,968,26,5612000,2003
38,87,37,9,156000,2003
38,89,9363,887,49008000,2003
38,91,325,70,1867000,2003
38,93,8302,660,43187000,2003
38,95,730,94,3165000,2003
38,97,2423,307,13755000,2003
38,99,3831,435,18263000,2003
38,101,23104,1607,119149000,2003
38,103,1330,192,5281000,2003
38,105,6740,802,36363000,2003
38,999,1012,40,10303000,2003
39,1,4613,434,25195000,2003
39,3,49716,2777,334744000,2003
39,5,16821,1096,108997000,2003
39,7,28831,2244,175961000,2003
39,9,13293,1161,63992000,2003
39,11,18040,1049,130292000,2003
39,13,19714,1603,102393000,2003
39,15,5683,588,33049000,2003
39,17,120731,6786,956243000,2003
39,19,5060,475,27143000,2003
39,21,9676,696,63353000,2003
39,23,45793,2630,292416000,2003
39,25,51757,3540,385386000,2003
39,27,22870,803,179142000,2003
39,29,28516,2372,167550000,2003
39,31,12741,723,83392000,2003
39,33,14694,961,100017000,2003
39,35,705778,37170,6528918000,2003
39,37,15963,1240,101686000,2003
39,39,15785,857,132569000,2003
39,41,65084,3205,531092000,2003
39,43,30326,2014,213906000,2003
39,45,30476,2595,179039000,2003
39,47,10775,680,64080000,2003
39,49,591366,28232,5347807000,2003
39,51,18125,1113,133280000,2003
39,53,9460,652,67819000,2003
39,55,29121,2681,207588000,2003
39,57,46363,2919,312014000,2003
39,59,12684,952,79078000,2003
39,61,502788,23565,4660342000,2003
39,63,39757,1824,328692000,2003
39,65,7498,506,41312000,2003
39,67,2928,311,18251000,2003
39,69,9042,616,62139000,2003
39,71,9926,769,58601000,2003
39,73,5708,554,29199000,2003
39,75,13803,1023,81944000,2003
39,77,20819,1239,149171000,2003
39,79,10986,671,65597000,2003
39,81,25381,1511,137422000,2003
39,83,18195,1135,121211000,2003
39,85,90349,6507,718611000,2003
39,87,9517,875,47085000,2003
39,89,48332,2953,324210000,2003
39,91,18175,956,138703000,2003
39,93,89577,5980,660500000,2003
39,95,214292,10962,1652516000,2003
39,97,11403,756,75932000,2003
39,99,90051,6306,569889000,2003
39,101,24018,1360,172259000,2003
39,103,51074,3953,360080000,2003
39,105,2544,346,11671000,2003
39,107,13694,1006,79422000,2003
39,109,37231,2263,255928000,2003
39,111,3826,286,30652000,2003
39,113,265200,12841,2264125000,2003
39,115,1651,208,8575000,2003
39,117,4440,424,23529000,2003
39,119,34381,2017,211909000,2003
39,121,2014,190,11942000,2003
39,123,11158,1125,88205000,2003
39,125,4084,333,23741000,2003
39,127,4797,501,26871000,2003
39,129,12262,840,87350000,2003
39,131,9235,469,70963000,2003
39,133,42966,3220,290876000,2003
39,135,8903,726,64681000,2003
39,137,9080,708,51959000,2003
39,139,50467,3004,349995000,2003
39,141,22224,1360,171674000,2003
39,143,24048,1486,168821000,2003
39,145,19168,1453,108022000,2003
39,147,20645,1359,129986000,2003
39,149,24885,1079,224234000,2003
39,151,158237,9281,1095041000,2003
39,153,256358,14530,2130489000,2003
39,155,78886,4669,624389000,2003
39,157,33334,2411,196334000,2003
39,159,22331,855,245590000,2003
39,161,10197,604,66335000,2003
39,163,1682,164,10472000,2003
39,165,59200,3327,486885000,2003
39,167,21877,1563,148374000,2003
39,169,42188,2652,289274000,2003
39,171,15868,906,107477000,2003
39,173,47483,2797,374582000,2003
39,175,9894,576,61651000,2003
39,999,20371,96,188382000,2003
40,1,2750,227,17891000,2003
40,3,791,145,3349000,2003
40,5,2130,243,8832000,2003
40,7,853,179,5438000,2003
40,9,6104,635,30111000,2003
40,11,2248,286,12881000,2003
40,13,11934,643,58471000,2003
40,15,4384,515,25041000,2003
40,17,16956,1757,90608000,2003
40,19,17187,1382,126485000,2003
40,21,7143,691,33540000,2003
40,23,3264,269,12894000,2003
40,25,436,94,1696000,2003
40,27,54435,4642,298732000,2003
40,29,728,72,3167000,2003
40,31,29532,2151,172298000,2003
40,33,746,87,3058000,2003
40,35,4543,365,26394000,2003
40,37,15853,1292,98919000,2003
40,39,8345,849,44251000,2003
40,41,5757,627,26871000,2003
40,43,698,123,3308000,2003
40,45,698,116,3967000,2003
40,47,20310,1649,135083000,2003
40,49,6500,629,37720000,2003
40,51,10682,920,55793000,2003
40,53,783,121,5243000,2003
40,55,844,99,3437000,2003
40,57,480,71,1772000,2003
40,59,551,114,2720000,2003
40,61,2217,230,10627000,2003
40,63,2014,237,7692000,2003
40,65,7609,569,40029000,2003
40,67,883,127,3606000,2003
40,69,2438,161,13243000,2003
40,71,16172,1230,106521000,2003
40,73,4538,432,29230000,2003
40,75,2134,219,9715000,2003
40,77,1905,175,10459000,2003
40,79,7799,733,45274000,2003
40,81,4487,525,23278000,2003
40,83,5027,612,23779000,2003
40,85,1447,130,7539000,2003
40,87,5176,662,25484000,2003
40,89,8046,586,43347000,2003
40,91,3060,386,14211000,2003
40,93,1618,216,8359000,2003
40,95,3499,267,18615000,2003
40,97,9127,749,55686000,2003
40,99,2485,260,11571000,2003
40,101,23664,1569,150205000,2003
40,103,3344,201,20240000,2003
40,105,1396,168,6270000,2003
40,107,1744,167,8645000,2003
40,109,334146,21235,2459865000,2003
40,111,7350,710,40249000,2003
40,113,3420,502,15408000,2003
40,115,6655,661,34772000,2003
40,117,2310,292,11553000,2003
40,119,20817,1645,104778000,2003
40,121,9908,894,51618000,2003
40,123,11987,896,60708000,2003
40,125,18056,1314,91059000,2003
40,127,2082,178,7830000,2003
40,129,576,87,2626000,2003
40,131,17651,1377,124361000,2003
40,133,5435,478,25827000,2003
40,135,6784,616,28637000,2003
40,137,11648,1021,73535000,2003
40,139,6491,485,46460000,2003
40,141,1554,158,8247000,2003
40,143,306781,18440,2461057000,2003
40,145,6438,809,34630000,2003
40,147,15846,1228,131926000,2003
40,149,1550,236,6959000,2003
40,151,2208,269,10355000,2003
40,153,7429,734,40672000,2003
40,999,17973,145,174904000,2003
41,1,3679,543,19298000,2003
41,3,27783,1999,222876000,2003
41,5,123291,10086,1010289000,2003
41,7,11358,1413,58200000,2003
41,9,8820,893,64537000,2003
41,11,18455,1720,110320000,2003
41,13,4597,445,38075000,2003
41,15,5368,738,25915000,2003
41,17,47322,5150,303384000,2003
41,19,31436,2751,193341000,2003
41,21,609,66,3877000,2003
41,23,1598,281,8219000,2003
41,25,1506,187,8590000,2003
41,27,7902,805,40866000,2003
41,29,64851,5775,422945000,2003
41,31,4024,365,24771000,2003
41,33,19086,2019,110129000,2003
41,35,16679,1632,121769000,2003
41,37,1354,219,7003000,2003
41,39,118936,9715,803246000,2003
41,41,13698,1574,71102000,2003
41,43,32297,2509,2.3e+08,2003
41,45,8229,741,45007000,2003
41,47,93557,7562,599497000,2003
41,49,1840,172,12662000,2003
41,51,382414,23303,3452394000,2003
41,53,12380,1218,69835000,2003
41,55,345,46,1040000,2003
41,57,6215,723,36279000,2003
41,59,20914,1561,124966000,2003
41,61,7318,750,42127000,2003
41,63,1606,340,7640000,2003
41,65,6383,707,35635000,2003
41,67,208288,12894,2150079000,2003
41,69,136,38,421000,2003
41,71,24268,2095,160202000,2003
41,999,283,29,3935000,2003
42,1,26759,1887,162561000,2003
42,3,670680,34584,6218028000,2003
42,5,15708,1424,88294000,2003
42,7,47424,3494,338637000,2003
42,9,14376,1093,76092000,2003
42,11,143162,8431,1140386000,2003
42,13,50054,3275,313893000,2003
42,15,18694,1314,130698000,2003
42,17,253698,18415,2042080000,2003
42,19,64214,4441,520833000,2003
42,21,48591,3518,281598000,2003
42,23,1881,141,11022000,2003
42,25,13287,1157,71292000,2003
42,27,44718,3190,270679000,2003
42,29,214461,13197,2468806000,2003
42,31,11477,1036,61108000,2003
42,33,25207,1954,143255000,2003
42,35,9665,743,53786000,2003
42,37,23663,1483,158167000,2003
42,39,27290,2217,159613000,2003
42,41,113469,5539,883200000,2003
42,43,152042,6706,1273528000,2003
42,45,213315,13211,2068849000,2003
42,47,13446,961,90509000,2003
42,49,115599,6766,760325000,2003
42,51,36081,2831,190161000,2003
42,53,1251,134,5976000,2003
42,55,44563,2897,279643000,2003
42,57,4317,281,31191000,2003
42,59,8258,687,62843000,2003
42,61,9877,847,56077000,2003
42,63,27396,1995,165191000,2003
42,65,13373,1175,76960000,2003
42,67,5558,485,29777000,2003
42,69,90855,5336,578323000,2003
42,71,213876,11684,1594461000,2003
42,73,29295,2142,181970000,2003
42,75,40133,2568,266972000,2003
42,77,155440,8162,1441568000,2003
42,79,123599,7599,825594000,2003
42,81,46410,2798,295323000,2003
42,83,15191,1121,97732000,2003
42,85,43973,3026,273135000,2003
42,87,14290,971,88943000,2003
42,89,41895,3460,278052000,2003
42,91,494739,25863,5816560000,2003
42,93,13788,358,144593000,2003
42,95,85576,6004,651592000,2003
42,97,21690,1717,131606000,2003
42,99,6188,795,30209000,2003
42,101,566349,26295,5673519000,2003
42,103,6530,793,32563000,2003
42,105,5372,392,35134000,2003
42,107,41379,3089,265403000,2003
42,109,14335,853,79556000,2003
42,111,22247,1877,120332000,2003
42,113,1480,184,6728000,2003
42,115,6113,825,29488000,2003
42,117,10056,860,54162000,2003
42,119,16390,851,97907000,2003
42,121,16613,1285,103005000,2003
42,123,14537,976,101987000,2003
42,125,76062,5025,580510000,2003
42,127,13812,1537,72917000,2003
42,129,125037,8953,867450000,2003
42,131,8455,620,59419000,2003
42,133,156891,8460,1192415000,2003
42,999,7174,93,98408000,2003
44,1,12917,1223,78473000,2003
44,3,73922,5071,582997000,2003
44,5,29598,2797,221477000,2003
44,7,271334,16442,2418823000,2003
44,9,39557,3788,289573000,2003
44,999,127,12,1643000,2003
45,1,5409,335,34205000,2003
45,3,51494,2687,472097000,2003
45,5,2077,160,13234000,2003
45,7,55614,3785,350169000,2003
45,9,3450,290,19371000,2003
45,11,6476,382,40405000,2003
45,13,49630,4570,312963000,2003
45,15,31735,2120,239854000,2003
45,17,2322,203,13852000,2003
45,19,166039,10926,1128557000,2003
45,21,18573,1047,112783000,2003
45,23,9408,573,65504000,2003
45,25,13157,753,83468000,2003
45,27,6153,489,35482000,2003
45,29,8362,823,45659000,2003
45,31,20972,1263,148056000,2003
45,33,7889,504,34274000,2003
45,35,20466,1906,111033000,2003
45,37,4871,316,30804000,2003
45,39,4713,340,39377000,2003
45,41,55920,3269,371792000,2003
45,43,21799,1936,131364000,2003
45,45,225936,11435,1836642000,2003
45,47,27680,1534,195684000,2003
45,49,4039,446,22895000,2003
45,51,85329,7544,453022000,2003
45,53,4325,462,23151000,2003
45,55,13899,1179,84772000,2003
45,57,15627,1184,107640000,2003
45,59,14872,909,93527000,2003
45,61,2467,242,12208000,2003
45,63,73379,5307,469789000,2003
45,65,1248,129,6257000,2003
45,67,8475,639,49028000,2003
45,69,6465,416,37523000,2003
45,71,10844,710,65139000,2003
45,73,20204,1525,150682000,2003
45,75,27149,1842,171096000,2003
45,77,31118,2175,168430000,2003
45,79,176517,9123,1346869000,2003
45,81,2253,230,10601000,2003
45,83,115723,6467,957963000,2003
45,85,33231,1916,203522000,2003
45,87,6985,490,41233000,2003
45,89,6698,493,36059000,2003
45,91,56783,4017,424144000,2003
45,999,12829,37,76228000,2003
46,3,495,105,1810000,2003
46,5,5796,574,31397000,2003
46,7,579,69,3103000,2003
46,9,1570,200,7705000,2003
46,11,11138,787,62096000,2003
46,13,16790,1296,101588000,2003
46,15,1677,213,7503000,2003
46,17,166,8,674000,2003
46,19,1753,281,8496000,2003
46,21,293,50,1235000,2003
46,23,2249,289,10557000,2003
46,25,527,114,2252000,2003
46,27,2790,296,10399000,2003
46,29,12306,1049,69334000,2003
46,31,231,50,733000,2003
46,33,965,226,4252000,2003
46,35,9952,756,60259000,2003
46,37,1439,195,5930000,2003
46,39,1100,135,5797000,2003
46,41,898,90,4192000,2003
46,43,790,121,3519000,2003
46,45,649,124,3105000,2003
46,47,2092,227,18425000,2003
46,49,313,80,1355000,2003
46,51,3113,275,18036000,2003
46,53,1039,198,3728000,2003
46,55,609,85,2938000,2003
46,57,938,161,4473000,2003
46,59,1005,147,4265000,2003
46,61,170,54,690000,2003
46,63,198,31,952000,2003
46,65,6504,679,33841000,2003
46,67,1870,244,8544000,2003
46,69,522,42,2739000,2003
46,71,294,57,859000,2003
46,73,905,72,3868000,2003
46,75,287,48,1392000,2003
46,77,1448,202,7732000,2003
46,79,3598,353,18939000,2003
46,81,8993,875,43253000,2003
46,83,6676,739,43458000,2003
46,85,701,84,2452000,2003
46,87,1141,183,5596000,2003
46,89,387,88,1570000,2003
46,91,1027,142,5578000,2003
46,93,5514,580,31852000,2003
46,95,158,31,574000,2003
46,97,462,70,2167000,2003
46,99,101021,5290,719243000,2003
46,101,1440,141,7985000,2003
46,103,41694,3383,253950000,2003
46,105,864,130,3698000,2003
46,107,757,120,3677000,2003
46,109,2218,257,9579000,2003
46,111,600,69,2335000,2003
46,113,1891,66,10493000,2003
46,115,1162,170,4724000,2003
46,117,652,90,3194000,2003
46,119,316,54,1492000,2003
46,121,1099,58,6785000,2003
46,123,1602,222,7774000,2003
46,125,1495,254,6977000,2003
46,127,7131,418,73607000,2003
46,129,1752,236,8239000,2003
46,135,9724,702,53564000,2003
46,137,162,18,903000,2003
46,999,82,15,689000,2003
47,1,39665,1647,391466000,2003
47,3,12944,733,84755000,2003
47,5,3210,330,15321000,2003
47,7,1051,125,5509000,2003
47,9,38524,2290,285328000,2003
47,11,36786,1904,240010000,2003
47,13,6925,621,35690000,2003
47,15,1366,152,7329000,2003
47,17,6737,518,34638000,2003
47,19,9532,743,46446000,2003
47,21,5633,521,32984000,2003
47,23,2995,259,13407000,2003
47,25,7920,438,40437000,2003
47,27,1459,123,6786000,2003
47,29,6450,491,36940000,2003
47,31,19461,1234,131354000,2003
47,33,2983,258,15914000,2003
47,35,12522,992,67983000,2003
47,37,385158,18110,3333775000,2003
47,39,3047,245,20053000,2003
47,41,5798,306,36079000,2003
47,43,12982,884,81249000,2003
47,45,13520,882,95964000,2003
47,47,4344,431,28889000,2003
47,49,2821,277,13909000,2003
47,51,8493,692,47581000,2003
47,53,13391,1043,79812000,2003
47,55,7366,544,44319000,2003
47,57,2244,224,11671000,2003
47,59,22737,1181,147380000,2003
47,61,1605,198,6232000,2003
47,63,29302,1385,198904000,2003
47,65,170319,8685,1242507000,2003
47,67,636,56,2653000,2003
47,69,5955,419,34373000,2003
47,71,5417,503,35091000,2003
47,73,10562,592,67327000,2003
47,75,5019,349,28794000,2003
47,77,8064,493,43962000,2003
47,79,9034,734,53362000,2003
47,81,2465,311,12163000,2003
47,83,1202,120,5786000,2003
47,85,4401,341,32133000,2003
47,87,1510,108,8505000,2003
47,89,10440,654,58773000,2003
47,91,2632,238,13397000,2003
47,93,192589,11066,1366255000,2003
47,95,683,84,3160000,2003
47,97,6086,344,32874000,2003
47,99,11006,762,64291000,2003
47,101,1890,194,9052000,2003
47,103,6629,617,37385000,2003
47,105,10780,817,64772000,2003
47,107,14416,902,107239000,2003
47,109,6430,464,34545000,2003
47,111,3411,325,18842000,2003
47,113,50853,2538,366069000,2003
47,115,5299,432,30062000,2003
47,117,8237,493,56039000,2003
47,119,28574,1542,266591000,2003
47,121,1297,93,7819000,2003
47,123,11231,681,66766000,2003
47,125,34511,2270,202872000,2003
47,127,731,55,5955000,2003
47,129,1478,154,8389000,2003
47,131,13098,715,99980000,2003
47,133,3340,292,18766000,2003
47,135,1817,109,13343000,2003
47,137,822,89,3558000,2003
47,139,1791,248,8993000,2003
47,141,27253,1715,153107000,2003
47,143,8992,490,54455000,2003
47,145,8680,729,45997000,2003
47,147,12770,893,74228000,2003
47,149,72588,3734,541880000,2003
47,151,5424,347,27105000,2003
47,153,2183,182,11924000,2003
47,155,29074,2621,132297000,2003
47,157,431314,20700,3886827000,2003
47,159,4652,299,32539000,2003
47,161,1656,160,7590000,2003
47,163,64176,3566,457282000,2003
47,165,38630,2763,249029000,2003
47,167,8990,730,50289000,2003
47,169,1033,118,4702000,2003
47,171,4345,277,31164000,2003
47,173,1886,191,9447000,2003
47,175,642,42,4298000,2003
47,177,10860,772,75920000,2003
47,179,49352,2745,313566000,2003
47,181,2472,239,12068000,2003
47,183,8582,620,48346000,2003
47,185,5797,403,35987000,2003
47,187,76344,4749,716194000,2003
47,189,32631,2250,291332000,2003
47,999,5323,52,49246000,2003
48,1,11051,916,67740000,2003
48,3,2922,275,18816000,2003
48,5,30832,1832,190938000,2003
48,7,3838,489,17922000,2003
48,9,772,145,4337000,2003
48,11,325,38,1572000,2003
48,13,6329,593,32165000,2003
48,15,6813,599,40071000,2003
48,17,1548,165,7039000,2003
48,19,2196,370,9313000,2003
48,21,8171,877,44023000,2003
48,23,1201,139,3849000,2003
48,25,4002,446,21348000,2003
48,27,75004,4293,501717000,2003
48,29,570803,30273,4324425000,2003
48,31,1721,236,10663000,2003
48,33,NA,3,NA,2003
48,35,2605,316,15047000,2003
48,37,29803,2105,195562000,2003
48,39,63007,4069,534306000,2003
48,41,50444,3419,296624000,2003
48,43,2277,297,10759000,2003
48,45,166,42,620000,2003
48,47,1730,151,5418000,2003
48,49,12067,896,71646000,2003
48,51,2596,292,17889000,2003
48,53,8000,938,45491000,2003
48,55,4166,489,20327000,2003
48,57,7002,415,73042000,2003
48,59,1112,208,5662000,2003
48,61,92532,6107,442912000,2003
48,63,3272,240,24816000,2003
48,65,3809,111,51048000,2003
48,67,4941,573,24055000,2003
48,69,1186,181,7441000,2003
48,71,4652,397,39173000,2003
48,73,11668,754,62911000,2003
48,75,1293,165,6492000,2003
48,77,996,139,5447000,2003
48,79,339,63,1643000,2003
48,81,572,70,3922000,2003
48,83,1480,214,6128000,2003
48,85,221227,13521,2390868000,2003
48,87,479,70,2329000,2003
48,89,5171,539,27384000,2003
