"naics","employment_march","establishments","payroll_quarter1","year"
"53",2144077,370651,19330274000,2005
"54",7689366,826101,105011898000,2005
"55",2856418,47593,66676155000,2005
"56",9280282,369507,57854129000,2005
"61",2879374,80486,19599686000,2005
"62",16025147,746600,133821865000,2005
"71",1936484,121777,11202304000,2005
"72",11025909,603435,36140528000,2005
"81",5390954,740034,30134396000,2005
"99",31153,23986,113977000,2005
"11",165661,23551,1217595000,2006
"21",554333,26248,9195025000,2006
"22",614427,17174,14271616000,2006
"23",7338799,802349,72508355000,2006
"31",13631683,331062,153695347000,2006
"42",6030647,429952,79722832000,2006
"44",15767866,1120319,88809930000,2006
"48",4306405,215117,40259819000,2006
"51",3396246,141945,55803466000,2006
"52",6647098,494329,154986487000,2006
"53",2216803,382128,21540759000,2006
"54",8054094,846473,118035259000,2006
"55",2915644,48311,75927152000,2006
"56",10003626,378335,67104787000,2006
"61",2979514,82647,21573583000,2006
"62",16451361,762451,146546245000,2006
"71",1973655,123048,12457030000,2006
"72",11381226,612254,39373183000,2006
"81",5458558,736440,32183737000,2006
"99",29519,27027,122208000,2006
"11",172105,23645,1276249000,2007
"21",700887,26202,9891475000,2007
"22",622757,16674,15087186000,2007
"23",7267883,811452,75653506000,2007
"31",13320172,331355,155489443000,2007
"42",5964850,434464,80764802000,2007
"44",15759928,1123629,91039626000,2007
"48",4395432,219806,42362964000,2007
"51",3399313,143779,58496770000,2007
"52",6548868,508091,172655516000,2007
"53",2224175,380138,22378877000,2007
"54",8179941,867556,126219903000,2007
"55",3121402,50643,83643495000,2007
"56",9983661,384501,70955740000,2007
"61",3039385,86896,22656531000,2007
"62",16797647,784231,156749020000,2007
"71",2008567,125222,13545072000,2007
"72",11564864,632489,41949572000,2007
"81",5519773,744252,34093929000,2007
"99",12655,9993,61948000,2007
"11",167039,22651,1290427000,2008
"21",629271,27440,11850454000,2008
"22",639403,16960,16756406000,2008
"23",7043631,773614,77094149000,2008
"31",13096159,326216,157184632000,2008
"42",6165204,429463,88870285000,2008
"44",15614757,1100943,91198647000,2008
"48",4438903,217083,43585515000,2008
"51",3434234,141554,62059175000,2008
"52",6511616,501907,180105548000,2008
"53",2196314,365662,23027680000,2008
"54",8032847,848309,130155907000,2008
"55",2887407,51761,78294181000,2008
"56",10224557,393538,76191635000,2008
"61",3141297,88578,24428009000,2008
"62",17217256,791007,165840598000,2008
"71",2069346,124279,13744644000,2008
"72",11926329,636586,44433755000,2008
"81",5452603,730694,34923879000,2008
"99",15378,12924,61343000,2008
"11",153829,21679,1167043000,2009
"21",604653,26897,11345323000,2009
"22",641552,17312,15918776000,2009
"23",5967128,712977,66883872000,2009
"31",11632956,308934,138779079000,2009
"42",5827769,419758,84810603000,2009
"44",14802767,1076645,85877446000,2009
"48",4159604,210088,40637020000,2009
"51",3288109,135726,59688942000,2009
"52",6171240,488909,142748039000,2009
"53",2036590,351047,20411323000,2009
"54",7839965,842566,128538262000,2009
"55",2853450,51574,74134092000,2009
"56",9060987,383623,70019864000,2009
"61",3200553,88777,25490438000,2009
"62",17531142,799271,170757061000,2009
"71",2010339,122857,13380905000,2009
"72",11443293,635239,42873408000,2009
"81",5264429,722701,34036336000,2009
"99",NA,16885,73328000,2009
"11",156055,21691,1141895000,2010
"21",581582,27092,11171126000,2010
"22",638058,17600,15819420000,2010
"23",5389271,682684,56851816000,2010
"31",10862838,299982,130316115000,2010
"42",5598507,414608,81452874000,2010
"44",14496625,1067984,83601568000,2010
"48",4011989,208474,38647658000,2010
"51",3124036,135431,57791134000,2010
"52",5928696,473495,146554906000,2010
"53",1946424,347326,19334861000,2010
"54",7822417,851506,126334063000,2010
"55",2832953,50873,75689055000,2010
"56",8977265,381774,68513451000,2010
"61",3273527,90112,26081105000,2010
"62",17787859,812860,171872877000,2010
"71",2003595,123151,13130421000,2010
"72",11312122,643960,42740072000,2010
"81",5204445,725488,33130733000,2010
"99",NA,20537,68487000,2010
"11",156520,21340,1211379000,2011
"21",651204,28022,13466958000,2011
"22",639795,17634,16742036000,2011
"23",5190921,657738,57171480000,2011
"31",10984361,295643,138897715000,2011
"42",5626328,411930,86701562000,2011
"44",14698563,1062942,87514290000,2011
"48",4106359,211854,41936807000,2011
"51",3121317,134452,61842037000,2011
"52",5886602,467537,160790309000,2011
"53",1917640,341683,20367232000,2011
"54",7929910,850903,132949400000,2011
"55",2921669,49497,84781518000,2011
"56",9389950,380671,75100583000,2011
"61",3386047,91492,27298732000,2011
"62",18059112,818726,179613249000,2011
"71",2003129,123327,13073357000,2011
"72",11556285,649011,44945172000,2011
"81",5181801,722398,34101126000,2011
"99",NA,17243,59506000,2011
"11",161077,22046,1332987000,2012
"21",727626,28909,16026274000,2012
"22",641063,17833,17519571000,2012
"23",5260942,652902,61164041000,2012
"31",11192043,297221,147982820000,2012
"42",5776243,420501,92064638000,2012
"44",14807958,1063842,91405395000,2012
"48",4233381,214492,45389988000,2012
"51",3136025,135185,67972776000,2012
"52",5979661,474510,163299485000,2012
"53",1940681,349776,21851770000,2012
"54",8016181,859182,142151431000,2012
"55",3037299,52247,90267171000,2012
"56",9866296,387465,83034100000,2012
"61",3477047,95872,29254790000,2012
"62",18378342,833883,194683583000,2012
"71",2057290,125082,14283772000,2012
"72",11985274,662757,48558158000,2012
"81",5256250,730999,36405447000,2012
"99",NA,7104,31532000,2012
"11",154496,22111,1309440000,2013
"21",732186,28720,16709958000,2013
"22",638575,18004,18046992000,2013
"23",5470181,658483,64499724000,2013
"31",11276438,292094,151933005000,2013
"42",5908763,419648,95602608000,2013
"44",15023362,1063616,92954029000,2013
"48",4287236,215547,47440392000,2013
"51",3266084,135627,71712456000,2013
"52",6063761,472242,167496534000,2013
"53",1972105,357533,22538844000,2013
"54",8275350,869445,151035911000,2013
"55",3098762,52909,92442032000,2013
"56",10185297,393354,85926814000,2013
"61",3513469,98104,30120246000,2013
"62",18598711,843603,199067260000,2013
"71",2112000,126952,14305244000,2013
"72",12395387,673810,51055322000,2013
"81",5282688,734406,37136511000,2013
"99",NA,12145,47564000,2013
"11",156363,21844,1383398000,2014
"21",758971,29754,18165567000,2014
"22",637840,17962,18528990000,2014
"23",5705146,667099,68900243000,2014
"31",11424251,292543,159627740000,2014
"42",5966747,416593,101555709000,2014
"44",15372632,1065368,97554872000,2014
"48",4406767,220565,50742379000,2014
"51",3364530,138347,78779568000,2014
"52",6078713,470951,186055991000,2014
"53",2021372,367076,24443686000,2014
"54",8619574,882792,160676802000,2014
"55",3235958,53790,100870264000,2014
"56",10579324,398156,93547924000,2014
"61",3562364,99377,31256843000,2014
"62",18852038,855252,204675004000,2014
"71",2170121,129839,15189635000,2014
"72",12791928,679296,53589389000,2014
"81",5347121,739945,38733260000,2014
"99",NA,16535,83325000,2014
"11",160144,22368,1449584000,2015
"21",743660,29225,18127674000,2015
"22",639234,17990,19546810000,2015
"23",6008286,682390,74048123000,2015
"31",11605501,292825,163660498000,2015
"42",6076109,413437,106539354000,2015
"44",15704167,1070209,102130529000,2015
"48",4616568,228382,53798207000,2015
"51",3394317,139508,82128481000,2015
"52",6135914,470062,194410981000,2015
"53",2065427,377602,26386446000,2015
"54",8798260,896026,169496182000,2015
"55",3308759,53943,106817106000,2015
"56",11112465,404282,100321553000,2015
"61",3642170,101981,32267144000,2015
"62",19221864,876072,212257554000,2015
"71",2230822,133610,15847939000,2015
"72",13196892,687619,56804628000,2015
"81",5401233,746046,40139868000,2015
"99",24155,20361,109553000,2015
"11",160411,22594,1473183000,2016
"21",587017,27234,13917793000,2016
"22",638917,18159,19556341000,2016
"23",6311264,696733,80778450000,2016
"31",11590420,291543,164366878000,2016
"42",6110748,412526,106028130000,2016
"44",15967893,1069096,103339149000,2016
"48",4729709,230994,55373708000,2016
"51",3447950,146407,83917149000,2016
"52",6336795,476985,193335918000,2016
"53",2111418,390500,27216150000,2016
"54",8799893,903534,172712422000,2016
"55",3380437,55384,105603817000,2016
"56",11628509,409518,107071143000,2016
"61",3677275,103364,32865911000,2016
"62",19735708,890519,218237456000,2016
"71",2311437,137210,16573704000,2016
"72",13704017,703528,60447641000,2016
"81",5499244,754229,41468357000,2016
"99",23176,17750,116317000,2016
"11",164046,23363,1568178000,2017
"21",578098,25732,13609963000,2017
"22",644703,18965,20911878000,2017
"23",6533061,715641,89671631000,2017
"31",11721785,290936,172767676000,2017
"42",6115476,409656,109941420000,2017
"44",15705808,1064449,108147354000,2017
"48",4866282,237308,60733278000,2017
"51",3507966,153934,95747490000,2017
"52",6408168,478224,206305346000,2017
"53",2148006,406568,29070711000,2017
"54",8905549,914718,182430305000,2017
"55",3462498,56363,106400981000,2017
"56",11897056,419844,115415256000,2017
"61",3688541,105173,34798914000,2017
"62",20241438,897635,237900760000,2017
"71",2368928,143396,17622041000,2017
"72",14088211,726167,64819590000,2017
"81",5534978,764840,44075690000,2017
"99",11214,7762,69627000,2017
