"naics","employment_march","establishments","payroll_quarter1","year"
"4441",1062400,71851,7185107000,2001
"4442",186726,22284,933147000,2001
"4451",2665804,99357,10925181000,2001
"4452",161785,28209,582127000,2001
"4453",136212,28695,505391000,2001
"4461",958072,81898,4904655000,2001
"4471",927284,118892,3248672000,2001
"4481",1033252,91711,3520681000,2001
"4482",187624,28175,662841000,2001
"4483",171750,31782,997712000,2001
"4511",408743,43152,1509161000,2001
"4512",213518,21301,711238000,2001
"4521",1727333,10374,6876175000,2001
"4529",798641,30795,3187492000,2001
"4531",125116,23870,402305000,2001
"4532",338549,42465,1276292000,2001
"4533",115719,17436,408596000,2001
"4539",262210,45540,1217190000,2001
"4541",280912,11086,2787524000,2001
"4542",64266,6004,369105000,2001
"4543",221101,25832,1609022000,2001
"4811",562103,3331,6749898000,2001
"4812",46883,2120,561007000,2001
"4831",50717,1227,597566000,2001
"4832",19745,644,199343000,2001
"4841",914969,56378,7624774000,2001
"4842",482896,53436,3420530000,2001
"4851",42216,715,331706000,2001
"4852",24672,460,183486000,2001
"4853",69446,6842,315537000,2001
"4854",168940,4287,630259000,2001
"4855",33406,1395,153168000,2001
"4859",52881,2767,246342000,2001
"4861",5995,229,125097000,2001
"4862",38189,2017,1000943000,2001
"4869",6739,539,131096000,2001
"4871",8605,521,41620000,2001
"4872",12921,1699,62115000,2001
"4879",1888,160,12773000,2001
"4881",127585,4417,916872000,2001
"4882",22954,831,188354000,2001
"4883",78702,2496,874984000,2001
"4884",61283,7325,357294000,2001
"4885",168159,15334,1659110000,2001
"4889",25928,1473,240586000,2001
"4921",513567,7105,4091633000,2001
"4922",64008,5750,340598000,2001
"4931",145266,7185,1086606000,2001
"5111",747587,21758,8551015000,2001
"5112",353344,10353,10022230000,2001
"5121",270137,19532,2477675000,2001
"5122",27006,3250,476120000,2001
"5131",269384,9234,3301273000,2001
"5132",245448,6692,3258343000,2001
"5133",1262183,43749,18869862000,2001
"5141",262068,13437,4864781000,2001
"5142",317541,9288,4250059000,2001
"5211",23552,74,308846000,2001
"5221",2062520,107231,25160710000,2001
"5222",646369,49833,9379323000,2001
"5223",208736,23700,2285549000,2001
"5231",575304,39590,37164950000,2001
"5232",6531,86,197893000,2001
"5239",365225,37242,12597605000,2001
"5241",1505007,30852,22390099000,2001
"5242",821126,133980,8940704000,2001
"5259",33660,2431,603362000,2001
"5311",513212,107998,3359213000,2001
"5312",283959,68948,2721693000,2001
"5313",538127,64169,4787913000,2001
"5321",189247,12071,1316575000,2001
"5322",256176,32299,1022807000,2001
"5323",41355,6406,269931000,2001
"5324",165936,12983,1732629000,2001
"5331",25661,2129,407926000,2001
"5411",1110187,176771,14750044000,2001
"5412",1191356,101826,9403732000,2001
"5413",1285927,103597,16022160000,2001
"5414",147772,29305,1488471000,2001
"5415",1254805,100852,22019070000,2001
"5416",806104,107659,11546834000,2001
"5417",387067,13514,6126141000,2001
"5418",464243,39290,5803840000,2001
"5419",509118,63640,3500220000,2001
"5511",2879223,47559,60716209000,2001
"5611",518112,30147,5595490000,2001
"5612",115606,2952,920345000,2001
"5613",4363620,44896,24952531000,2001
"5614",710812,34403,4416746000,2001
"5615",313116,31642,2571633000,2001
"5616",720465,22041,3676200000,2001
"5617",1549286,154421,6367326000,2001
"5619",470434,25414,2658612000,2001
"5621",139864,7273,1244214000,2001
"5622",63598,2933,626467000,2001
"5629",97074,6543,824237000,2001
"6111",747611,19473,4153630000,2001
"6112",85964,848,584120000,2001
"6113",1357358,3136,8900518000,2001
"6114",65502,6863,641202000,2001
"6115",87351,7234,562814000,2001
"6116",222002,28656,900937000,2001
"6117",46642,4668,406020000,2001
"6211",1848200,197892,22892905000,2001
"6212",733862,117038,5433629000,2001
"6213",448479,94555,2837775000,2001
"6214",582230,22912,4894590000,2001
"6215",169195,11026,1734047000,2001
"6216",774381,16284,3587974000,2001
"6219",180284,7207,1277651000,2001
"6221",4680588,5765,40810334000,2001
"6222",240512,758,2073830000,2001
"6223",163905,615,1494660000,2001
"6231",1559457,17046,8075663000,2001
"6232",407354,23037,1913590000,2001
"6233",546928,18535,2361295000,2001
"6239",157718,6470,860950000,2001
"6241",839902,46300,3974712000,2001
"6242",128383,10489,656795000,2001
"6243",326455,8324,1239197000,2001
"6244",746893,67117,2440393000,2001
"7111",127806,9327,751935000,2001
"7112",104384,4584,2352819000,2001
"7113",73928,4456,470007000,2001
"7114",16220,3107,261325000,2001
"7115",39407,13366,702608000,2001
"7121",113545,6032,645256000,2001
"7131",119301,2783,463737000,2001
"7132",215636,2175,1272209000,2001
"7139",970135,60131,3410370000,2001
"7211",1698323,50206,8183964000,2001
"7212",38819,7000,152786000,2001
"7213",15640,2990,52019000,2001
"7221",3963258,193262,11603580000,2001
"7222",3407334,215793,8142725000,2001
"7223",513762,29345,1764963000,2001
"7224",335165,49973,834072000,2001
"8111",870881,163951,5120750000,2001
"8112",140624,14633,1544508000,2001
"8113",200954,24977,1707534000,2001
"8114",130721,27306,799066000,2001
"8121",516912,96597,1910801000,2001
"8122",170340,22797,940681000,2001
"8123",383722,42270,1646629000,2001
"8129",240548,35146,1132950000,2001
"8131",1595009,165984,5678400000,2001
"8132",135947,13648,1177161000,2001
"8133",116907,11886,770396000,2001
"8134",339182,31711,1112603000,2001
"8139",528732,68496,4157173000,2001
"1131",4203,680,40983000,2002
"1132",2657,352,21210000,2002
"1133",68962,11477,451923000,2002
"1141",6537,1916,56098000,2002
"1142",2707,469,20568000,2002
"1151",58541,5324,327969000,2002
"1152",22876,4537,118808000,2002
"1153",14679,1797,97490000,2002
"2111",88280,7629,1968792000,2002
"2121",74915,1194,1007259000,2002
"2122",25692,351,368865000,2002
"2123",93567,5660,880620000,2002
"2131",183321,9037,2119087000,2002
"2211",515769,9493,10103994000,2002
"2212",86890,2897,1541549000,2002
"2213",45595,6042,404829000,2002
"2331",90669,14044,965462000,2002
"2332",770851,170720,6389616000,2002
"2333",724197,41630,7880704000,2002
"2341",310815,11818,2911385000,2002
"2349",545497,28131,5315579000,2002
"2351",879908,90341,8158981000,2002
"2352",218825,40935,1361838000,2002
"2353",770632,65858,7589874000,2002
"2354",515364,50021,3877607000,2002
"2355",338784,60754,2317984000,2002
"2356",244435,31538,1706461000,2002
"2357",306585,34820,2142149000,2002
"2358",23692,4028,187204000,2002
"2359",567116,65687,4841254000,2002
"3111",47012,1783,432911000,2002
"3112",54531,832,593303000,2002
"3113",81206,1715,668652000,2002
"3114",158905,1721,1223706000,2002
"3115",129274,1697,1193076000,2002
"3116",495730,3805,2965248000,2002
"3117",38663,754,257230000,2002
"3118",288577,10534,2075858000,2002
"3119",149868,2857,1216646000,2002
"3121",139364,3099,1378744000,2002
"3122",24031,133,352805000,2002
"3131",60243,569,383207000,2002
"3132",139857,1791,1017814000,2002
"3133",61555,1685,475199000,2002
"3141",105148,2859,670447000,2002
"3149",85061,4473,532016000,2002
"3151",55896,879,317714000,2002
"3152",260416,11039,1444414000,2002
"3159",34127,1441,209458000,2002
"3161",9274,286,75591000,2002
"3162",21109,339,1.38e+08,2002
"3169",17412,924,97748000,2002
"3211",115998,4368,841202000,2002
"3212",111009,1844,858650000,2002
"3219",307004,10840,2020293000,2002
"3221",162988,628,2260195000,2002
"3222",333002,4918,3115649000,2002
"3231",706419,36902,6198110000,2002
"3241",100403,2296,1617050000,2002
"3251",172964,2287,2583815000,2002
"3252",96808,969,1319010000,2002
"3253",34267,962,402061000,2002
"3254",237905,1779,4049312000,2002
"3255",68387,1966,758659000,2002
"3256",110682,2354,1181673000,2002
"3259",106417,2779,1287909000,2002
"3261",744673,13004,6062238000,2002
"3262",180934,2458,1712210000,2002
"3271",65846,1714,520605000,2002
"3272",114794,2190,1069437000,2002
"3273",202682,9365,1785737000,2002
"3274",17004,378,171654000,2002
"3279",75150,3027,689682000,2002
"3311",126969,1259,1578086000,2002
"3312",58699,870,567030000,2002
"3313",68535,584,725815000,2002
"3314",64203,958,702510000,2002
"3315",182632,2558,1733925000,2002
"3321",135882,2973,1274771000,2002
"3322",62724,1537,575898000,2002
"3323",385669,13974,3289376000,2002
"3324",84666,1572,839333000,2002
"3325",65577,959,549606000,2002
"3326",62167,1656,488870000,2002
"3327",370065,26377,3292382000,2002
"3328",136702,6200,1101007000,2002
"3329",278947,6404,2654887000,2002
"3331",176458,2937,1814773000,2002
"3332",146269,4226,1778946000,2002
"3333",111610,2358,1202363000,2002
"3334",156821,1800,1389755000,2002
"3335",187361,9346,1996285000,2002
"3336",96501,922,1207727000,2002
"3339",291201,6352,3156258000,2002
"3341",155137,1568,2622709000,2002
"3342",206255,2008,3477380000,2002
"3343",25344,623,247847000,2002
"3344",458945,5560,5690847000,2002
"3345",417552,5228,6196711000,2002
"3346",37178,896,383813000,2002
"3351",63848,1234,556674000,2002
"3352",91124,398,810345000,2002
"3353",168352,2651,1643831000,2002
"3359",179076,2318,1794429000,2002
"3361",216886,395,3430493000,2002
"3362",114410,2001,916119000,2002
"3363",657102,5437,7279941000,2002
"3364",391273,1619,6073246000,2002
"3365",28199,197,328365000,2002
"3366",131292,1736,1244702000,2002
"3369",39545,817,405646000,2002
"3371",382765,16963,2524264000,2002
"3372",148323,4044,1262503000,2002
"3379",44040,1076,313175000,2002
"3391",294154,11575,3260782000,2002
"3399",370556,17932,2961746000,2002
"4211",390438,27370,3401262000,2002
"4212",155212,14487,1540235000,2002
"4213",182671,16114,1797724000,2002
"4214",722877,41630,10847975000,2002
"4215",153938,11597,1660098000,2002
"4216",512242,36579,7723147000,2002
"4217",237461,21597,2431474000,2002
"4218",747944,71340,7926837000,2002
"4219",340914,42245,3102683000,2002
"4221",208781,13670,2049480000,2002
"4222",218150,7243,3256353000,2002
"4223",200838,19031,2171045000,2002
"4224",861427,38550,7885559000,2002
"4225",84004,8769,543959000,2002
"4226",156828,15570,2003595000,2002
"4227",121984,9806,1421315000,2002
"4228",163239,4377,1785193000,2002
"4229",401308,36925,3477197000,2002
"4411",1259213,52049,11917218000,2002
"4412",140296,16224,969948000,2002
"4413",491407,58371,2899105000,2002
"4421",262634,29478,1790025000,2002
"4422",288933,36882,1487370000,2002
"4431",418725,49600,2814908000,2002
"4441",1091562,71747,7329648000,2002
"4442",179174,22362,915919000,2002
"4451",2569351,97166,11062020000,2002
"4452",176845,29345,695936000,2002
"4453",137801,29166,512365000,2002
"4461",988347,82574,5165492000,2002
"4471",895983,117100,3242830000,2002
"4481",1045610,93083,3651616000,2002
"4482",201150,27961,669826000,2002
"4483",162188,30851,948285000,2002
"4511",405173,44279,1547487000,2002
"4512",212553,21654,706665000,2002
"4521",1742136,10418,7163550000,2002
"4529",803958,30651,3353198000,2002
"4531",119117,23094,388266000,2002
"4532",334734,45314,1307260000,2002
"4533",117587,17997,424423000,2002
"4539",251554,43592,1215746000,2002
"4541",250003,11923,2503577000,2002
"4542",57940,5860,327905000,2002
"4543",215930,26952,1586661000,2002
"4811",513615,3297,6496689000,2002
"4812",34643,2215,397531000,2002
"4831",45523,1222,587060000,2002
"4832",18745,680,192061000,2002
"4841",882036,56746,7421679000,2002
"4842",451306,54562,3230037000,2002
"4851",46194,751,360891000,2002
"4852",20705,579,171773000,2002
"4853",65575,7146,300882000,2002
"4854",171599,4352,692856000,2002
"4855",32162,1473,148433000,2002
"4859",51090,2772,244553000,2002
"4861",6030,261,134766000,2002
"4862",37450,1936,1045946000,2002
"4869",6882,504,138066000,2002
"4871",7162,538,32977000,2002
"4872",10478,1784,48909000,2002
"4879",1693,181,11235000,2002
"4881",126349,4926,931496000,2002
"4882",20667,924,175889000,2002
"4883",77205,2453,885907000,2002
"4884",61960,8238,374645000,2002
"4885",164374,15476,1610636000,2002
"4889",24911,1325,228515000,2002
"4921",497358,7447,3673666000,2002
"4922",55892,5726,307349000,2002
"4931",149409,7629,1132323000,2002
"5111",707874,22488,7934856000,2002
"5112",312102,10089,7880670000,2002
"5121",253378,19652,2371251000,2002
"5122",25021,3369,444706000,2002
"5131",254257,9038,3006851000,2002
"5132",300143,6891,3406992000,2002
"5133",1144008,42783,17878955000,2002
"5141",208181,13203,3256619000,2002
"5142",331156,11077,4592060000,2002
"5211",23367,58,326906000,2002
"5221",2110093,114286,26518941000,2002
"5222",661599,53026,10095385000,2002
"5223",234392,28848,2704839000,2002
"5231",627882,42333,32221484000,2002
"5232",7302,173,237428000,2002
"5239",373683,39184,11409018000,2002
"5241",1500814,31271,21967841000,2002
"5242",841191,137705,9492204000,2002
"5259",34260,3538,630465000,2002
"5311",515151,109078,3394203000,2002
"5312",277561,76046,2573434000,2002
"5313",559261,72071,4881238000,2002
"5321",181952,11944,1289447000,2002
"5322",252571,31995,1067941000,2002
"5323",40907,6737,293850000,2002
"5324",165892,12969,1681519000,2002
"5331",24052,2184,360133000,2002
"5411",1138451,178692,15313582000,2002
"5412",1241269,110844,9832424000,2002
"5413",1236939,108061,15687741000,2002
"5414",131546,30711,1343137000,2002
"5415",1089497,102872,18675736000,2002
"5416",820439,117008,11682898000,2002
"5417",399213,13944,6495562000,2002
"5418",411819,37930,5158952000,2002
"5419",577032,72303,3909528000,2002
"5511",2913798,49383,56320064000,2002
"5611",492056,23680,5683353000,2002
"5612",125496,3416,1084178000,2002
"5613",3880888,41093,21906541000,2002
"5614",692741,33703,4459568000,2002
"5615",258084,27587,2116121000,2002
"5616",732002,22319,3818026000,2002
"5617",1470446,152933,6216431000,2002
"5619",346924,21115,2374863000,2002
"5621",141892,7684,1285826000,2002
"5622",59280,2917,598330000,2002
"5629",99408,7097,877322000,2002
"6111",793638,20894,4636952000,2002
"6112",95015,931,669039000,2002
"6113",1403085,3377,9629010000,2002
"6114",58275,7285,591722000,2002
"6115",84048,7076,553922000,2002
"6116",216593,28988,845877000,2002
"6117",51021,5150,441163000,2002
"6211",1904325,203669,24332064000,2002
"6212",750129,117812,5765181000,2002
"6213",485587,104171,3144608000,2002
"6214",593462,25324,5243042000,2002
"6215",181314,10357,1942122000,2002
"6216",804233,18298,3881203000,2002
"6219",198106,8116,1430494000,2002
"6221",4713450,5971,44097106000,2002
"6222",235942,797,2178795000,2002
"6223",172192,801,1605576000,2002
"6231",1604222,16779,8670159000,2002
"6232",440888,25737,2155627000,2002
"6233",565955,18764,2533405000,2002
"6239",159600,6620,904394000,2002
"6241",883958,50695,4308870000,2002
"6242",133802,11445,723446000,2002
"6243",319609,8451,1249182000,2002
"6244",753374,69733,2617794000,2002
"7111",132531,9366,747171000,2002
"7112",101504,4418,2374284000,2002
"7113",80006,5008,561660000,2002
"7114",17052,3551,275013000,2002
"7115",39236,15848,694685000,2002
"7121",116123,6633,690984000,2002
"7131",116544,2992,424669000,2002
"7132",221878,2224,1332151000,2002
"7139",976117,60335,3446906000,2002
"7211",1642067,51531,7813295000,2002
"7212",39053,7280,155881000,2002
"7213",15581,2984,54038000,2002
"7221",4000075,198531,11783072000,2002
"7222",3463127,222816,8415243000,2002
"7223",541130,31324,1780932000,2002
"7224",347842,50683,871625000,2002
"8111",868838,165049,5260974000,2002
"8112",137794,14148,1492806000,2002
"8113",196649,25932,1701584000,2002
"8114",131594,28105,777432000,2002
"8121",529593,99624,1985541000,2002
"8122",147132,22477,904488000,2002
"8123",371240,42110,1646849000,2002
"8129",266355,42673,1204966000,2002
"8131",1638915,172562,6069237000,2002
"8132",143800,14952,1305143000,2002
"8133",124217,13485,860985000,2002
"8134",339933,31176,1133574000,2002
"8139",524027,67825,4337012000,2002
"1131",5515,621,59359000,2003
"1132",2283,316,18143000,2003
"1133",68020,10977,449317000,2003
"1141",6234,2042,52365000,2003
"1142",2711,432,20190000,2003
"1151",58809,5357,346275000,2003
"1152",22132,4354,121174000,2003
"1153",14969,1762,89218000,2003
"2111",83447,7493,1596634000,2003
"2121",68685,1144,922834000,2003
"2122",24863,309,362219000,2003
"2123",90875,5529,891466000,2003
"2131",186680,9124,2287533000,2003
"2211",543782,9986,10780172000,2003
"2212",87452,2626,1513977000,2003
"2213",44704,5801,416186000,2003
"2361",789278,176600,6743177000,2003
"2362",702410,43299,7573261000,2003
"2371",461703,21166,4704318000,2003
"2372",60625,11986,597127000,2003
"2373",308727,12446,2853602000,2003
"2379",79891,5307,825270000,2003
"2381",984110,112299,6752238000,2003
"2382",1745662,165428,16446999000,2003
"2383",801787,115155,5794244000,2003
"2389",447211,68489,3303954000,2003
"3111",47338,1805,464590000,2003
"3112",54918,827,602338000,2003
"3113",79630,1868,651375000,2003
"3114",163763,1781,1290768000,2003
"3115",134287,1681,1285552000,2003
"3116",499898,4004,3080653000,2003
"3117",39580,764,275115000,2003
"3118",317040,11514,2208607000,2003
"3119",159544,3030,1316094000,2003
"3121",131331,3082,1368049000,2003
"3122",23830,130,348539000,2003
"3131",58668,569,369359000,2003
"3132",136456,1654,1018413000,2003
"3133",59714,1617,460292000,2003
"3141",107011,2901,710998000,2003
"3149",80515,4388,506699000,2003
"3151",45060,786,254555000,2003
"3152",232156,11343,1284256000,2003
"3159",26438,1247,159787000,2003
"3161",8448,261,67936000,2003
"3162",18163,343,122075000,2003
"3169",17502,915,106217000,2003
"3211",112316,4229,832541000,2003
"3212",110969,1906,892050000,2003
"3219",300699,10673,2040739000,2003
"3221",154903,635,2174702000,2003
"3222",327329,4821,3127481000,2003
"3231",700221,36024,6180493000,2003
"3241",98334,2299,1604144000,2003
"3251",170579,2353,2653247000,2003
"3252",100336,1059,1376840000,2003
"3253",31194,915,360340000,2003
"3254",251855,1825,4404253000,2003
"3255",68327,1963,807693000,2003
"3256",109363,2307,1224700000,2003
"3259",109721,2825,1367976000,2003
"3261",746211,12652,6113729000,2003
"3262",175181,2367,1702039000,2003
"3271",59900,1573,483134000,2003
"3272",111613,2162,1061663000,2003
"3273",206058,9391,1784480000,2003
"3274",16827,373,183289000,2003
"3279",73246,2947,676604000,2003
"3311",125871,876,1578981000,2003
"3312",52401,828,506791000,2003
"3313",66644,585,689213000,2003
"3314",63008,1001,686658000,2003
"3315",171769,2435,1649285000,2003
"3321",122595,2786,1157831000,2003
"3322",60349,1537,563829000,2003
"3323",365532,13180,3111789000,2003
"3324",87234,1583,896766000,2003
"3325",56766,856,498292000,2003
"3326",59312,1751,462255000,2003
"3327",356838,25151,3163170000,2003
"3328",135161,6175,1089256000,2003
"3329",274479,6388,2651426000,2003
"3331",172356,2888,1782427000,2003
"3332",144793,4196,1742318000,2003
"3333",103749,2357,1074456000,2003
"3334",152354,1795,1407356000,2003
"3335",181119,8777,1940250000,2003
"3336",91856,938,1103631000,2003
"3339",282913,6508,3116679000,2003
"3341",170349,1562,2540412000,2003
"3342",167421,1984,2631437000,2003
"3343",24808,568,251595000,2003
"3344",386824,5193,4883323000,2003
"3345",403693,5217,6158324000,2003
"3346",36390,902,370809000,2003
"3351",61102,1234,537961000,2003
"3352",90803,360,818041000,2003
"3353",146860,2488,1470628000,2003
"3359",161228,2301,1607492000,2003
"3361",211454,367,3441792000,2003
"3362",132617,2142,1042962000,2003
"3363",688390,5651,7709113000,2003
"3364",375169,1584,5771359000,2003
"3365",24757,194,288825000,2003
"3366",133395,1739,1240448000,2003
"3369",40931,826,420368000,2003
"3371",365907,16421,2436341000,2003
"3372",153696,4221,1245799000,2003
"3379",44811,1074,334231000,2003
"3391",305850,11896,3399014000,2003
"3399",401994,19525,3318462000,2003
"4231",364349,25974,3442703000,2003
"4232",162438,13768,1590776000,2003
"4233",236395,17976,2414918000,2003
"4234",702604,36388,10699117000,2003
"4235",147174,10730,1629852000,2003
"4236",468927,31394,7231972000,2003
"4237",212074,19021,2260838000,2003
"4238",688366,62223,7511094000,2003
"4239",330393,36550,3064134000,2003
"4241",214916,12864,2274771000,2003
"4242",251697,7672,4285431000,2003
"4243",196618,17307,2152477000,2003
"4244",756617,35244,6960634000,2003
"4245",65259,7259,519813000,2003
"4246",145635,13082,1913273000,2003
"4247",104741,7702,1198745000,2003
"4248",168966,4309,1883743000,2003
"4249",383167,33419,3260562000,2003
"4251",263524,39655,2511199000,2003
"4411",1289685,52278,12053024000,2003
"4412",148173,16222,1016852000,2003
"4413",483300,58489,2885657000,2003
"4421",264889,28318,1761119000,2003
"4422",295828,37075,1477666000,2003
"4431",419321,47746,2487129000,2003
"4441",1014414,66890,6545209000,2003
"4442",175358,20858,846113000,2003
"4451",2594727,96964,11229100000,2003
"4452",149605,26477,547108000,2003
"4453",139449,29141,525394000,2003
"4461",969863,82447,5124965000,2003
"4471",936492,119464,3414745000,2003
"4481",1116324,90490,3799504000,2003
"4482",187975,27352,647177000,2003
"4483",163128,30170,962408000,2003
"4511",401682,42614,1494687000,2003
"4512",201314,19230,625881000,2003
"4521",1368609,9366,5766257000,2003
"4529",1156571,32592,5001843000,2003
"4531",113270,22022,361708000,2003
"4532",323759,43127,1190813000,2003
"4533",128664,17872,451782000,2003
"4539",253588,44623,1197726000,2003
"4541",264868,16049,2464985000,2003
"4542",62907,5613,344216000,2003
"4543",244062,32417,1814817000,2003
"4811",498398,3169,6152122000,2003
"4812",35401,2309,401908000,2003
"4831",48735,1310,615579000,2003
"4832",18594,620,209298000,2003
"4841",986673,60227,8184089000,2003
"4842",436613,51354,3128942000,2003
"4851",48224,971,344124000,2003
"4852",17861,486,113667000,2003
"4853",64547,6962,292823000,2003
"4854",183731,4464,723903000,2003
"4855",28549,1246,132380000,2003
"4859",55037,3128,257867000,2003
"4861",7430,307,171892000,2003
"4862",27682,1912,629114000,2003
"4869",5891,514,106340000,2003
"4871",9577,615,45386000,2003
"4872",11218,1745,49619000,2003
"4879",1728,172,11505000,2003
"4881",140613,5052,1170190000,2003
"4882",25229,904,208533000,2003
"4883",82481,2353,990967000,2003
"4884",61087,8277,365223000,2003
"4885",173248,16481,1762335000,2003
"4889",21946,1414,166122000,2003
"4921",489256,9090,4050902000,2003
"4922",44856,5073,238735000,2003
"4931",543330,12518,4388208000,2003
"5111",705388,22179,7959937000,2003
"5112",344238,9157,8812600000,2003
"5121",257498,18914,2487380000,2003
"5122",26299,3293,574341000,2003
"5151",254582,9688,3266221000,2003
"5152",31819,684,807170000,2003
"5161",35606,2038,581756000,2003
"5171",855199,27607,14873629000,2003
"5172",266279,13020,3509800000,2003
"5173",36635,2726,426535000,2003
"5174",14618,698,255020000,2003
"5175",234117,5383,2673746000,2003
"5179",8307,708,121896000,2003
"5181",70910,5365,1169691000,2003
"5182",403000,14278,5590151000,2003
"5191",55407,4289,452469000,2003
"5211",21798,63,308933000,2003
"5221",2081714,114195,27479403000,2003
"5222",719435,52612,11990652000,2003
"5223",313081,35256,3780366000,2003
"5231",529806,45431,25897289000,2003
"5232",7312,75,229718000,2003
"5239",364523,39491,11087901000,2003
"5241",1509446,31166,24271789000,2003
"5242",883742,139003,10018553000,2003
"5259",32849,3299,679138000,2003
"5311",523420,114255,3514555000,2003
"5312",298550,82841,2887053000,2003
"5313",566306,70873,5201639000,2003
"5321",172400,11319,1297921000,2003
