"state_fips","state_name","year","employment_march","establishments","payroll_quarter1"
48,"Texas",2016,10429924,579168,133923660000
48,"Texas",2017,10580159,592676,140267260000
48,"Texas",2018,10794594,600746,149726330000
48,"Texas",2019,11104054,609476,159015699000
49,"Utah",2001,914829,56851,6323634000
49,"Utah",2002,900428,58788,6342389000
49,"Utah",2003,900605,60324,6400986000
49,"Utah",2004,935126,62834,6696306000
49,"Utah",2005,974686,65549,7132241000
49,"Utah",2006,1039095,68754,8275648000
49,"Utah",2007,1102696,71880,9174415000
49,"Utah",2008,1114602,71433,9677072000
49,"Utah",2009,1059722,69464,9330804000
49,"Utah",2010,1021143,68820,8938459000
49,"Utah",2011,1029015,68747,9454036000
49,"Utah",2012,1070887,70454,10427343000
49,"Utah",2013,1101557,71887,10872075000
49,"Utah",2014,1148156,73375,11625508000
49,"Utah",2015,1203954,75463,12413058000
49,"Utah",2016,1239348,77504,12875250000
49,"Utah",2017,1282455,80140,14126361000
49,"Utah",2018,1337574,82260,15449744000
49,"Utah",2019,1373876,83924,16722264000
50,"Vermont",2001,259375,21449,1804251000
50,"Vermont",2002,257351,21624,1802207000
50,"Vermont",2003,256441,21831,1830835000
50,"Vermont",2004,256132,22133,1890463000
50,"Vermont",2005,261656,22273,1980100000
50,"Vermont",2006,263838,22317,2114965000
50,"Vermont",2007,268086,22341,2165153000
50,"Vermont",2008,267223,22121,2380185000
50,"Vermont",2009,258948,21567,2229246000
50,"Vermont",2010,258065,21451,2168775000
50,"Vermont",2011,257474,21190,2279280000
50,"Vermont",2012,258505,21161,2306924000
50,"Vermont",2013,255310,21119,2463187000
50,"Vermont",2014,254009,21041,2460182000
50,"Vermont",2015,266363,21121,2526388000
50,"Vermont",2016,262705,21174,2592498000
50,"Vermont",2017,258876,21158,2677232000
50,"Vermont",2018,261282,21019,2799325000
50,"Vermont",2019,261196,20829,2922107000
51,"Virginia",2001,2943854,176532,25523639000
51,"Virginia",2002,2914804,180501,24943098000
51,"Virginia",2003,2932822,183468,25626475000
51,"Virginia",2004,3054816,188989,27650883000
51,"Virginia",2005,3060127,193067,29120303000
51,"Virginia",2006,3174363,197263,31997822000
51,"Virginia",2007,3182107,200503,34017395000
51,"Virginia",2008,3182794,197716,34999439000
51,"Virginia",2009,3059746,194018,34323114000
51,"Virginia",2010,2996882,193042,33381898000
51,"Virginia",2011,3027611,191063,35441139000
51,"Virginia",2012,3071081,192730,37383654000
51,"Virginia",2013,3130430,193907,38482308000
51,"Virginia",2014,3141962,195639,39645538000
51,"Virginia",2015,3198718,197384,41369888000
51,"Virginia",2016,3254172,199548,41954103000
51,"Virginia",2017,3310542,201893,44736222000
51,"Virginia",2018,3386839,202379,48129320000
51,"Virginia",2019,3455993,203467,50417404000
53,"Washington",2001,2294285,164072,20961525000
53,"Washington",2002,2185658,165933,20233801000
53,"Washington",2003,2293222,167272,21981435000
53,"Washington",2004,2268913,171529,21119886000
53,"Washington",2005,2316296,175658,22140245000
53,"Washington",2006,2421269,179908,24890104000
53,"Washington",2007,2501684,184542,26770919000
53,"Washington",2008,2536645,182207,28105165000
53,"Washington",2009,2385282,177276,26937958000
53,"Washington",2010,2326731,175914,25855310000
53,"Washington",2011,2355123,173511,27857749000
53,"Washington",2012,2361697,175553,29264997000
53,"Washington",2013,2444098,176815,31406401000
53,"Washington",2014,2528874,179012,33822505000
53,"Washington",2015,2602408,182913,35656729000
53,"Washington",2016,2685355,186164,37603653000
53,"Washington",2017,2768660,191045,41344018000
53,"Washington",2018,2847481,193817,45434074000
53,"Washington",2019,2898378,195105,48521048000
54,"West Virginia",2001,555613,40439,3488524000
54,"West Virginia",2002,561478,40488,3606988000
54,"West Virginia",2003,561434,40376,3667881000
54,"West Virginia",2004,568619,40837,3731560000
54,"West Virginia",2005,565499,40735,3822745000
54,"West Virginia",2006,583196,40566,4203564000
54,"West Virginia",2007,581023,40492,4379261000
54,"West Virginia",2008,590487,39641,4643839000
54,"West Virginia",2009,572960,38990,4682720000
54,"West Virginia",2010,560450,38676,4474297000
54,"West Virginia",2011,568344,38150,4871007000
54,"West Virginia",2012,579583,37906,5229164000
54,"West Virginia",2013,574792,37573,5173336000
54,"West Virginia",2014,573862,37354,5324098000
54,"West Virginia",2015,565435,36993,5487352000
54,"West Virginia",2016,558905,36607,5258103000
54,"West Virginia",2017,549413,36522,5552016000
54,"West Virginia",2018,554567,35963,5775677000
54,"West Virginia",2019,554433,35795,5991824000
55,"Wisconsin",2001,2400575,140540,18171568000
55,"Wisconsin",2002,2355816,142086,18140882000
55,"Wisconsin",2003,2383503,142220,18854183000
55,"Wisconsin",2004,2435143,144116,19768175000
55,"Wisconsin",2005,2449114,145159,20260093000
55,"Wisconsin",2006,2482281,145836,21604659000
55,"Wisconsin",2007,2483307,146286,22664404000
55,"Wisconsin",2008,2496107,144081,23428958000
55,"Wisconsin",2009,2355128,140861,21985007000
55,"Wisconsin",2010,2319851,139554,21291291000
55,"Wisconsin",2011,2353459,138045,22711583000
55,"Wisconsin",2012,2387973,138246,24250372000
55,"Wisconsin",2013,2400144,137983,24893339000
55,"Wisconsin",2014,2449347,138221,26110738000
55,"Wisconsin",2015,2503532,139500,27267731000
55,"Wisconsin",2016,2524329,140859,27818947000
55,"Wisconsin",2017,2561381,142136,29796266000
55,"Wisconsin",2018,2602148,141666,31519566000
55,"Wisconsin",2019,2610712,141635,32705118000
56,"Wyoming",2001,178299,18453,1137760000
56,"Wyoming",2002,177828,18769,1195466000
56,"Wyoming",2003,180959,18917,1228693000
56,"Wyoming",2004,187360,19330,1313697000
56,"Wyoming",2005,191934,19736,1405732000
56,"Wyoming",2006,204153,20242,1640183000
56,"Wyoming",2007,215615,20765,1883297000
56,"Wyoming",2008,221971,20785,2097387000
56,"Wyoming",2009,214715,20360,2030893000
56,"Wyoming",2010,205046,20231,1952595000
56,"Wyoming",2011,208385,20329,2112439000
56,"Wyoming",2012,214241,20635,2298653000
56,"Wyoming",2013,212635,20629,2294138000
56,"Wyoming",2014,219857,20807,2445252000
56,"Wyoming",2015,219881,21040,2513741000
56,"Wyoming",2016,208440,20966,2265292000
56,"Wyoming",2017,201864,21148,2253557000
56,"Wyoming",2018,205786,21336,2386265000
56,"Wyoming",2019,207016,21578,2507543000
