"cz1","cz2","distance"
148,77,74.0135601911967
148,81,61.9829302214825
148,136,57.217893096101
148,170,19.6074452490483
148,203,42.368458583699
148,213,18.9967686516865
148,215,87.8869728366967
148,222,20.9074111343845
148,296,22.7483288657177
148,318,26.5483067645343
148,327,74.0209145747148
148,367,94.2812036111314
148,391,20.494235551004
148,400,97.5632815225107
148,417,39.5851700737205
148,436,98.9292145015426
148,442,65.3164190246902
148,536,70.2644252802482
149,9,32.6226502330465
149,27,49.5303090959876
149,69,47.3971296874942
149,99,29.7395578536516
149,160,76.2611190228302
149,226,28.3495084436677
149,588,32.2535756341852
149,690,27.3536458101574
150,32,23.9653313837287
150,51,75.7434092917495
150,87,98.1491241997924
150,91,96.6610497057655
150,112,20.0477515268389
150,138,54.1925741504012
150,167,24.6600763890317
150,246,40.5375317603563
150,248,56.2328011978747
150,256,74.2305448030671
150,302,87.8680322693338
150,319,96.8833874140608
150,342,19.7991064721232
150,359,58.9364080817274
150,361,89.663648751161
150,402,66.5180245165315
150,403,98.9728412802983
150,421,23.9416239479292
150,441,83.7935278679209
150,482,20.4046868287839
151,78,24.0773456722647
151,96,31.3614529245847
151,113,96.9125460648991
151,134,15.1136253808305
151,169,53.525491614877
151,214,92.3969093791719
151,231,72.8812380657113
151,239,69.5533810191378
151,250,13.63618165254
151,308,90.1614176018868
151,309,29.1306132376118
151,316,70.4477261869322
151,358,90.8143232785724
151,385,74.4240536544053
151,427,56.0763215935267
151,466,37.7974672085094
151,630,56.0022522305091
152,31,55.0599869838234
152,36,95.5189848897376
152,74,45.9976678954481
152,81,96.3617253250266
152,136,19.5509552735419
152,178,17.8573885382542
152,203,37.486365968791
152,213,86.7964987822347
152,219,90.4006666016897
152,222,75.8305124679892
152,251,87.5604332212806
152,332,95.4371935440236
152,367,57.3902708283916
152,418,28.3895117039309
152,420,28.6221176198316
152,436,22.5168246651941
152,441,53.0871926921833
152,454,29.9443251536487
152,565,68.3788807256599
153,5,34.9888065760222
153,159,34.3695776575744
153,183,65.3099302484709
153,264,79.9510910769966
153,500,67.7389059975061
153,579,71.3142852139624
153,613,87.6745334947136
153,626,56.9937762105889
153,648,99.3500097941752
153,650,98.5247671977754
153,691,94.7081581378598
153,697,53.2124475485548
154,9,88.1078566035595
154,16,76.7460970897631
154,23,36.7595198224414
154,114,44.7436303738002
154,118,25.1087886950453
154,163,97.0322474675843
154,168,22.9606441675864
154,289,87.791967905758
154,314,66.7910795532013
154,338,89.8333844277984
154,345,99.0088709500634
154,551,41.002351406421
154,593,73.9888086251894
155,82,35.408333613211
155,125,21.3131464353825
155,133,51.1242934670082
155,241,87.0806785316734
155,245,76.8432499223188
155,267,72.3378448844241
155,287,46.8458742338997
155,406,81.0033343099564
155,505,34.4266582500459
155,516,89.9722924002289
155,535,60.2094875817078
155,549,24.4735477371435
155,550,97.3568253916859
155,576,26.1668925366713
155,580,55.059045239478
155,594,83.1771069934786
155,598,58.7293547175941
155,607,77.8979294302713
155,643,32.3234582280187
155,687,90.5514946642685
156,1,60.786297343026
156,45,53.4580888443124
156,166,29.1182840397959
156,216,91.2691379073118
156,225,64.2343408479179
156,258,91.0921810577458
156,268,43.6519586269886
156,275,18.3427591609069
156,313,77.2748805359247
156,389,67.4296467841828
156,413,68.585265175179
156,416,19.8090278253499
156,446,24.6044089790702
156,462,92.3743167688558
156,494,93.2040330472944
156,553,86.383220276224
156,589,25.7542990633027
156,602,62.6900965500368
157,26,61.7813628460765
157,50,55.8915565015894
157,54,17.5048387912257
157,63,20.0937437444896
157,65,97.3327598013712
157,72,88.9871222723208
157,106,96.1424762012757
157,108,18.7606567168952
157,128,89.776488148019
157,176,16.7358955907733
157,177,84.170954756133
157,199,37.4007017803597
157,228,20.4929781738978
157,266,72.5962598256675
157,272,92.7486027910491
157,331,46.9566438585203
157,343,88.8724472395921
157,457,81.2621355279004
157,468,39.2241979687015
157,472,43.0361279128322
157,480,60.2165752102178
157,523,58.0635988954431
157,531,90.6430223025657
157,560,94.5996702813962
157,573,73.4978975244171
158,207,89.1215473270352
158,438,82.0201287525669
158,476,59.3902379505879
159,5,56.053109181669
159,153,34.3695776575744
159,183,76.8835105118788
159,264,43.1772441704778
159,500,35.0031355503193
159,613,43.722172869854
159,626,79.9448658304797
159,633,92.4245165603322
159,693,78.7847479312725
159,697,45.4947091701468
160,9,32.0651475135195
160,27,23.0575684429935
160,35,56.0466690478665
160,42,75.3925889831786
160,118,68.4033643496181
160,149,76.2611190228302
160,283,30.0232509049356
160,387,31.4040035312437
160,475,66.8683998435305
160,485,36.7481038009858
160,551,96.0730115965884
160,588,21.405846469441
160,690,86.6318213856712
161,15,75.5533047657753
161,85,81.1440258971024
161,115,62.0522824131307
161,127,89.0860436492915
161,145,83.4618305791372
161,192,21.8641445432802
161,223,79.4945367468374
161,229,26.255958996583
161,230,29.699609396084
161,253,65.7279435989435
161,280,40.7676669061909
161,304,94.5272857515783
161,344,26.5528563659375
161,393,24.3047610929
161,401,88.0175710640368
161,455,25.0716786818586
161,469,90.0193487702519
161,470,51.2152799584253
161,478,24.5587874380293
161,507,68.9617442864313
161,526,80.2027037180219
161,545,64.3527086104356
161,548,60.044099021965
161,561,63.2796766509196
162,84,63.147052145887
162,87,21.6637854658447
162,110,31.5684582958054
162,112,96.8533372734818
162,138,37.3243823732441
162,146,71.5711159511265
162,182,69.5371199059204
162,220,16.6589499696729
162,238,32.9366871969998
162,248,62.4343459831683
162,298,70.6727108028792
162,346,71.0599597821926
162,528,16.5223451725502
162,559,29.7341878627335
163,23,31.4399472473305
163,29,45.8876139194981
163,42,50.974095897034
163,118,95.3458293171873
163,154,97.0322474675843
163,265,78.0550312568471
163,286,19.1098089726754
163,314,76.4527304450393
163,386,62.5606056493489
163,387,82.8093536856211
163,422,59.6808576091939
163,433,91.0500607967754
163,475,29.0807429821004
163,485,87.1416943232957
163,551,25.6715077434342
164,169,87.1289167392885
164,184,18.3784233060587
164,214,80.4916547296557
164,215,36.2003540201901
164,332,80.3142767013259
164,358,76.9944611798164
164,431,34.081577107171
164,524,26.7230968093482
164,565,93.5024774778496
165,19,64.2096566371977
165,61,24.5053496924921
165,64,23.975230783331
165,119,42.1608337984456
165,137,16.4455005227684
165,142,71.0668542420198
165,197,80.9454754746595
165,252,96.5082324356204
165,374,74.7230681111126
165,424,68.7514031084263
166,1,60.6447553419189
166,21,99.1381269197887
166,45,98.5446995674029
166,120,63.945202343885
166,140,33.4211899400196
166,156,29.1182840397959
166,189,66.0477036626573
166,216,49.2753266007831
166,268,58.4927635747149
166,275,75.7757923374232
166,312,94.0790087101429
166,389,16.7287960774882
166,413,90.6735688019482
166,416,25.0586601448668
166,446,22.5791390065249
166,457,74.0828827392287
166,462,25.4263008179872
166,494,25.1129727318185
166,589,59.6224230751144
167,32,49.551391587518
167,59,85.6868969898433
167,65,51.0817776277749
167,91,24.9843923419656
167,112,56.3031146788008
167,123,62.6252412960815
167,138,75.459296940537
167,150,24.6600763890317
167,246,37.4064854517812
167,256,16.542855876181
167,282,88.272973542572
167,302,52.7352839940827
167,311,91.6683600039358
167,319,32.703788577314
167,328,17.2730371661007
167,342,17.1434976265051
167,351,62.8525787728675
167,357,95.2945424918902
167,359,54.2747428320269
167,361,59.7316351499338
167,402,16.7573192340767
167,421,71.1439724590837
167,439,70.5511685900887
167,450,33.06634550914
167,482,20.643595699598
167,531,87.1906516583466
167,682,78.8099833178236
168,16,30.1778323942445
168,23,84.3740961370049
168,56,75.214249752331
168,114,31.6085488885609
168,118,81.4765415609291
168,154,22.9606441675864
168,289,73.3128350152736
168,314,88.4509678544236
168,338,30.6351885674625
168,345,66.5245438509228
168,551,98.5074552032879
168,593,72.920842561179
169,96,80.9627279063337
169,113,62.0696440271735
169,151,53.525491614877
169,164,87.1289167392885
169,184,50.6804177155323
169,198,76.9244631646494
169,214,23.2673309915565
169,231,63.9141189133358
169,250,75.6426283730574
169,309,21.1978245156329
169,358,24.996969230985
169,385,93.2502147603609
169,431,23.7144737539426
169,466,27.9040689601365
169,524,85.1506125453838
170,10,57.1643837100869
170,77,67.2255111994876
170,148,19.6074452490483
170,203,59.1432191651424
170,213,58.1697666214452
170,215,33.5733153245412
170,222,80.521963402872
170,232,99.474222707613
170,296,25.8598564921942
170,318,74.1065504113317
170,391,28.8525258483587
170,417,22.4678105178237
170,536,67.7606796303939
171,48,81.0844294085454
171,129,90.1316895586018
171,354,65.6878423227851
171,412,25.8416854532939
171,596,21.0921939846411
171,640,76.2787711529528
171,700,31.2551703630255
172,53,63.488063770003
172,100,95.4561866291898
172,104,25.3169423275719
172,249,24.1768247101606
172,284,95.6930340293735
172,322,53.3056363494641
172,352,24.2244540354745
172,388,24.3456100376842
172,395,63.5487999633805
172,574,23.6453896057361
172,583,96.9765443768306
172,586,96.2813994806917
173,14,58.0817504828733
173,39,22.2850032852968
173,74,62.6416003821849
173,147,66.3263040761272
173,180,22.5657017069868
173,219,89.3752910745525
173,261,91.8724017647403
173,330,36.8795274960827
173,355,55.175656177949
174,18,39.2406824329416
174,46,80.8490100336165
174,129,96.0322510078802
174,362,31.7297866966299
174,373,44.7146813556493
174,489,92.169447701313
174,640,82.5076600237858
174,657,43.7653785399784
174,673,72.8710991173433
174,694,54.8018707276153
174,695,99.5911657439937
175,17,37.591431257171
175,264,51.026404855801
175,315,52.5822293981486
175,363,88.5140113249695
175,423,57.3186082243658
175,613,83.6926483118787
175,633,99.7065974541062
175,656,83.9817327447098
176,25,88.5446306500773
176,26,18.3477702709792
176,50,20.6544356813153
176,54,66.8767021231834
176,63,20.1529532984438
176,72,52.6052042127573
176,89,87.7354457704767
176,108,50.9988610503743
176,157,16.7358955907733
176,181,86.316345296523
176,199,67.071243876457
176,228,19.9461359959544
176,266,44.1768789766364
176,272,47.2924672950549
176,331,60.9379378359423
176,336,75.5502047818912
176,343,97.2843593303874
176,351,93.173430347009
176,383,55.2630231433472
176,439,88.9474797210655
176,443,82.0979755922821
176,463,62.3213224671571
176,468,20.224570987421
176,471,86.6107564880603
176,472,54.0706867008071
176,523,23.0381899635392
176,531,67.1678546995157
176,573,89.2321822557201
177,21,88.2590753589336
177,54,24.0527663701596
177,65,93.6636833077047
177,90,65.1834105781272
177,106,23.1704973501845
177,108,86.2467663775249
177,120,16.3208305930033
177,140,75.9866422792515
177,157,84.170954756133
177,189,94.2876900674798
177,199,23.6451810283304
177,217,69.8705358789799
177,228,89.1588860914963
177,457,19.1744087307285
177,462,98.8044166295991
177,472,93.6053393427503
177,480,60.076826933264
177,558,53.9432979443423
177,560,99.3874082747144
177,562,99.4154316804263
177,573,70.9410560649229
178,14,86.3103253013819
178,31,32.2173903733061
178,36,60.5798487510917
178,51,93.6534159456858
178,74,16.4325969543254
178,136,56.382398704712
178,152,17.8573885382542
178,203,72.5013323736823
178,219,54.7298212747606
178,251,66.9105307328668
178,330,90.3701659896748
178,367,89.5537635373149
178,418,15.3847232665457
178,420,49.7956883247896
178,434,89.4283017492716
178,436,53.2735605572144
178,441,56.3609072009304
178,454,17.5656004080468
178,565,81.3790879568158
179,12,72.6229955080855
179,47,80.7972070822065
179,130,84.3375900118972
179,279,35.3644730711104
179,305,41.233382797723
179,517,45.101709689776
179,555,38.2220595857091
179,567,49.688875966777
179,683,90.6392029089478
180,14,67.6512027204778
180,36,49.5495303974836
180,39,52.7845647996168
180,74,46.8447806521281
180,173,22.5657017069868
180,196,40.3730346993908
180,219,76.2227316338946
180,231,90.7567886648703
180,251,77.5345887575865
180,308,32.881199731101
180,316,57.7661577516788
180,330,36.750371981292
180,355,20.9022233650118
180,427,91.8266327829384
181,10,96.0338731942766
181,25,21.0251874448069
181,26,27.7711612329318
181,38,32.2688291300289
181,72,43.1519810674382
181,89,7.94869139296689
181,176,86.316345296523
181,191,91.9985341615726
181,202,85.4151727988325
181,242,86.8372421843393
181,266,72.1238821617084
181,272,56.6102054284577
181,285,74.1284623170814
181,311,80.917573653813
181,336,86.6918326432556
181,337,15.5020712666795
181,372,65.7379385190582
181,383,22.1329401337048
181,400,62.7515571227696
181,404,80.3511016491071
181,439,73.1916803689078
181,448,51.7833294890807
181,463,12.8022318900734
181,523,74.5912825749603
181,536,95.7110704443129
182,39,91.8383796488457
182,87,65.1759950965884
182,110,33.2123754986909
182,146,56.1465175947898
182,147,68.5194981112817
182,162,69.5371199059204
182,261,68.9335164563183
182,298,20.3907551399333
182,559,35.3824675626628
183,5,26.4043791214491
183,153,65.3099302484709
183,159,76.8835105118788
183,264,77.1646390389662
183,381,51.7659593731313
183,414,46.7199106532339
183,515,80.3230467603613
183,633,44.1843334685115
183,663,74.9320618310627
183,677,54.9838899397708
183,691,35.4448107273756
183,697,40.2694618986111
184,164,18.3784233060587
184,169,50.6804177155323
184,198,77.3780022305163
184,214,16.1686407795696
184,215,87.0430016686513
184,309,94.7153478725938
184,358,63.8745351482472
184,431,20.0206233464515
184,466,65.8379326345038
184,524,65.5082597149708
185,44,48.5537595664683
185,49,51.6862336919847
185,71,58.8951450498025
185,101,58.0646482863342
185,200,36.4209360629682
185,240,24.7668100922637
185,317,27.5064460308312
185,321,21.4171890108986
185,353,24.985305113551
185,364,53.6010184586937
185,411,98.4873027460518
185,426,68.1234547981641
185,430,67.1493065404746
185,542,74.1924163308374
185,568,69.9334702559683
185,572,69.862027737494
185,628,28.1654585783434
186,47,86.2010245519458
186,144,30.5192432365048
186,204,24.6458955179334
186,223,24.0519350304671
186,230,63.1034230745008
186,233,67.5766024331551
186,304,92.8325820753385
186,344,77.5288662767159
186,366,46.7878644371178
186,470,26.0503174470572
186,507,35.192523940493
186,545,73.5877206189264
186,566,89.5480199025784
186,590,68.2803862548974
187,211,49.7419689210297
187,218,72.2485371313382
187,484,29.4845890394547
187,575,59.6854003978603
187,584,69.3339589461243
187,903,70.2731572675568
188,8,17.7148849798172
188,20,25.4923333326459
188,22,61.6277654524955
188,60,28.5195232039246
188,62,53.4769400365528
188,67,94.5785870576052
188,79,48.3776302692841
188,143,38.0587853404649
188,190,99.706582987082
188,197,97.1660768076131
188,306,16.6607830997117
188,312,92.1649801581106
188,341,92.5467333770458
188,347,32.7526444064249
188,380,61.6977267886698
188,382,69.7290249105051
188,409,96.5949195315174
188,458,94.9435224420745
188,678,98.864124389141
189,1,20.6954171272569
189,54,72.07692224087
189,108,51.9793448005695
189,117,22.5286818922371
189,120,85.2403673709077
189,128,54.490041121021
189,140,58.5873352854677
189,166,66.0477036626573
189,177,94.2876900674798
189,209,60.924475893461
189,259,74.5172499886246
189,331,87.4429614769071
189,343,85.6643997777468
189,350,95.2717612190694
189,384,84.2010413015398
189,389,30.1835257868597
189,413,87.1298386121703
189,416,65.5159736479849
189,457,14.0029884329592
189,462,98.3676136431852
189,480,36.0636793610001
189,494,17.2647710556395
189,520,45.31073265363
189,560,25.6011284623168
190,8,98.1393460755221
190,20,52.4980470906097
190,21,22.4021377264606
190,22,30.3435970095384
190,60,25.0721913980021
190,67,95.7647546116326
190,79,79.5074609235828
190,90,63.9579532650094
190,106,96.7186298330975
190,120,66.0281628944679
190,141,71.7910314700604
190,188,99.706582987082
190,216,76.3170412217879
190,247,85.6145311973465
190,303,32.573172484461
190,312,92.8468053769078
190,409,22.9538857947979
190,458,62.5120783119987
190,462,70.9414014782398
190,558,45.6965150037164
191,25,49.2202072243204
191,38,52.9947022957306
191,53,67.6958573431727
191,77,72.3216241183213
191,89,98.109688759866
191,181,91.9985341615726
191,202,60.6038910527766
191,232,86.3486818377088
191,236,62.3185510700749
191,249,66.735841989788
191,284,18.1526419388402
191,285,30.6922946012849
191,337,63.5421609409551
191,404,31.9349662153961
191,408,24.3672543669847
191,432,23.1412628893705
191,448,14.1243063770847
191,513,27.2095129404875
191,536,75.2058522588853
191,587,17.2461622510795
192,2,97.1328194599637
192,66,77.4607261224047
192,85,22.4435160786457
192,115,85.9961901568652
192,122,65.468142631779
192,127,67.1353596867742
192,145,85.4673176903014
192,161,21.8641445432802
192,221,91.2647942013332
192,229,27.7990046039353
192,253,22.0655552795337
192,280,17.1797563850183
192,344,76.5889917323006
192,393,40.5078595437861
192,455,71.8248890972743
192,469,67.3522687311901
192,478,22.1914727949268
192,492,82.0014637156678
192,526,86.8688168080063
192,548,27.402629608738
192,554,47.6320377442703
192,629,83.0961363981922
193,27,89.5490780862443
193,35,64.6225076931036
193,86,33.4943498851338
193,97,81.614847132231
193,270,95.4766903096706
193,333,29.4115525351446
193,483,93.133699926226
193,490,96.6767195930851
193,511,31.5523757018401
193,534,83.8027934088746
193,541,37.406302898961
193,569,57.5637425514053
193,592,30.5298364326865
193,606,38.8526724571124
193,610,99.8163163654502
193,632,77.1438240893912
193,644,87.9968239477473
194,8,93.6239743314478
194,22,77.2191665983634
194,30,22.5516448223987
194,41,38.6923625880251
194,61,88.1806027284251
194,67,15.6716881659991
194,79,58.375983149507
194,84,90.6211747445055
194,119,48.5059703846602
194,137,92.4985665092058
194,141,19.8976588103855
194,197,76.2949358064536
194,212,95.5908625177989
194,247,49.3515829498989
194,252,25.084559322599
194,278,20.3017798695304
194,282,59.6925092705564
194,310,58.3613100521869
194,341,57.2094335793212
194,371,60.5479733151246
194,409,80.7294114368455
194,424,56.6975346970999
195,94,37.1347804134928
195,105,26.4552180340686
195,281,55.2238550733942
195,398,27.9849920366254
195,527,67.7000153480427
196,36,18.4844330384639
196,74,68.7626343997165
196,113,95.9882184872513
196,134,98.9309125502247
196,180,40.3730346993908
196,231,49.7737423742249
196,250,71.4254540398529
196,251,37.194625767303
196,308,12.8859557742491
196,309,94.8108601297762
196,316,20.4350122545427
196,355,23.5853118999107
196,418,78.4447395291375
196,427,75.9331436671448
196,565,99.2252418856146
197,8,16.5456636954253
197,19,21.615923975703
197,20,84.3605593051946
197,22,79.1238159213217
197,61,74.6603955719589
197,62,68.9690341884991
197,64,92.5567400509204
197,67,58.8250501496603
197,79,41.5854327803296
197,119,27.6112674787014
197,137,26.6079992618468
197,165,80.9454754746595
197,188,97.1660768076131
197,194,76.2949358064536
197,247,91.7119167162239
197,252,31.4127068713116
197,341,17.9533521574251
197,347,73.712028055923
197,374,70.2910028640398
197,382,24.3140022983809
197,424,81.593176056742
197,670,97.1094676025898
198,96,47.5339710041327
198,169,76.9244631646494
198,184,77.3780022305163
198,214,22.7118876820197
198,385,31.3276848634112
198,431,93.4713701790281
198,466,39.0817425412965
198,527,54.3898699239948
198,630,94.5084576280094
199,26,99.7715961354878
199,54,16.7418475804439
199,63,95.857139270815
199,65,41.5189890922547
199,90,68.1323128748167
199,106,16.6124649977756
199,108,75.8624564586203
199,120,58.449524505824
199,157,37.4007017803597
199,176,67.071243876457
199,177,23.6451810283304
199,217,38.6922602830871
199,228,13.7782252423907
199,266,62.3629354727964
199,336,87.4530764665058
199,351,71.9445413675124
199,357,90.9827296466752
199,450,91.4761782457036
199,457,57.2712154793021
199,468,40.0140545788052
199,472,16.8380849644867
199,480,84.4684577600841
199,523,70.0956285922163
199,531,45.5218808739829
199,558,85.227851767815
199,562,85.9785173523353
199,573,20.4773582824488
199,682,96.1706307441598
200,29,87.258386485293
200,49,22.5432326907946
200,71,22.5544824846607
200,92,87.3131687776875
200,185,36.4209360629682
200,225,95.5165013476684
200,240,39.2872969923884
200,265,61.8184156592051
200,317,85.2459103167828
200,321,70.1214127333387
200,353,81.5695391933875
200,411,36.7784463938291
200,426,70.4491340627545
200,430,87.8951749826939
200,473,74.5844341907589
200,553,94.8135622878155
200,568,59.3343248257517
200,628,41.0815884354204
201,88,18.6436859885336
201,234,30.5607545154593
201,529,75.547224877917
201,539,89.4766567813068
201,686,96.4792902828956
202,25,17.9089873798477
202,58,74.561770163314
202,66,93.9401178224708
202,127,88.3404768561761
202,145,97.893610900109
202,181,85.4151727988325
202,191,60.6038910527766
202,224,27.7259613102852
202,235,54.0056926075523
202,236,21.8088646020384
202,242,25.2394141950518
202,272,50.1617813695395
202,285,16.9804797888969
202,320,64.5546109117365
202,337,83.7398168803409
202,383,77.5724336797363
202,408,37.3480445886827
202,440,29.6186919210761
202,443,79.3660918985449
202,448,47.3931832861402
202,587,37.5258446054891
203,10,98.2161283803353
203,81,78.2124534717759
203,136,22.4107878818936
203,148,42.368458583699
203,152,37.486365968791
203,170,59.1432191651424
203,178,72.5013323736823
203,213,19.070399953309
203,215,25.9998556337433
203,222,29.290566000046
203,296,19.9007305742289
203,318,74.0774668104246
203,332,34.4419960665474
203,367,74.7306167547457
203,418,81.3851986846414
203,420,22.7437402547681
203,436,57.4701092361245
203,454,90.5366390194487
203,524,62.1940724258975
203,565,82.8113837413683
204,12,96.816560725047
204,47,24.200645433521
204,83,86.9508447418044
204,144,22.8754429006212
204,186,24.6458955179334
204,223,47.7334975594524
204,230,81.1067268134324
204,233,81.049881014349
204,279,66.4355259382633
204,304,88.1918193998041
204,366,32.4349945098969
204,470,54.4267075748315
204,507,50.8382078495736
204,517,30.254710102923
204,555,91.5123418659117
204,566,64.8352928472397
204,567,44.0384579884382
204,590,59.773514409149
205,19,69.1675289782018
205,62,77.3350478300462
205,64,22.5194225577207
205,75,25.3316720228888
205,137,85.6633597776548
205,277,58.3527141161382
205,325,25.806371324196
205,334,97.3235830287875
205,374,27.4974795259588
205,522,75.8340608746348
205,670,41.58457571776
206,24,73.1999693085003
206,57,56.6158574873808
206,241,21.5213705326085
206,244,58.9621888262531
206,245,46.5558346352945
206,267,23.1165478931365
206,329,17.2387362811105
206,429,80.2344895489088
206,514,25.0742069257732
206,532,23.7041410003573
206,546,57.993563005228
206,547,82.211904421806
206,550,22.0662674279137
206,576,75.3881229664087
206,580,90.7988961618587
206,598,80.6220135107217
206,603,82.7883091986185
207,158,89.1215473270352
207,476,77.1956606369791
207,647,64.5679715770312
207,665,77.90368592831
208,52,20.8200648983938
208,460,42.7324322127402
208,657,52.0492048166112
208,673,84.9217550522267
208,694,98.220972058596
208,695,83.2852069601986
209,1,56.048979639211
209,2,46.5613818708159
209,108,81.2109774397087
209,117,20.5553534357711
209,128,21.0281675598502
209,189,60.924475893461
209,221,76.8127938544487
209,259,41.3843387598083
209,331,70.875223885684
209,343,40.9478682066418
209,349,51.818797377638
209,350,25.220249391228
209,364,77.8059642198292
209,384,17.4791455338403
209,399,19.9260586958637
209,430,96.7994820261955
209,471,92.2311175180343
209,493,53.1352838413053
209,520,27.7464841880346
209,560,67.5339698047225
210,107,63.6483590082724
210,461,72.8518710709474
210,465,91.7327773554562
210,510,35.1933177091491
210,515,97.8571537417655
210,556,88.3505117923123
210,571,67.1660167510921
210,578,71.3896947220366
210,579,87.8006075369507
210,625,22.3055865159215
210,636,32.9082581077511
210,651,35.8095855162535
210,666,54.2025068200569
211,80,14.5747202505174
211,93,24.598286831469
211,187,49.7419689210297
211,218,56.0913252397935
211,294,42.478038241151
211,348,83.6826648050966
211,484,21.820441001089
211,575,73.6659665217059
211,635,87.7465347949712
212,30,26.363203294531
212,61,45.1413122802289
212,84,27.3524562005644
212,98,33.4332161771821
212,119,82.6663417947364
212,138,92.8293539924346
212,142,17.6603848681647
212,194,95.5908625177989
212,220,65.2556107926075
212,238,60.5750784298637
212,252,79.9599632921369
212,278,72.1726544582147
212,282,67.4865710550608
212,346,71.0307330629003
212,361,86.2966586933599
212,424,24.7610450607658
213,10,71.6771775683442
213,81,70.608986838019
213,136,37.787902929064
213,148,18.9967686516865
213,152,86.7964987822347
213,170,58.1697666214452
213,203,19.070399953309
213,215,74.6903201500566
213,222,15.6956646992533
213,296,20.0191502621506
213,318,48.183881368728
213,332,92.6933636067497
213,367,88.7149810756819
213,391,87.66384401318
213,420,76.9210395334348
213,436,86.4142076782311
213,442,99.6521119477055
214,96,67.1406241932489
214,113,98.370575359816
214,151,92.3969093791719
214,164,80.4916547296557
214,169,23.2673309915565
214,184,16.1686407795696
214,198,22.7118876820197
214,309,69.3742071372834
214,358,45.2481714911101
214,385,65.3507297436049
214,431,20.7169109102463
214,466,26.153122480701
214,524,87.0665599646
214,527,97.5372384316333
215,136,97.6609963047569
215,148,87.8869728366967
215,164,36.2003540201901
215,170,33.5733153245412
215,184,87.0430016686513
215,203,25.9998556337433
215,213,74.6903201500566
215,222,98.9634517527953
215,296,27.4682569599146
215,332,24.0976012503452
215,358,91.5945701215469
215,420,40.1433350390309
215,524,31.5107560295241
215,565,85.4285157598351
216,21,26.222576043678
216,60,63.8626110898663
216,120,74.6685990304903
216,140,83.6150120098599
216,156,91.2691379073118
216,166,49.2753266007831
216,190,76.3170412217879
216,257,90.6307702426031
216,268,41.1350570746877
216,312,24.6470285926335
216,380,85.3131111550715
216,389,98.875240841523
216,446,25.1308213464748
216,458,20.5456661868476
216,462,34.4718786080793
216,494,96.2314776294442
216,589,86.9023125230333
217,54,73.4876712407904
217,65,16.1896163806075
217,90,26.2680601071799
217,91,92.3200182493983
217,106,8.66839375840191
217,120,97.1879419707534
217,123,64.6252292917222
217,141,45.2608874925513
217,177,69.8705358789799
217,199,38.6922602830871
217,228,96.6268533605425
217,282,90.4329898052749
217,303,98.9578268542953
217,310,50.2005743044303
217,328,65.706802734118
217,351,95.3330995005079
217,357,30.1740766327716
217,371,80.7750483609894
217,450,90.4739885726004
217,472,73.8240006982552
217,531,65.5637233255961
217,558,72.1656026522279
217,562,20.5446529758496
217,573,31.1383505811113
217,682,44.9432382472296
218,93,91.2584112930968
218,187,72.2485371313382
218,211,56.0913252397935
218,294,27.7418601162121
218,484,48.4183582126536
218,584,91.1652553084104
219,14,22.2670732509287
219,31,24.7824490918696
219,36,61.3639133391853
219,39,57.3558723854607
219,51,88.6480688733912
219,74,18.6631758427363
219,152,90.4006666016897
219,173,89.3752910745525
219,178,54.7298212747606
219,180,76.2227316338946
219,261,92.9597090985787
219,330,19.77333478867
219,355,65.106728010043
219,403,72.8691793550175
219,418,66.6555963741746
219,434,60.6309355537242
219,441,71.1677298154151
219,454,55.5888440765097
220,84,19.2093133893554
220,87,63.5220735349695
220,98,66.2697578388448
220,110,64.3670287427294
220,112,90.7930314523684
220,138,22.6911896105931
220,162,16.6589499696729
220,212,65.2556107926075
220,238,29.8774062242693
220,246,94.7413675386822
220,248,76.7743526148706
220,346,31.7155000860582
220,361,82.7314483217145
220,528,21.4109105690021
220,559,69.3031860600455
221,2,17.5726708381842
221,50,90.5414318681909
221,66,22.7577661022573
221,85,29.4872358789848
221,122,19.8767579615159
221,126,73.3720707909681
221,127,81.4689864084635
221,192,91.2647942013332
221,209,76.8127938544487
221,224,66.7100016348491
221,235,21.922962747147
221,242,67.9545109095096
221,320,81.4717512126516
221,343,89.5061164718691
221,349,19.6230070578813
221,384,52.0705766505833
221,399,63.0534290232918
221,443,66.205434679886
221,471,33.3668071352295
221,493,97.443397809136
221,548,54.1803661568092
221,554,75.2729699704888
221,629,46.4641574721566
222,10,41.1999778564727
222,59,45.1148797940717
222,81,15.3594008251725
222,136,19.0468587038485
222,148,20.9074111343845
222,152,75.8305124679892
222,170,80.521963402872
222,203,29.290566000046
222,213,15.6956646992533
222,215,98.9634517527953
222,296,47.6663920984125
222,318,21.0318084479673
222,327,81.409896255736
222,367,39.4651338814072
222,391,90.9242611491482
222,420,87.3070581160778
222,436,51.6634285984009
222,442,59.0805896240719
222,454,98.8919526408151
223,58,52.8222464831238
223,70,30.8576215503752
223,100,74.0723291536381
223,115,51.3610364554508
223,144,99.4698731228347
223,161,79.4945367468374
223,186,24.0519350304671
223,204,47.7334975594524
223,230,87.2636364382805
223,233,18.9165650471764
223,263,95.1919473960174
223,344,41.4518389035616
223,366,35.4125715350097
223,470,26.0906986565108
223,507,88.3931254292815
223,545,22.9868249438834
223,586,76.8513248585538
224,25,74.6027255857631
224,58,52.8558037279673
224,66,48.7314933936009
224,122,89.0668621715807
224,127,42.8588007872627
