"cz1","cz2","distance"
22,341,57.1345913091526
22,347,78.4939922986221
22,382,96.833524974209
22,409,19.7437909914435
22,458,78.4806371568237
22,558,98.8834882905702
23,29,57.5536823177185
23,92,36.0571273704081
23,114,32.8507651173908
23,118,50.5046494602317
23,154,36.7595198224414
23,163,31.4399472473305
23,168,84.3740961370049
23,225,70.6532574940265
23,265,62.1947116767164
23,286,48.1296033831348
23,289,72.5697998138182
23,313,37.5892778866598
23,314,28.1728223131234
23,411,86.3651597086192
23,422,31.5493385974542
23,475,84.6368827364794
23,551,23.2983621240335
23,593,53.4613440193616
23,602,76.572719568705
24,4,26.1631422439752
24,15,62.7539369433207
24,55,61.23896466221
24,57,43.3291501055744
24,206,73.1999693085003
24,245,18.7098471864636
24,267,89.0859660132093
24,295,20.4555814851762
24,329,26.0233494705809
24,368,99.7979096449807
24,401,77.4150454179447
24,429,82.0273723760429
24,504,97.3256918681627
24,509,48.4893196113995
24,516,55.4626318804897
24,526,96.4624128543647
24,532,88.4114671257245
24,550,51.1445190286755
24,564,32.6447278472492
24,580,82.4188164684667
24,597,25.3835379258973
24,603,24.4142153312661
24,621,54.4917343959423
25,26,44.623778682083
25,38,42.6373163624714
25,50,70.9538277905317
25,63,99.1628618531026
25,89,53.0139154404834
25,176,88.5446306500773
25,181,21.0251874448069
25,191,49.2202072243204
25,202,17.9089873798477
25,224,74.6027255857631
25,235,76.3000459255159
25,236,71.1267958263671
25,242,21.3458856274276
25,272,17.856537198452
25,285,18.9903674513237
25,337,17.0044250291725
25,383,17.4859146292507
25,400,88.892013901785
25,404,58.833675454006
25,408,86.3292644756594
25,432,89.6842921587848
25,440,88.0523492153587
25,443,66.5458600007793
25,448,17.655776374286
25,463,52.7343259238284
25,471,93.3396487344913
25,536,91.4151395486191
25,587,49.318628546818
26,25,44.623778682083
26,38,94.2160508830633
26,50,24.6904705251639
26,63,36.2471577468532
26,72,18.7514351987322
26,89,26.3680931995213
26,157,61.7813628460765
26,176,18.3477702709792
26,181,27.7711612329318
26,199,99.7715961354878
26,228,51.3655800461043
26,242,75.3921670483978
26,266,31.8444663504307
26,272,18.2077403873012
26,311,73.0397234434591
26,331,70.6788267632513
26,336,62.5383698853993
26,337,81.5572775163264
26,351,85.176475119952
26,372,74.8025513039723
26,383,19.3062011597042
26,400,98.5113002899399
26,439,59.1346504394502
26,443,59.5705275760454
26,463,15.6027470157502
26,468,46.9014835734912
26,471,75.224666137438
26,472,85.8963464637675
26,523,17.2385599246941
26,531,76.5441094230117
27,9,59.1356682306091
27,35,29.5371712893107
27,42,94.5218238393081
27,69,20.9906052011527
27,149,49.5303090959876
27,160,23.0575684429935
27,193,89.5490780862443
27,226,65.5709541128149
27,283,33.6280749896163
27,387,63.0074891597572
27,483,94.810058301856
27,485,61.1661410996177
27,511,54.6181979386367
27,534,71.8316889225745
27,569,32.6028906536042
27,588,29.0089749975948
27,592,39.1847290264648
27,690,26.5526335980771
28,40,36.4918335953689
28,68,83.960073550479
28,82,94.7523281024783
28,269,24.2567223813161
28,369,35.0102556846048
28,370,28.8404328133798
28,397,40.5382417597892
28,407,26.4605917204302
28,425,39.5176066641566
28,426,74.0534889831024
28,428,87.7228059941893
28,433,97.5204383305936
28,435,31.6654825300164
28,447,96.1194525166608
28,452,26.9361433643018
28,453,88.116096199899
28,473,83.2116133017252
28,497,49.9674398436184
28,594,96.8350133299283
28,652,88.4726310725609
29,23,57.5536823177185
29,42,72.7211378522859
29,49,60.5210787628164
29,92,65.1022010859465
29,163,45.8876139194981
29,200,87.258386485293
29,265,17.2229809057458
29,286,25.2879975507844
29,313,99.8175566643657
29,314,86.9983643422307
29,386,37.7798008713932
29,411,32.3981071938671
29,422,24.6350498302957
29,426,98.9293032924798
29,433,87.0005130820704
29,473,58.5167983429194
29,475,97.4660016461944
29,497,76.4438863179842
30,41,40.927278066046
30,61,61.9362589254255
30,67,56.9247375883036
30,84,19.1552564537646
30,98,74.9878750928036
30,119,46.5025799545297
30,141,59.8940069104128
30,142,53.7739371643008
30,194,22.5516448223987
30,212,26.363203294531
30,247,89.4648872948206
30,252,22.1366648007808
30,278,16.9474882020997
30,282,23.6881293846695
30,310,71.8752185752459
30,341,96.561160629053
30,346,78.2423080365918
30,361,67.6361140778596
30,371,50.7283714913263
30,424,17.9861232981378
31,14,20.3789583331832
31,32,55.3707381792763
31,36,78.8095592057662
31,39,81.3869193726111
31,51,20.3747546613615
31,74,17.1590536536423
31,87,96.635828718979
31,152,55.0599869838234
31,178,32.2173903733061
31,219,24.7824490918696
31,248,72.9057572536293
31,261,90.7257571044624
31,330,57.4259072032347
31,359,89.8892902409954
31,367,98.2469462279714
31,403,52.2207919316728
31,418,57.0343999234793
31,421,93.971236939866
31,434,23.9551501465128
31,436,70.5988268208142
31,441,19.5712629076099
31,454,18.1939322989131
32,31,55.3707381792763
32,51,20.3404224857363
32,59,75.2535735176697
32,87,64.0937346012995
32,112,37.68120655003
32,138,85.9253844519133
32,150,23.9653313837287
32,167,49.551391587518
32,246,83.2531652740915
32,248,27.9541137187064
32,256,91.5274946730121
32,302,76.1398502169291
32,342,22.901943070586
32,359,18.5370941868799
32,367,66.0341472252505
32,403,54.9433407211423
32,421,17.5797231174364
32,434,70.9190158255484
32,436,56.1669205439727
32,441,20.5915519982079
32,454,82.3411632626101
32,482,62.2273132391071
33,271,32.0446090697652
33,301,91.2335252355711
33,324,86.601402797628
33,356,55.8820326246501
33,360,33.7387548039745
33,375,33.3717732641785
33,390,93.5187150314479
33,415,35.783343596659
33,451,35.0356608307833
33,479,38.2551072788265
33,491,82.0383261581482
33,537,89.9105314703266
33,624,45.9236816803056
33,675,68.552079795765
33,681,65.3806499497728
34,16,42.0487869148795
34,45,23.2060234356028
34,56,22.6606477597507
34,254,50.6857975626538
34,255,20.7590184195759
34,257,22.1213748627887
34,258,69.0034604586768
34,268,52.1580224175043
34,289,78.2433822653982
34,312,70.8254242074274
34,345,16.4868487803237
34,380,99.0637179919218
34,589,99.379548922743
35,27,29.5371712893107
35,42,92.5564324087545
35,69,87.8955613852678
35,86,86.7083237351126
35,102,64.9819373538795
35,160,56.0466690478665
35,193,64.6225076931036
35,283,35.429509345172
35,387,92.6235765104977
35,485,66.7965880950606
35,511,25.7067188023531
35,534,35.2103072364649
35,569,61.7925953705595
35,588,89.9976740049518
35,592,31.8642940053341
35,632,81.5775683089515
36,14,95.3854814697836
36,31,78.8095592057662
36,74,17.414235592696
36,113,84.70658868025
36,152,95.5189848897376
36,178,60.5798487510917
36,180,49.5495303974836
36,196,18.4844330384639
36,219,61.3639133391853
36,231,61.5602180706674
36,251,22.727685291297
36,308,48.6132605115636
36,316,44.9857536503352
36,330,63.84438755318
36,355,22.7645925032948
36,418,22.3531016295879
36,420,84.4571249814658
36,454,97.0303299078392
36,565,71.5066343214253
37,7,33.9772088279849
37,273,99.0430888306902
37,315,48.4471620656791
37,405,94.2296492284926
37,444,36.7305445403449
37,449,80.784993535575
37,512,74.978580989739
37,585,67.4895954751868
37,613,74.2793495172697
37,656,79.9500644555631
37,693,76.706546744028
38,10,23.5510901727787
38,25,42.6373163624714
38,26,94.2160508830633
38,72,83.362376241851
38,77,80.188475542216
38,89,21.4269186551084
38,116,98.3899880612851
38,181,32.2688291300289
38,191,52.9947022957306
38,285,76.6447869438553
38,327,48.0136238483886
38,337,17.6130760403155
38,372,76.437848229355
38,383,73.6861539315862
38,391,46.1232393767835
38,400,21.2694592385776
38,404,15.3422284574205
38,417,93.4801401768355
38,432,58.2485744459156
38,448,20.9390745579074
38,463,78.7683872406137
38,536,18.260101968947
38,587,80.5203739542195
39,14,17.8583708940787
39,31,81.3869193726111
39,74,48.6017268481825
39,87,59.6249110870643
39,146,62.1580508383823
39,147,24.5558344692247
39,173,22.2850032852968
39,180,52.7845647996168
39,182,91.8383796488457
39,219,57.3558723854607
39,261,16.235919414173
39,298,41.6881039457625
39,330,7.34087474729633
39,355,71.2176115221531
39,403,42.8046455199562
39,434,80.2709865843313
40,28,36.4918335953689
40,49,54.0945182510189
40,82,76.5853399248759
40,101,73.2335573142201
40,240,72.2700954085628
40,407,25.4319956123931
40,426,22.0000673555593
40,428,25.3359730618906
40,435,70.0028231476119
40,452,31.8701333434002
40,456,74.6601347830804
40,473,56.0417539807966
40,497,86.8289053208571
40,572,23.4562736177599
40,594,38.3632702279778
41,22,91.9168414884545
41,30,40.927278066046
41,67,61.4077550697545
41,84,81.5134452795233
41,90,82.3477319159851
41,91,79.757966279295
41,123,54.5228374108829
41,141,17.8400770308153
41,194,38.6923625880251
41,247,63.987527137609
41,252,66.8446977422093
41,278,19.5445184943078
41,282,43.2947737080043
41,303,95.3505982530209
41,310,16.6271949036566
41,357,64.6105311398612
41,361,90.755962281954
41,371,18.6896844141978
41,409,83.1738801780493
41,424,99.6644433308032
41,562,79.5860773958896
41,682,91.9623071873019
42,27,94.5218238393081
42,29,72.7211378522859
42,35,92.5564324087545
42,68,99.5773921257884
42,102,27.8439313602001
42,160,75.3925889831786
42,163,50.974095897034
42,269,61.1717344034572
42,283,34.3916164535877
42,286,19.4670421097117
42,369,99.1307670194253
42,386,20.1493547517589
42,387,82.5258900529124
42,433,27.9851424692294
42,447,23.9118912971068
42,475,24.7683444099173
42,485,29.4849355710836
42,497,71.9421040980356
42,534,84.6797989628075
42,551,95.2882235751287
42,608,84.7786566503296
43,131,38.1024527982489
43,260,89.3681478026859
43,276,48.3138794118773
43,326,82.5368600770594
43,390,91.1072398504346
43,474,44.3845172560424
43,540,67.1110243311589
43,570,73.9848639427115
43,577,42.4435838441388
43,599,48.1045682705812
43,605,48.0978603924753
43,624,40.5993948324153
44,2,75.1435318693253
44,101,60.548079427478
44,121,60.3456812774669
44,126,63.5248002041857
44,185,48.5537595664683
44,240,69.0613832088511
44,317,29.409242139188
44,321,50.1809976380074
44,353,24.0630065302059
44,364,23.6451550680402
44,376,30.4420922451538
44,430,90.1576490278804
44,464,25.9802974525017
44,493,26.5248525922548
44,542,26.7261255051097
44,572,87.541195582931
44,628,81.525327239959
44,671,83.7035110545698
45,16,75.2116440509013
45,34,23.2060234356028
45,56,75.0386521118389
45,156,53.4580888443124
45,166,98.5446995674029
45,225,88.2187603000872
45,255,83.8954893883962
45,257,20.7830094016836
45,258,31.0506705503647
45,268,29.4013715080745
45,275,24.3687955578018
45,289,53.8672965726207
45,312,94.347239834848
45,313,47.1430882551615
45,345,22.6737590266206
45,416,79.7468298747977
45,446,71.7621573995059
45,589,28.8581565437096
45,602,63.9987425187667
46,18,20.099395014146
46,174,80.8490100336165
46,340,87.3087980687154
46,365,54.111800945357
46,460,71.6995957746768
46,477,26.0955978235507
46,489,66.2346556071749
46,501,53.5123611515703
46,609,76.8537921841783
46,657,78.3516290250099
46,673,51.2220355570363
47,12,17.7383299050551
47,83,25.9302937847461
47,144,24.9583748661296
47,179,80.7972070822065
47,186,86.2010245519458
47,204,24.200645433521
47,304,92.6833382796076
47,305,72.9488611980635
47,366,92.0555450935824
47,415,77.431935340281
47,451,79.3725953552954
47,491,53.6991949635464
47,499,25.1894778003271
47,507,95.4264526078894
47,517,43.4916106534164
47,555,22.9642586840993
47,563,91.2231766859197
47,566,26.5503804520274
47,567,22.3390929474313
47,590,71.5965644095597
47,591,58.1704954534181
47,614,74.4511907381989
48,18,96.4907920238044
48,171,81.0844294085454
48,340,61.3803089157736
48,489,38.1155887733315
48,640,39.459960796177
49,29,60.5210787628164
49,40,54.0945182510189
49,71,53.1283783439335
49,101,95.6502942928918
49,185,51.6862336919847
49,200,22.5432326907946
49,240,36.661331224226
49,265,54.4987970774755
49,317,84.5217787597199
49,321,87.7298946465428
49,353,88.7644193031865
49,386,79.2837350033462
49,411,28.8616080612017
49,426,29.6612727786169
49,452,66.6411181648156
49,473,24.1620480902034
49,568,97.8963784254122
49,572,62.0582048062298
49,628,73.7805388327452
50,25,70.9538277905317
50,26,24.6904705251639
50,63,11.571839703429
50,72,94.9823552638249
50,108,78.5595960415819
50,128,65.6572887984201
50,157,55.8915565015894
50,176,20.6544356813153
50,221,90.5414318681909
50,228,67.4496633793145
50,235,57.1941133700284
50,242,48.3508244684736
50,272,21.0384966204286
50,331,12.953214460971
50,343,26.915701685563
50,349,37.7182345185287
50,383,63.2766201020448
50,384,60.3424537025453
50,443,22.0321793375557
50,463,83.7819268015856
50,468,81.848891032648
50,471,16.0168725221464
50,523,68.5700102660989
51,14,47.2390902933919
51,31,20.3747546613615
51,32,20.3404224857363
51,74,92.5230893002164
51,87,57.9282278709452
51,112,75.6400072972336
51,150,75.7434092917495
51,178,93.6534159456858
51,219,88.6480688733912
51,248,31.2991697130072
51,261,83.6064900117415
51,342,87.3909193076173
51,359,58.7700085423514
51,367,94.1427013381914
51,403,27.305121656542
51,421,46.1646993678013
51,434,21.2590933973091
51,436,67.7373333156365
51,441,15.17027566976
51,454,60.8054986341094
52,124,42.2223183993802
52,132,98.6377671294036
52,208,20.8200648983938
52,460,48.4646263330258
52,654,87.1572621533979
52,657,84.7713189503645
53,77,72.2067485282905
53,172,63.488063770003
53,191,67.6958573431727
53,232,23.9179778014557
53,249,25.699085505008
53,284,27.7540877903529
53,322,93.5877667038351
53,352,26.1357173388897
53,388,93.8213867773521
53,408,79.5309862694153
53,432,74.6447367786337
53,513,29.9044942751187
53,583,33.9606196701676
54,63,53.0338753995213
54,65,75.5333464934004
54,90,93.2516126147974
54,106,36.8456222401802
54,108,23.3461101378852
54,117,92.2886649157262
54,120,51.7952761511135
54,128,70.4212836556259
54,140,82.2245714697161
54,157,17.5048387912257
54,176,66.8767021231834
54,177,24.0527663701596
54,189,72.07692224087
54,199,16.7418475804439
54,217,73.4876712407904
54,228,20.6448958373656
54,266,80.5657918071587
54,331,67.154155931004
54,457,22.7604352295387
54,468,56.2446356334472
54,472,37.5097141860044
54,480,18.5605840061256
54,494,88.9296219511527
54,523,81.3805373927601
54,531,82.9286075022787
54,558,94.6273485321733
54,560,57.1782713019753
54,573,57.5363613534057
55,15,60.1582098058183
55,24,61.23896466221
55,121,28.6081989169292
55,125,70.7331392409674
55,133,41.3333367319008
55,245,38.2294240854099
55,253,96.8851441236582
55,295,25.7403461574729
55,368,22.2475088002925
55,393,84.1976023773903
55,464,87.176795495339
55,469,44.646798921233
55,492,54.4418479402605
55,509,20.7906593323474
55,516,23.6378459141619
55,526,37.726831904011
55,580,72.5966309403321
55,597,67.1796615579311
55,604,82.4536974221829
55,616,18.7796611267003
55,671,95.9710247497412
56,16,13.8451643193986
56,34,22.6606477597507
56,45,75.0386521118389
56,168,75.214249752331
56,255,23.5499161812541
56,257,74.1263086984428
56,258,89.0159539076547
56,289,94.7849293327322
56,338,24.4899742684029
56,345,37.1833727050361
57,4,18.0420773381625
57,11,59.1748994032594
57,24,43.3291501055744
57,135,95.1959585450008
57,206,56.6158574873808
57,241,90.709980596664
57,245,73.6229145714202
57,329,27.156744090982
57,429,22.3720312314929
57,504,53.6662648098252
57,514,78.4101436074559
57,518,96.0981650466903
57,532,23.6620130895264
57,547,96.2614702430093
57,550,53.8964206429034
57,563,99.8425248400903
57,564,65.1555490316414
57,597,95.1649016005058
57,603,22.6058642218278
57,620,73.5824474266314
58,70,20.6241563729968
58,115,24.5545221127232
58,127,51.5604646817712
58,145,27.9376969278282
58,202,74.561770163314
58,223,52.8222464831238
58,224,52.8558037279673
58,229,76.0499525639911
58,233,75.3018399405985
58,236,28.6807896531771
58,249,95.3312402082044
58,284,93.2125267073428
58,320,29.9425034437755
58,344,83.9703700985407
58,408,69.5729430918488
58,440,28.6706103030856
58,545,26.5366719808882
58,586,68.9176713761462
58,587,95.6804975797377
59,10,53.9427474794516
59,32,75.2535735176697
59,81,18.4922491872617
59,89,88.6949193965309
59,116,20.6321108654855
59,136,35.6645638323571
59,148,99.4741583998015
59,167,85.6868969898433
59,222,45.1148797940717
59,256,72.959444222198
59,302,19.4812580006607
59,311,54.2716413727083
59,318,65.2516761135813
59,319,76.5378201201036
59,327,49.4172278462087
59,342,47.5819466672727
59,359,29.6664991720612
59,367,14.9085015314904
59,372,73.4288884399438
59,436,60.5082490128977
59,439,84.1923755805745
59,441,75.3438331508782
59,442,18.5306414720363
59,454,94.6908482704771
60,8,56.7601494847255
60,20,25.1614583818837
60,21,23.6772446797249
60,22,28.861334271894
60,62,92.4553134818057
60,79,68.8681845033599
60,143,42.9617641322024
60,188,28.5195232039246
60,190,25.0721913980021
60,216,63.8626110898663
60,254,91.116810770515
60,303,81.7161639732118
60,306,46.3302871581943
60,312,42.1329753976804
60,347,83.0673910955046
60,380,29.8316919928161
60,409,55.1457244888602
60,458,27.7379671730556
60,462,98.5053034513784
60,558,98.5590640358696
61,19,77.7902802230733
61,30,61.9362589254255
61,64,53.18291163713
61,67,89.8396041535375
61,98,53.8135340964663
61,119,21.0028247247504
61,137,24.6904005210787
61,142,19.5429868605529
61,165,24.5053496924921
61,194,88.1806027284251
61,197,74.6603955719589
61,212,45.1413122802289
61,252,56.8244684639521
61,341,83.1410167707404
61,374,97.630467487732
61,424,19.0454745057071
62,8,49.418623758697
62,19,29.7854470326051
62,20,90.2992279387496
62,60,92.4553134818057
62,64,96.4589936810145
62,79,99.842418120246
62,137,75.590772922055
62,143,59.4644512151508
62,188,53.4769400365528
62,197,68.9690341884991
62,205,77.3350478300462
62,306,23.8013992317825
62,341,98.7449412976688
62,347,19.6170941644839
62,374,27.679509608927
62,382,25.3211306504389
62,670,36.2337699451922
62,678,31.1054506465991
63,25,99.1628618531026
63,26,36.2471577468532
63,50,11.571839703429
63,54,53.0338753995213
63,108,29.0389007127371
63,128,64.6664384654011
63,157,20.0937437444896
63,176,20.1529532984438
63,199,95.857139270815
63,228,56.2000202467892
63,242,90.9097685126675
63,272,50.3723584182323
63,331,21.7213335702022
63,343,57.3974786249106
63,349,81.5843596316222
63,383,80.2701616509244
63,384,90.9941276781958
63,443,66.2217450026123
63,463,94.0885964813785
63,468,74.9438289083855
63,471,60.8541632265301
63,472,93.6352676800923
63,480,78.2149196556231
63,523,73.2594741998628
63,560,90.2227155657418
64,19,50.8164469818117
64,61,53.18291163713
64,62,96.4589936810145
64,75,55.4206900954843
64,119,68.3852160490218
64,137,36.2333061012199
64,165,23.975230783331
64,197,92.5567400509204
64,205,22.5194225577207
64,277,25.9633620189739
64,325,86.2567013556644
64,374,19.4788155876895
64,670,72.8725273170926
65,54,75.5333464934004
65,90,56.2707513792744
65,91,58.8452661483773
65,106,30.9530183485725
65,123,37.2858892471007
65,141,72.4232156061602
65,157,97.3327598013712
65,167,51.0817776277749
65,177,93.6636833077047
65,199,41.5189890922547
65,217,16.1896163806075
65,228,73.4930669951166
65,256,51.4732500315448
65,266,77.4341779834347
65,282,89.5369917762509
65,310,69.2963899755198
65,319,63.3673178634917
65,328,17.4588646807341
65,336,68.3067522137421
65,351,27.2219429502097
65,357,32.3847726509172
65,371,88.1575466707773
